Symbol,Name,Last,Change,%Chg,High,Low,Volume,Time
AAOI,"Applied Optoelect",42.74,0.63,+1.50%,42.77,41.68,374000,08/28/18
AAON,"Aaon Inc",40.65,0.05,+0.12%,41.65,40.35,164700,08/28/18
AAT,"American Assets Trust",39.46,0.47,+1.21%,39.53,38.93,190500,08/28/18
AAWW,"Atlas Air Ww",62.05,-0.2,-0.32%,62.95,61.75,76700,08/28/18
AAXN,"Axon Inc",67.3,0.64,+0.96%,67.92,66.45,481500,08/28/18
ABCB,"Ameris Bancorp",49.65,-0.3,-0.60%,50.05,49.55,238500,08/28/18
ABG,"Asbury Automotive Group Inc",76,0.4,+0.53%,76.2,75.5,70700,08/28/18
ABM,"ABM Industries Incorporated",31.01,0.37,+1.21%,31.2,30.71,570900,08/28/18
ACET,"Aceto Cp",3.37,0.06,+1.81%,3.37,3.28,152000,08/28/18
ACLS,"Axcelis Tech Inc",20.15,0.1,+0.50%,20.3,19.85,299200,08/28/18
ACOR,"Acorda Therapeutics",28.9,-0.3,-1.03%,29.75,28.9,216000,08/28/18
ADC,"Agree Realty Corp",57.21,0.64,+1.13%,57.3,56.27,200500,08/28/18
ADTN,"Adtran Inc",16.95,-0.05,-0.29%,17.05,16.9,136500,08/28/18
AEGN,"Aegion Corp",24.75,-0.17,-0.68%,25.11,24.63,43800,08/28/18
AEIS,"Advanced Energy",59.66,0.3,+0.51%,60.22,59.11,261800,08/28/18
AEL,"American Equity Investment Life",37.27,-0.11,-0.29%,37.63,37.08,180400,08/28/18
AGYS,"Agilysys Inc",16.27,-0.21,-1.27%,16.58,16.17,34000,08/28/18
AHH,"Armada Hoffler Properties Inc",15.85,0.14,+0.89%,15.85,15.62,140600,08/28/18
AIN,"Albany International Corp",77.8,-0.8,-1.02%,79.45,77.7,124700,08/28/18
AIR,"AAR Corp",46.83,0.2,+0.43%,47.12,46.64,172400,08/28/18
AIT,"Applied Industrial Technologies",76.95,0,0.00%,77.32,76.55,151900,08/28/18
AJRD,"Aerojet Rocketdyne Holdings",36.59,0.09,+0.25%,36.89,36.21,444500,08/28/18
AKR,"Acadia Realty Trust",28.55,0.37,+1.31%,28.62,28.14,355000,08/28/18
AKS,"AK Steel Holding Corp",4.47,0.06,+1.36%,4.51,4.39,7920300,08/28/18
ALG,"Alamo Group",99.12,-0.37,-0.37%,100.15,98.9,43600,08/28/18
ALGT,"Allegiant Travel Com",136.65,0.2,+0.15%,139.45,136.45,116500,08/28/18
ALRM,Alarm.Com,54.75,0.5,+0.92%,55.48,53.81,466600,08/28/18
AMAG,"Amag Pharmaceuticals",24.65,-0.2,-0.80%,25.05,24.5,264900,08/28/18
AMBC,"Ambac Financial Grp",21.27,-0.45,-2.07%,21.71,21.25,247700,08/28/18
AMED,"Amedisys Inc",122.85,-1.91,-1.53%,125.56,122.63,248800,08/28/18
AMN,"Amn Healthcare Services Inc",58.55,0.65,+1.12%,58.7,57.7,165200,08/28/18
AMPH,"Amphastar Pharma",18.09,0.06,+0.33%,18.12,17.95,100600,08/28/18
AMSF,"Amerisafe Inc",62.9,-0.7,-1.10%,63.75,62.9,33600,08/28/18
AMWD,"Amer Woodmark Cp",85.95,-3.65,-4.07%,90.25,83.85,352500,08/28/18
ANDE,"Andersons Inc",40.7,0.2,+0.49%,41.1,40.5,56100,08/28/18
ANF,"Abercrombie & Fitch Company",27.37,0.25,+0.92%,27.68,26.82,1706200,08/28/18
ANGO,"Angiodynamics Inc",22.27,-0.01,-0.04%,22.51,22.07,115200,08/28/18
ANIK,"Anika Therapeutics",41.46,-0.3,-0.72%,42.11,41.34,89100,08/28/18
ANIP,"ANI Pharma Inc",57.22,-0.08,-0.14%,57.57,57,32900,08/28/18
APEI,"American Pub. Edu.",35.95,0.25,+0.70%,36.25,35.65,69700,08/28/18
APOG,"Apogee Entrpr Inc",49.53,-0.17,-0.34%,49.84,49.3,87200,08/28/18
ARCB,"Arcbest Corp",47.65,-0.35,-0.73%,48.95,47.45,139600,08/28/18
ARI,"Apollo Commercial Real Estate",19.35,-0.08,-0.41%,19.46,19.3,576400,08/28/18
