Symbol,Name,Last,Opinion,"20D Rel Str","20D His Vol","20D Avg Vol","52W Low","52W High"
ALG,"Alamo Group",94.61,"32% Buy",55.33%,19.73%,62575,86.41,120.58
ALGT,"Allegiant Travel Com",126.75,"88% Sell",39.27%,67.57%,224580,111.54,181.45
ALRM,Alarm.Com,44.5,"80% Buy",56.36%,23.77%,248395,33.39,49.49
AMAG,"Amag Pharmaceuticals",24,"80% Buy",60.82%,34.16%,589810,11.93,25.63
AMBC,"Ambac Financial Grp",20.69,"96% Buy",59.82%,13.90%,358910,13.17,21.11
AMED,"Amedisys Inc",109.23,"100% Buy",78.33%,40.06%,417715,45.6,111.97
AMN,"Amn Healthcare Services Inc",55.05,"72% Sell",40.47%,47.47%,491510,34.85,68.2
AMPH,"Amphastar Pharma",17.63,"64% Buy",59.60%,17.98%,133605,14.4,20.45
AMSF,"Amerisafe Inc",62.35,"40% Buy",56.68%,15.41%,66330,51.55,67.82
AMWD,"Amer Woodmark Cp",84.8,"40% Sell",43.59%,42.15%,189295,78.75,148.44
ANDE,"Andersons Inc",35,"32% Buy",53.13%,16.24%,72405,29.6,38
ANF,"Abercrombie & Fitch Company",25.79,"16% Buy",53.14%,40.25%,1611885,9.03,29.2
ANGO,"Angiodynamics Inc",21.56,"8% Sell",50.91%,71.22%,423500,15.16,23.95
ANIK,"Anika Therapeutics",41.63,"32% Buy",61.60%,64.96%,216545,28.54,69.81
ANIP,"ANI Pharma Inc",65.62,"24% Sell",41.66%,16.28%,80135,42.23,74.7
APEI,"American Pub. Edu.",43.25,"8% Sell",47.64%,17.51%,88420,17.4,46.15
APOG,"Apogee Entrpr Inc",50,"80% Buy",59.72%,19.42%,155685,37.24,53.12
ARCB,"Arcbest Corp",47.45,"40% Buy",54.69%,48.83%,318925,25.02,50.45
ARI,"Apollo Commercial Real Estate",18.98,"80% Buy",56.12%,7.69%,982590,17.56,19.17
AROC,"Archrock Inc",13.1,"80% Buy",56.03%,35.48%,750010,8.25,13.75
ARR,"Armour Residential R",23.56,"80% Buy",56.50%,10.81%,450745,21.4,27.55
ASGN,"On Assignment",92.75,"80% Buy",64.94%,31.65%,318660,44.66,94.25
ASIX,"Advansix Inc",34.56,"56% Sell",36.10%,42.85%,183665,29.55,46.51
ASNA,"Ascena Retail Grp",4.15,"72% Buy",61.24%,50.24%,1969460,1.69,4.74
ASTE,"Astec Inds Inc",46.49,"80% Sell",31.41%,86.68%,239070,45.3,64.8
ATNI,"Atn International",67.86,"88% Buy",70.23%,74.55%,51120,49.34,68.13
ATU,"Actuant Corp",28.1,"40% Buy",53.35%,23.65%,392660,21.5,30.05
AVA,"Avista Corp",50.82,"16% Sell",43.18%,17.40%,564600,47.5,52.91
AVAV,"Aerovironment Inc",76.06,"80% Buy",64.53%,26.96%,286300,37.01,76.59
AVD,"American Vanguard Corp",21.55,"56% Sell",45.75%,22.74%,52720,18.01,24
AVP,"Avon Products",1.8,"32% Buy",62.16%,40.57%,8143755,1.38,3
AWR,"American States Water Company",60.72,"56% Buy",57.44%,19.19%,206970,47.53,61.66
AXE,"Anixter International Inc",72.1,"72% Buy",60.19%,48.83%,283020,56.25,88.85
AXL,"American Axle & Manufacturing",17.05,"48% Buy",54.94%,39.03%,1778790,13.38,20.27
AZZ,"Azz Inc",53.9,"40% Buy",62.17%,14.68%,173885,39.5,56.05
B,"Barnes Group",66.94,"96% Buy",63.27%,33.95%,199965,52.42,72.87
BABY,"Natus Medical Inc",36.7,"48% Buy",58.62%,37.49%,372870,28,43.6
BANC,"First Pactrust Bancorp",19.95,"48% Buy",53.56%,33.00%,501505,17.1,23.4
BANR,"Banner Corp",64.42,"96% Buy",62.44%,16.66%,141570,52.2,65
BCC,"Boise Cascade L.L.C.",44.6,Hold,50.79%,25.51%,414110,28,49.3
BCOR,"Blucora Inc",34.4,"56% Sell",41.36%,37.37%,373840,19.05,40.6
BCPC,"Balchem Cp",101.82,"48% Buy",56.66%,29.41%,87845,70.23,104.59
BEAT,"Biotelemetry Inc",57.15,"100% Buy",71.43%,48.68%,437865,23.3,57.65
BEL,"Belmond Ltd",11.35,"40% Sell",50.00%,24.02%,384275,10.3,14.2
BELFB,"Bel Fuse Inc Cl B",24.5,"100% Buy",61.84%,56.54%,18835,17.1,33.45
BFS,"Saul Centers",54.88,"80% Buy",58.22%,21.64%,39955,46.71,65.43
BGFV,"Big 5 Sporting",5.75,"100% Sell",30.40%,44.57%,310515,5.05,9.95
BGG,"Briggs & Stratton Corp",17.64,"16% Sell",48.29%,31.02%,259335,16.26,27.34
BGS,"B&G Foods Holdings",31,"40% Buy",52.49%,22.65%,782520,22,39.75
BHE,"Benchmark Electronics",24.95,"88% Sell",32.44%,68.06%,401980,23.98,35.8
BHLB,"Berkshire Hills Bancorp",40.9,Hold,49.64%,14.46%,246155,32.85,44.25
BJRI,"Bj's Restaurants Inc",62.5,"48% Buy",54.72%,34.73%,380700,28,73.05
BKE,"Buckle Inc",24.65,Hold,48.89%,46.37%,378700,13.5,28.8
BKS,"Barnes & Noble",5.9,"16% Buy",52.04%,26.39%,1113485,4.1,8
BLD,"Topbuild Corp",75.8,"72% Sell",43.37%,29.62%,270130,54.52,87.21
BMI,"Badger Meter",52.4,"80% Buy",64.34%,37.79%,143370,41,53.3
BNED,"Barnes & Noble Education Inc C",5.77,"16% Sell",49.44%,39.81%,300320,4.99,9.1
BOFI,"Bofi Holding Inc",40.12,"24% Sell",46.54%,34.51%,626960,24.2,45.18
BPFH,"Boston Pvt Finl Hldg",14.5,"72% Sell",32.03%,29.42%,423255,13.95,17.85
BRC,"Brady Corp",37.25,"64% Sell",44.49%,26.23%,179510,31.7,40.9
BRKL,"Brookline Bancorp",18.05,"48% Sell",42.09%,14.00%,269000,13.6,19.35
BRKS,"Brooks Automation",31.55,Hold,48.85%,40.81%,663250,21.75,36.45
BRS,"Bristow Group Inc",11.66,"88% Sell",31.93%,45.92%,653855,6.86,18.91
CACI,"Caci International",181.55,"100% Buy",62.42%,19.60%,119015,118.1,181.65
CAL,"Caleres Inc",34.46,"8% Buy",50.15%,31.82%,317800,22.39,37.06
CALM,"Cal-Maine Foods In",45.5,"16% Sell",45.52%,16.01%,335520,34.03,52.3
CAMP,"Calamp Corp",22.91,"16% Buy",50.31%,18.52%,439500,17.52,25.45
CASH,"Meta Financial Grp",89.95,"88% Sell",31.89%,28.77%,66350,60.7,117.97
CATM,"Cardtronics Inc",31.71,"88% Buy",66.86%,89.75%,467585,15.8,32.33
CATO,"Cato Corp",25.18,"48% Buy",55.04%,63.92%,310150,10.76,26.88
CBB,"Cincinnati Bell Inc",13.75,"48% Sell",46.65%,47.36%,552665,11.65,22.2
CBL,"Cbl & Associates Properties",4.69,"64% Sell",39.09%,62.52%,3193670,3.8,9.17
CBM,"Cambrex Corp",62.45,"88% Buy",66.80%,32.85%,427575,42.55,67.75
CBU,"Community Bank System",63.34,"56% Buy",55.81%,18.17%,255445,48.89,65.51
CCMP,"Cabot Microelectron",122.77,"96% Buy",67.88%,13.76%,153015,68,123.62
CCOI,"Cogent Comm Hldgs",50.25,"48% Sell",40.47%,27.76%,236220,35.75,57.65
CCRN,"Cross Ctry Hlthcr",8.68,"88% Sell",26.79%,133.74%,291470,7.41,14.65
CDR,"Cedar Shopping Centers Inc",4.71,Hold,50.20%,33.24%,364450,3.54,6.29
CECO,"Career Education",16.86,"24% Sell",45.77%,33.60%,478630,8.26,19.07
CEIX,"Consol Energy Inc",44.72,"72% Buy",59.32%,48.40%,445510,19.51,48.12
CENT,"Central Garden",43.68,"64% Buy",54.92%,14.63%,85650,33.2,45.02
CENTA,"Central Garden & Pet",40.39,"64% Buy",53.15%,14.74%,145115,32.2,41.97
CENX,"Century Aluminum C",12.79,"88% Sell",34.62%,51.12%,1613165,12.53,24.77
CEVA,"Ceva Inc",32.55,Hold,53.91%,27.35%,95980,27.35,51.8
CHCO,"City Holding Co",80.16,"72% Buy",56.28%,20.54%,68030,58.8,82.75
CHCT,"Community Healthcare Trust Inc",30.87,"96% Buy",63.11%,18.45%,82080,22.41,31.08
CHS,"Chico's Fas",9.31,"56% Buy",57.79%,39.24%,2492940,6.96,10.9
CHSP,"Chesapeake Lodging Trust",32.07,"16% Buy",51.00%,18.91%,272925,24.08,32.95
CHUY,"Chuy's Holdings Inc",31.1,"16% Sell",47.74%,26.55%,98545,18,34.1
CIR,"Circor International",44.31,"40% Buy",58.36%,33.13%,254100,35.16,56.37
CJ,"C&J Energy Services Inc",23.95,"16% Buy",50.99%,36.20%,970655,21.22,36.57
CKH,"Seacor Smit Inc",51.38,"80% Sell",37.98%,16.35%,119115,35.2,59
CLD,"Cloud Peak Energy Inc",2.57,"80% Sell",34.28%,62.84%,617810,2.53,5.7
CLDT,"Chatham Lodging Trust [Reit]",21.69,"56% Buy",56.15%,14.89%,241090,17.9,23.91
CLW,"Clearwater Paper Corp",25.95,"40% Buy",59.20%,53.57%,186610,21.55,50.6
CMO,"Capstead Mortgage Corp",8.23,"64% Sell",30.78%,19.74%,767915,8.01,9.98
CMTL,"Comtech Telecom Co",34.67,"72% Buy",59.53%,25.02%,111955,17.11,35.38
CNMD,"C O N M E D Cp",78.04,"96% Buy",61.03%,27.91%,169855,48.03,83.49
CNSL,"Consolidated Communications Holdings Inc",11.27,"56% Sell",40.13%,49.73%,723770,10.31,20.72
COHU,"Cohu Inc",27.27,"100% Buy",62.45%,33.93%,245950,17.11,27.37
COKE,"Coca Cola Bot Cons",151.74,"72% Buy",68.23%,15.68%,39555,125.08,244.8
COLB,"Columbia Banking Sys",41.6,"40% Sell",48.11%,19.51%,305090,35.67,48.06
CORE,"Core Mark Holding",25.14,"96% Buy",65.64%,23.52%,342525,17.1,36.29
CORT,"Corcept Therapeutics",13.91,"16% Sell",43.25%,37.02%,1265595,12.5,25.96
CPF,"Central Pacific Financial Co",27.78,"88% Sell",37.50%,11.80%,110470,27.19,33.15
CPS,"Cooper Std Hldg Inc",143.47,"100% Buy",62.28%,24.24%,164700,97.7,146.77
CPSI,"Computer Programs",26.7,"72% Sell",22.04%,59.56%,166210,25.15,34.65
CRAY,"Cray Inc",22.4,"72% Sell",38.08%,46.23%,282680,17.6,28.6
CROX,"Crocs Inc",18.12,"32% Buy",53.93%,38.83%,959540,7.78,19.54
CRR,"Carbo Ceramics",8.7,"48% Sell",42.15%,41.89%,376335,6.05,12.69
CRVL,"Corvel Cp",56.65,"80% Buy",55.23%,30.81%,24895,46.45,61.2
CRY,Cryolife,29.6,"32% Buy",54.09%,26.36%,90235,16.8,31.35
CRZO,"Carrizo Oil & Gas",27.5,"8% Sell",49.88%,30.57%,1906100,11.1,31.57
CSGS,"C S G Sys Intl",38.51,"100% Sell",34.55%,22.38%,172850,37.21,48.82
CTB,"Cooper Tire & Rubber Company",30,"56% Buy",65.84%,45.90%,762555,22.58,40.78
CTRE,"Caretrust REIT Inc",17.86,"100% Buy",65.53%,21.66%,567635,12.73,19.82
CTRL,"Control4 Corp",33.12,"100% Buy",81.17%,70.18%,325620,20.5,35.99
CTS,"Cts Corp",35.5,"24% Buy",50.21%,20.08%,163250,21.55,39.2
CUB,"Cubic Corp",67.25,Hold,47.44%,18.09%,102815,39.58,72.43
CUBI,"Customers Bancorp",25.95,"88% Sell",35.19%,31.89%,196790,24.75,33.85
CUTR,"Cutera Inc",40.95,"72% Sell",46.01%,39.64%,160300,25.35,56.05
CVBF,"Cvb Financial Corp",23.95,"56% Buy",57.07%,19.19%,442160,19.58,25.49
CVCO,"Cavco Inds Inc",210.5,"8% Sell",50.35%,26.59%,46980,123.1,225
CVGW,"Calavo Growers Inc",95.7,"64% Buy",55.81%,12.70%,92155,65.85,99
CWT,"California Water Service Group Holding",40.5,"32% Buy",50.22%,20.95%,222750,35.25,46.15
CYH,"Community Health Systems",3.32,"24% Sell",48.41%,75.71%,2954095,2.66,8.07
CYTK,Cytokinetics,6.65,"80% Sell",32.14%,48.32%,254455,6.2,15.95
DAKT,"Daktronics Inc",8.46,"48% Sell",47.18%,16.27%,141670,7.85,10.86
DAR,"Darling International Inc",20.51,"100% Buy",64.02%,12.67%,659505,15.56,20.78
DBD,"Diebold Nixdorf Inc",6.3,"100% Sell",20.89%,166.97%,2317480,6.25,23.5
DCOM,"Dime Community Bncsh",17.6,"72% Sell",30.75%,34.70%,179650,17.1,22.65
DDD,"3D Systems Corp",13.35,"8% Sell",47.55%,64.63%,2065445,7.92,15.94
DEA,"Easterly Government Properties",19.25,"56% Sell",44.78%,13.32%,730975,18.73,22.32
DEPO,"Depomed Inc",8.81,"96% Buy",66.50%,25.62%,1197530,4.31,9.53
DF,"Dean Foods Company",9.47,"40% Sell",38.66%,22.27%,1033810,8.14,15.06
DFIN,"Donnelly Financial Solutions Inc",18.13,"16% Sell",42.15%,36.00%,278860,15.22,22.5
DGII,"Digi Intl Inc",13.2,"8% Buy",49.70%,25.08%,89030,8.5,14.7
DIN,"Dineequity Inc",73.59,"56% Buy",52.75%,30.99%,377860,36.71,82.62
DIOD,"Diodes Inc",36.78,"24% Buy",53.16%,25.54%,304895,26.03,38.7
DNR,"Denbury Resources",4.47,"8% Sell",50.05%,58.64%,12392755,0.92,5.56
DORM,"Dorman Products Inc",75.54,"100% Buy",61.30%,26.14%,123830,56.36,78.01
DPLO,"Diplomat Pharmacy Inc",21.46,"56% Sell",37.26%,48.61%,1281850,14.5,28.74
DRH,"Diamondrock Hospitality Company",11.82,"40% Sell",44.59%,22.20%,1823735,9.87,12.99
DSPG,"D S P Group Inc",12.1,"32% Sell",43.80%,27.56%,77935,11.3,13.95
DSW,"DSW Inc",27.48,"80% Buy",56.61%,22.75%,996865,15.14,28.34
DXPE,"Dxp Enterprise",41.82,"32% Buy",53.57%,26.99%,55250,24.86,44.88
EBIX,"Ebix Inc",80.65,"16% Buy",51.39%,27.60%,119855,56.4,87.5
EBS,"Emergent Biosolutions",54.65,"80% Buy",53.07%,25.69%,260945,32.48,60
ECHO,"Echo Global Logistic",33,"88% Buy",61.16%,34.15%,518980,13.1,34.83
ECOL,"US Ecology Inc",69,"64% Buy",59.52%,43.57%,63650,44.5,73.1
ECPG,"Encore Capital Grp",35.95,"88% Sell",40.94%,31.61%,416810,35.25,52
EE,"El Paso Electric Company",62.45,"96% Buy",66.27%,11.60%,283040,48.05,63.85
EFII,"Elec Imaging Inc",33.1,"8% Buy",46.23%,25.06%,377595,25.28,43.89
EGHT,"8X8 Inc",21.2,"24% Buy",53.51%,39.21%,1064005,12,23.1
EGL,"Engility Holdings Inc",33.84,"32% Buy",54.67%,44.93%,135995,21.19,36.51
EGOV,"Nic Inc",16.1,"32% Buy",49.75%,28.42%,372655,12.65,18.9
EGP,"Eastgroup Properties",96.58,"88% Buy",56.14%,18.86%,214040,77.74,98.17
EGRX,"Eagle Pharmaceutical",77.14,Hold,50.62%,30.68%,226160,45.05,85.66
EHTH,"Ehealth Inc",25.07,"96% Buy",59.71%,40.43%,140090,13.61,28.59
EIG,"Employers Holdings Inc",44.35,"64% Buy",59.99%,28.19%,109410,38.35,50.45
ELY,"Callaway Golf Company",22.09,"88% Buy",74.14%,39.16%,1314450,12.64,23.6
ENDP,"Endo Int'l Plc",12.13,"64% Buy",69.25%,37.32%,4081430,5.27,12.61
ENSG,"The Ensign Group In",35.95,Hold,46.72%,32.63%,212275,19.4,40.09
ENTA,"Enanta Pharmaceutica",100.26,"32% Sell",41.35%,82.74%,302670,37.13,127.77
ENVA,"Enova International Inc",32.55,"40% Sell",41.87%,57.98%,357560,11.15,39
EPAY,"Bottomline Tech In",56.02,"64% Buy",61.43%,24.48%,352485,27.58,58.52
ERA,"Era Group Inc",13.96,"48% Buy",58.35%,21.96%,43575,8.1,14.23
ESE,"Esco Technologies Inc",61.45,"56% Buy",55.29%,18.25%,79945,50.3,66.8
ESIO,"Electro Sci Inds",22.67,"72% Buy",71.51%,70.45%,798115,10.33,27.72
ESND,"Essendant Inc",15.9,"96% Buy",64.18%,64.23%,246430,7.2,17.08
ETH,"Ethan Allen Interiors Inc",22.15,"72% Sell",35.06%,22.66%,218905,21.5,32.9
EVTC,"Evertec Inc",23.95,"88% Buy",61.01%,22.76%,536030,12.6,24.85
EXLS,"Exlservice Holdings",58.27,"16% Sell",42.85%,16.41%,101725,52.52,64.34
EXPO,"Exponent Inc",50.45,"32% Buy",54.59%,22.67%,199660,31.73,52.63
EXPR,"Express Inc",9.88,"40% Buy",53.68%,37.32%,1393165,5.28,11.34
EXTN,"Exterran Corp",27.01,"24% Sell",49.08%,22.00%,91495,23.29,33.69
EXTR,"Extreme Networks",8.79,Hold,51.43%,30.47%,1486720,7.63,15.55
EZPW,"Ezcorp Inc",11.4,"88% Sell",42.33%,32.92%,496830,8.16,15.1
FARO,"Faro Tech Inc",67.8,"96% Buy",69.03%,58.97%,84150,32.25,70.2
FBP,"First Bancorp",8.34,"88% Buy",60.22%,21.42%,1672640,4.48,8.44
FCF,"First Commonwealth Financial Corp",16.82,"56% Buy",56.51%,26.38%,412230,12.06,17.91
FCFS,"First Cash Fin Svcs",79.3,"64% Sell",28.38%,32.64%,268525,57.55,95.4
FCN,"Fti Consulting",79.85,"96% Buy",78.54%,39.93%,445030,31.77,80.71
FCPT,"Four Corners Property Trust In",26.12,"100% Buy",70.44%,13.09%,468475,21.28,26.96
FELE,"Franklin Electric Co",48.6,"88% Buy",55.92%,37.36%,133880,37.6,49.5
FF,"Futurefuel Corp",14.07,"48% Buy",55.74%,22.53%,40630,11.32,16.22
FFBC,"First Finl Bncp [Oh]",30.8,"48% Sell",46.29%,23.14%,331875,22.8,33.7
FFIN,"First Finl Bkshs Inc",57.45,"88% Buy",61.34%,25.16%,212210,37.31,58.65
FIX,"Comfort Systems USA",55.7,"96% Buy",77.05%,36.79%,278415,31.9,59.05
FLOW,"SPX Flow Inc",47.02,"56% Buy",55.87%,49.45%,218990,31.1,54.92
FMBI,"First Midwest Bncp",26.96,"88% Buy",56.99%,17.14%,441895,20.5,27.4
FN,Fabrinet,39.93,"80% Buy",60.36%,18.55%,282105,24.02,43.98
FNSR,"Finisar Corp",17.53,"32% Buy",50.85%,24.27%,1972355,14.25,26.53
FORM,"Formfactor Inc",14.25,"32% Buy",54.98%,52.93%,652255,11.1,18.65
FORR,"Forrester Resrch",45.5,"80% Buy",57.87%,24.18%,39455,36.95,47.75
FOSL,"Fossil Group",28.66,"48% Buy",58.08%,60.91%,1263745,5.5,32.17
FOXF,"Fox Factory Cp",62.55,"100% Buy",80.81%,78.59%,233335,33.2,62.8
FRAN,"Francesca's Holdings",7.65,"8% Buy",53.18%,39.98%,727315,4.51,9.58
FRGI,"Fiesta Restaurant Gp",29.05,"16% Buy",55.25%,21.17%,181090,15.5,30.88
FSB,"Franklin Financial Network Inc",38.25,"56% Buy",54.18%,21.10%,120005,30.3,40.3
FSP,"Franklin Street Properties",8.56,"56% Buy",51.50%,23.93%,308555,7.08,11
FSS,"Federal Signal Corp",23.83,"8% Sell",51.28%,17.72%,171280,17.95,24.86
FTD,"Ftd Companies",3.36,"96% Sell",31.99%,87.60%,305130,3.25,19.46
FTK,"Flotek Industries",3.02,"56% Sell",41.47%,26.61%,413795,2.81,6.77
FTR,"Frontier Commun Cp",5.44,"16% Sell",45.85%,61.28%,3762465,4.52,16.02
FUL,"H. B. Fuller Company",57.12,"96% Buy",59.63%,17.05%,275275,46.62,58.74
FWRD,"Foward Air Corp",63.11,"96% Buy",58.08%,36.28%,149555,49.88,64.99
GBCI,"Glacier Bancorp Inc",43.7,"88% Buy",61.57%,28.12%,410135,31.38,44.55
GBX,"Greenbrier Companies",58.9,"96% Buy",65.26%,24.18%,571330,41.95,60.15
GCI,"Gannett Co. Inc",10.17,"48% Sell",45.48%,19.30%,861735,7.94,12.38
GCO,"Genesco Inc",41.8,"16% Buy",54.17%,35.52%,257215,20.9,45.9
GDOT,"Green Dot Corp",79.27,"16% Buy",53.22%,26.14%,284545,39.66,84.48
GEOS,"Geospace Technologie",13.24,"32% Sell",43.98%,28.88%,70860,9.18,18.71
GES,"Guess Inc",22.41,"24% Buy",50.35%,36.18%,523960,11.98,26.15
GFF,"Griffon Corp",17.7,"40% Sell",42.69%,30.97%,202430,17,24.5
GHL,"Greenhill & Co. Inc",32.45,"48% Buy",65.43%,21.64%,370240,13.8,33.45
GIFI,"Gulf Island Fab",9.2,"40% Sell",46.31%,22.51%,49705,6.9,13.95
GIII,"G-III Apparel Gp I",44.11,"8% Sell",48.03%,36.14%,423235,22.66,51.2
GLT,Glatfelter,16.98,"72% Sell",36.22%,81.01%,259100,15.76,23.85
GME,"Gamestop Corp",14.86,"56% Buy",52.29%,30.18%,2181700,12.2,22.37
GNBC,"Green Bancorp",24.4,"72% Buy",61.12%,36.15%,289940,19.5,25.15
GNL,"Global Net Lease Inc",21.24,"96% Buy",61.34%,14.65%,322400,15.55,22.42
GOV,"Government Properties Income Trust",15.84,"64% Buy",55.93%,34.09%,999755,11.87,19.6
GPI,"Group 1 Automotive",76.64,"80% Buy",63.82%,46.32%,309610,51.62,84.47
GPRE,"Green Plains Inc",17.3,Hold,48.71%,30.15%,770505,15.25,21.9
GTLS,"Chart Industries In",77.45,"80% Buy",66.11%,49.54%,446725,32.54,80.31
GTY,"Getty Realty Corp",29.18,"100% Buy",65.31%,14.57%,95260,22.68,29.89
GWB,"Great Western Bancorp Inc",42.47,"8% Buy",50.64%,25.38%,238560,33.27,46.03
HA,"Hawaiian Hldgs Inc",41.2,"80% Buy",60.45%,44.54%,755890,32.4,44.3
HAFC,"Hanmi Financial Cp",25.45,"72% Sell",33.79%,36.73%,208430,24.25,33.1
HAYN,"Haynes Intl Inc",41.23,"32% Buy",56.41%,22.89%,55615,28.97,45.14
HCI,"Homeowners Choice",39.35,"72% Sell",36.95%,33.32%,39330,27.11,44.25
HF,"HFF Inc",45.48,"64% Buy",75.25%,46.31%,347850,32.99,51.74
HFWA,"Heritage Financial",35.25,"8% Buy",52.25%,23.36%,277295,25.25,37.38
HI,"Hillenbrand Inc",52,"100% Buy",66.96%,22.05%,234480,34.65,52.8
HIBB,"Hibbett Sports Inc",23.8,"40% Sell",49.58%,31.28%,401480,9.4,29.5
HLIT,"Harmonic Inc",5.2,"100% Buy",70.45%,42.61%,364025,2.8,5.32
HLX,"Helix Energy Solutions Group",9.36,"40% Buy",59.45%,37.13%,1654315,5.44,10.41
HMN,"Horace Mann Educators Corp",44.45,"16% Sell",48.03%,17.32%,120580,33.85,47.65
HMST,"Homestreet Inc",29.75,"48% Buy",57.79%,22.99%,125925,24,32.6
HMSY,"Hms Hldgs Cp",29.98,"100% Buy",84.59%,54.05%,651595,11.01,30.24
HOPE,"Hope Bancorp Inc",17.08,"72% Sell",42.74%,22.09%,796255,16.74,19.86
HPR,"Highpoint Resources Corp.",6.42,Hold,48.48%,25.51%,1393995,2.66,7.6
HQY,Healthequity,79.91,"40% Buy",53.40%,36.92%,316960,40.21,83.34
HSC,"Harsco Corp",25.85,"64% Buy",62.99%,19.76%,423760,15.35,26.75
HSII,"Heidrick & Struggl",44.1,"88% Buy",72.36%,67.83%,154680,17.9,44.15
HSKA,"Heska Corp",104.93,"24% Sell",51.92%,31.26%,31540,56.59,111.34
HSTM,"Healthstream Inc",29.34,"48% Buy",56.32%,33.49%,158665,21.15,30.89
HT,"Hersha Hospitality Trust",21.93,"32% Buy",54.43%,20.18%,391040,16.6,22.57
HTLD,"Heartland Express",19.26,"40% Buy",50.43%,48.30%,697925,17.38,25.22
HUBG,"Hub Group Inc A",53.35,"80% Buy",62.63%,45.31%,391975,33.55,56.6
HVT,"Haverty Furniture Companies",21.35,"48% Buy",54.63%,24.09%,105420,17.7,27.23
HWKN,"Hawkins Inc",40.75,"100% Buy",62.99%,52.16%,20910,30.55,44
HZO,"Marinemax Inc",19.1,"56% Sell",41.38%,35.83%,358010,14.6,25.05
IBP,"Installed Building Products I",52.15,"96% Sell",40.66%,37.16%,168295,50.2,79.4
IIIN,"Insteel Industries",42.4,"88% Buy",70.66%,61.23%,206155,23.2,43.78
IIVI,"I I V I Inc",40.3,"80% Sell",41.14%,41.97%,551150,34.05,53.08
INDB,"Independent Bk Corp",79.35,"16% Sell",43.93%,50.87%,92085,65.25,95
INGN,"Inogen Inc",193.65,"8% Buy",49.93%,39.70%,184675,90.84,214.99
INN,"Summit Hotel Properties",13.73,"56% Sell",41.29%,20.25%,504085,12.77,16.58
INTL,"Intl Fcstone Inc",55.5,"96% Buy",60.35%,25.18%,53860,33.11,56.73
INVA,"Innoviva Inc",13.73,"80% Sell",42.52%,24.35%,775595,11.47,17.99
IOSP,"Innospec Inc",78.45,"8% Buy",47.92%,24.55%,84575,54.1,83.2
IPAR,"Inter Parfums Inc",62.2,"96% Buy",73.83%,25.57%,88410,37.34,62.65
IPHS,"Innophos Hldngs Inc",44.84,"64% Sell",34.31%,25.14%,77300,38.66,51.34
IRBT,"Irobot Corp",84.18,"96% Buy",60.06%,67.20%,1083925,55.77,107.08
IRDM,"Iridium Comm Inc",19.75,"100% Buy",69.92%,32.65%,1141300,9.68,19.8
IRT,"Independence Realty Trust Inc",10.28,"72% Buy",57.03%,17.85%,412630,8.26,10.63
ITG,"Investment Technology Group",21.68,"8% Sell",46.54%,17.70%,150400,17.63,23.96
ITGR,"Integer Holdings Corp",71.9,"72% Buy",59.15%,30.95%,287385,42.5,76.85
