Symbol,Name,Last,"Wtd Alpha","YTD %Chg","1M %Chg","3M %Chg","52W %Chg"
ALG,"Alamo Group",91.27,-9.70,-19.14%,-1.86%,-22.12%,-0.90%
ALGT,"Allegiant Travel Com",144.2,-2.50,-6.82%,-1.50%,-0.07%,-0.07%
ALRM,Alarm.Com,44.04,+15.90,+16.66%,+11.47%,+4.88%,+16.23%
AMAG,"Amag Pharmaceuticals",21.85,+2.40,+64.91%,+0.23%,+12.92%,+14.40%
AMBC,"Ambac Financial Grp",20.22,+12.60,+26.53%,+1.81%,+12.90%,-4.71%
AMED,"Amedisys Inc",95.6,+91.80,+81.37%,+8.95%,+43.03%,+62.72%
AMN,"Amn Healthcare Services Inc",61.2,+60.00,+24.26%,+1.83%,-8.66%,+59.79%
AMPH,"Amphastar Pharma",16.9,-8.90,-12.16%,+2.42%,-12.48%,-5.69%
AMSF,"Amerisafe Inc",62.1,+9.90,+0.81%,+4.55%,+11.49%,+8.76%
AMWD,"Amer Woodmark Cp",86.15,-27.20,-33.86%,-11.91%,-0.92%,-14.87%
ANDE,"Andersons Inc",35.45,+7.60,+13.80%,+0.85%,+7.26%,+2.31%
ANF,"Abercrombie & Fitch Company",26.16,+124.60,+50.09%,-4.98%,-1.47%,+171.93%
ANGO,"Angiodynamics Inc",21.42,+37.90,+28.80%,-4.59%,+7.26%,+36.00%
ANIK,"Anika Therapeutics",34.23,-25.50,-36.51%,+18.98%,-24.15%,-30.07%
ANIP,"ANI Pharma Inc",70.49,+43.70,+9.37%,+3.72%,+17.54%,+45.67%
APEI,"American Pub. Edu.",44.65,+79.00,+78.24%,+1.71%,+7.33%,+90.00%
APOG,"Apogee Entrpr Inc",48.51,-1.40,+6.08%,+8.74%,+15.86%,-9.68%
ARCB,"Arcbest Corp",46.7,+64.90,+30.63%,-1.68%,+38.37%,+114.22%
ARI,"Apollo Commercial Real Estate",18.84,+4.20,+2.11%,-0.32%,+5.84%,+4.03%
AROC,"Archrock Inc",12.7,+22.10,+20.95%,+6.28%,+23.30%,+10.43%
ARR,"Armour Residential R",23.08,-8.70,-10.26%,+0.87%,+1.27%,-7.61%
ASGN,"On Assignment",84.44,+54.70,+31.38%,+1.75%,+0.39%,+55.05%
ASIX,"Advansix Inc",39.12,+11.10,-7.01%,+0.49%,+4.29%,+15.13%
ASNA,"Ascena Retail Grp",3.64,+42.00,+54.89%,-12.71%,+68.52%,+54.89%
ASTE,"Astec Inds Inc",61.37,+13.70,+4.91%,+1.62%,+7.37%,+10.36%
ATNI,"Atn International",54.82,-14.40,-0.80%,+3.39%,-17.05%,-17.33%
ATU,"Actuant Corp",28,+19.50,+10.67%,-3.61%,+14.29%,+14.99%
AVA,"Avista Corp",50.4,-4.20,-2.12%,-4.58%,-2.93%,-3.60%
AVAV,"Aerovironment Inc",75.24,+81.00,+33.97%,+25.88%,+32.72%,+97.43%
AVD,"American Vanguard Corp",21.65,+12.70,+10.18%,-3.13%,-5.46%,+15.16%
AVP,"Avon Products",1.42,-63.90,-33.95%,-9.55%,-48.55%,-61.10%
AWR,"American States Water Company",60.14,+22.20,+3.85%,+3.65%,+8.75%,+22.89%
AXE,"Anixter International Inc",74.7,+5.90,-1.71%,+12.08%,-4.29%,-5.80%
AXL,"American Axle & Manufacturing",16.13,+1.40,-5.28%,-12.29%,+3.53%,-2.36%
AZZ,"Azz Inc",55.5,+17.10,+8.61%,+23.06%,+21.58%,+7.66%
B,"Barnes Group",61.97,+0.80,-2.05%,+5.00%,-0.27%,+0.15%
BABY,"Natus Medical Inc",32.75,-14.70,-14.27%,-9.90%,-9.28%,-16.24%
BANC,"First Pactrust Bancorp",19.3,-4.10,-6.54%,-1.53%,+2.93%,-4.46%
BANR,"Banner Corp",62.04,+13.10,+12.55%,-0.29%,+10.83%,+10.31%
BCC,"Boise Cascade L.L.C.",43.95,+41.50,+10.15%,-3.30%,+5.02%,+51.81%
BCOR,"Blucora Inc",37.65,+74.80,+70.36%,-4.92%,+40.75%,+82.32%
BCPC,"Balchem Cp",99.89,+32.40,+23.93%,+0.27%,+11.12%,+27.80%
BEAT,"Biotelemetry Inc",50.35,+67.60,+68.39%,+8.16%,+45.94%,+43.86%
BEL,"Belmond Ltd",11.35,-14.10,-7.35%,-4.22%,+3.18%,-14.02%
BELFB,"Bel Fuse Inc Cl B",22.95,-5.70,-8.84%,+3.15%,+12.22%,-10.35%
BFS,"Saul Centers",53.58,-9.60,-13.23%,+2.66%,+8.81%,-10.86%
BGFV,"Big 5 Sporting",6.5,-37.70,-14.47%,-20.73%,-23.53%,-44.68%
BGG,"Briggs & Stratton Corp",16.83,-34.20,-33.66%,-10.19%,-17.62%,-30.31%
BGS,"B&G Foods Holdings",30.6,-12.60,-12.94%,-2.24%,+34.21%,-17.85%
BHE,"Benchmark Electronics",29.35,-10.50,+0.86%,-0.51%,-4.40%,-11.73%
BHLB,"Berkshire Hills Bancorp",41.45,+16.60,+13.25%,-3.60%,+7.24%,+14.19%
BJRI,"Bj's Restaurants Inc",63.1,+98.90,+73.35%,+6.95%,+27.60%,+84.23%
BKE,"Buckle Inc",24.2,+40.80,+1.89%,-12.32%,+9.50%,+43.20%
BKS,"Barnes & Noble",5.5,-21.90,-17.91%,-14.73%,-0.90%,-26.17%
BLD,"Topbuild Corp",83.18,+51.00,+9.82%,-0.38%,+7.66%,+57.36%
BMI,"Badger Meter",52.55,+22.00,+9.94%,+12.89%,+22.07%,+25.87%
BNED,"Barnes & Noble Education Inc C",5.37,-32.60,-34.83%,-20.56%,-27.14%,-32.11%
BOFI,"Bofi Holding Inc",41.62,+62.90,+39.20%,-4.06%,+0.90%,+68.78%
BPFH,"Boston Pvt Finl Hldg",15,-4.20,-2.91%,-11.76%,-8.26%,-1.64%
BRC,"Brady Corp",37.35,+6.40,-1.45%,-7.43%,-1.45%,+9.53%
BRKL,"Brookline Bancorp",18.75,+28.60,+19.43%,-2.34%,+14.68%,+27.12%
BRKS,"Brooks Automation",32.11,+30.90,+34.63%,-8.31%,+23.93%,+24.36%
BRS,"Bristow Group Inc",14.53,+59.00,+7.87%,+5.75%,-9.92%,+85.81%
CACI,"Caci International",179.55,+45.40,+35.66%,+9.48%,+13.00%,+39.78%
CAL,"Caleres Inc",35.65,+33.30,+6.48%,+2.06%,+9.42%,+32.82%
CALM,"Cal-Maine Foods In",45.95,+18.60,+3.37%,-10.60%,-7.55%,+27.29%
CAMP,"Calamp Corp",23.26,+17.80,+8.54%,+2.02%,-0.17%,+21.27%
CASH,"Meta Financial Grp",97.85,+7.50,+5.61%,-7.25%,-14.73%,+5.96%
CATM,"Cardtronics Inc",26.72,+2.50,+44.28%,+5.45%,+6.79%,-16.42%
CATO,"Cato Corp",25.92,+83.60,+62.81%,+2.98%,+59.51%,+52.11%
CBB,"Cincinnati Bell Inc",12.95,-29.90,-37.89%,-11.30%,-13.49%,-28.65%
CBL,"Cbl & Associates Properties",5.29,-28.40,-6.54%,-10.03%,+33.92%,-40.76%
CBM,"Cambrex Corp",56.05,+2.70,+16.77%,+20.80%,+1.91%,-4.76%
CBU,"Community Bank System",62.79,+20.00,+16.82%,+1.54%,+15.61%,+15.04%
CCMP,"Cabot Microelectron",118.3,+50.40,+25.74%,+6.60%,+13.40%,+48.47%
CCOI,"Cogent Comm Hldgs",52.5,+21.00,+15.89%,-4.98%,+10.99%,+20.83%
CCRN,"Cross Ctry Hlthcr",11.83,-6.10,-7.29%,-6.04%,-3.03%,-4.67%
CDR,"Cedar Shopping Centers Inc",4.93,-1.80,-18.91%,+6.94%,+38.10%,-3.33%
CECO,"Career Education",18.59,+107.40,+53.89%,+12.06%,+38.22%,+99.25%
CEIX,"Consol Energy Inc",42.25,+82.70,+6.93%,+2.75%,+24.59%,+81.96%
CENT,"Central Garden",43.55,+29.00,+11.90%,+2.23%,+9.73%,+31.29%
CENTA,"Central Garden & Pet",40.71,+25.10,+7.96%,+2.49%,+7.70%,+27.94%
CENX,"Century Aluminum C",12.97,-34.70,-33.99%,-18.51%,-26.54%,-29.31%
CEVA,"Ceva Inc",32.5,-31.00,-29.58%,+3.01%,-7.14%,-31.00%
CHCO,"City Holding Co",79.12,+24.10,+17.27%,+0.97%,+7.01%,+20.32%
CHCT,"Community Healthcare Trust Inc",30.22,+25.90,+7.54%,+3.85%,+18.32%,+28.87%
CHS,"Chico's Fas",8.92,-1.00,+1.13%,+3.84%,-4.90%,-0.11%
CHSP,"Chesapeake Lodging Trust",32.61,+33.80,+20.38%,+1.08%,+11.15%,+31.60%
CHUY,"Chuy's Holdings Inc",33.75,+52.40,+20.32%,+8.87%,+21.84%,+38.60%
CIR,"Circor International",40.86,-28.30,-16.06%,-2.01%,-9.50%,-29.95%
CJ,"C&J Energy Services Inc",22.22,-32.60,-33.61%,-8.26%,-23.75%,-32.69%
CKH,"Seacor Smit Inc",53.94,+44.60,+16.70%,-5.42%,-5.43%,+49.87%
CLD,"Cloud Peak Energy Inc",3.18,-18.20,-28.54%,-12.64%,+1.60%,-12.64%
CLDT,"Chatham Lodging Trust [Reit]",21.94,+8.20,-3.60%,+6.76%,+14.03%,+7.23%
CLW,"Clearwater Paper Corp",23.6,-47.20,-48.02%,-1.87%,-12.10%,-52.28%
CMO,"Capstead Mortgage Corp",8.66,-13.20,+0.12%,-6.38%,-1.03%,-14.85%
CMTL,"Comtech Telecom Co",33.88,+67.30,+53.16%,+5.71%,+8.66%,+80.79%
CNMD,"C O N M E D Cp",73.43,+50.10,+44.07%,-3.06%,+16.72%,+45.49%
CNSL,"Consolidated Communications Holdings Inc",12.15,-30.10,-0.33%,-6.83%,+10.76%,-33.64%
COHU,"Cohu Inc",26.03,+35.90,+18.59%,+4.75%,+16.67%,+32.94%
COKE,"Coca Cola Bot Cons",138.2,-42.90,-35.80%,+6.61%,-18.60%,-42.85%
COLB,"Columbia Banking Sys",42.22,+5.10,-2.81%,-3.30%,-3.85%,+7.46%
CORE,"Core Mark Holding",24.33,-20.90,-22.96%,+8.57%,+15.20%,-34.28%
CORT,"Corcept Therapeutics",13,+5.10,-28.02%,-20.78%,-26.09%,+0.39%
CPF,"Central Pacific Financial Co",29.12,-5.90,-2.38%,-2.22%,-2.74%,-6.37%
CPLA,"Capella Education Co",105.05,+29.50,+35.72%,+4.37%,+12.41%,+19.31%
CPS,"Cooper Std Hldg Inc",133.94,+27.90,+9.34%,-4.68%,+5.02%,+25.47%
CPSI,"Computer Programs",34.05,+14.30,+13.31%,+1.19%,+12.56%,+8.79%
CRAY,"Cray Inc",25.75,+36.70,+6.40%,-2.09%,+14.96%,+36.24%
CROX,"Crocs Inc",17.65,+115.10,+39.64%,-7.69%,+13.29%,+126.86%
CRR,"Carbo Ceramics",9.41,+31.90,-7.56%,+11.89%,+17.04%,+30.33%
CRVL,"Corvel Cp",56.1,+16.80,+6.05%,+2.94%,+8.30%,+16.39%
CRY,Cryolife,29.95,+69.20,+56.40%,+4.72%,+28.54%,+54.38%
CRZO,"Carrizo Oil & Gas",28.27,+88.90,+32.85%,-3.58%,+48.79%,+78.36%
CSGS,"C S G Sys Intl",41.17,-2.60,-6.05%,-4.23%,-6.75%,-0.39%
CTB,"Cooper Tire & Rubber Company",25.65,-34.90,-27.44%,-8.06%,-7.73%,-34.06%
CTRE,"Caretrust REIT Inc",17,-2.40,+1.43%,+1.01%,+31.48%,-7.10%
CTRL,"Control4 Corp",25.21,+3.20,-15.29%,unch,+16.98%,+8.06%
CTS,"Cts Corp",37.5,+74.30,+45.63%,+5.34%,+27.33%,+66.30%
CUB,"Cubic Corp",68.9,+43.10,+16.88%,+1.77%,+5.35%,+44.29%
CUBI,"Customers Bancorp",28.69,+0.80,+10.39%,-9.29%,-3.60%,+2.76%
CUTR,"Cutera Inc",43.5,+48.50,-4.08%,-0.34%,-15.20%,+63.53%
CVBF,"Cvb Financial Corp",23.17,+6.10,-1.66%,-3.14%,+4.04%,+5.90%
CVCO,"Cavco Inds Inc",220.1,+74.00,+44.23%,+5.66%,+31.91%,+69.57%
CVGW,"Calavo Growers Inc",94.05,+28.20,+11.43%,-0.48%,-1.57%,+29.01%
CWT,"California Water Service Group Holding",40.65,+2.80,-10.36%,+1.63%,+2.78%,+4.77%
CYH,"Community Health Systems",2.71,-71.70,-36.38%,-41.59%,-32.59%,-70.73%
CYTK,Cytokinetics,8.8,-21.20,+7.98%,+4.76%,+23.08%,-36.46%
DAKT,"Daktronics Inc",8.41,-16.40,-7.89%,-1.52%,-7.79%,-14.45%
DAR,"Darling International Inc",19.85,+20.60,+9.49%,-0.30%,+15.14%,+18.30%
DBD,"Diebold Nixdorf Inc",11.65,-42.70,-28.75%,-11.07%,-26.73%,-48.79%
DCOM,"Dime Community Bncsh",20.05,-1.50,-4.30%,-1.47%,+6.37%,-2.67%
DDD,"3D Systems Corp",15,+9.10,+73.61%,+0.20%,+29.31%,-14.77%
DEA,"Easterly Government Properties",19.48,-5.60,-8.72%,-0.87%,-3.18%,-4.37%
DEPO,"Depomed Inc",8.14,-7.10,+1.12%,+10.75%,+21.86%,-23.42%
DF,"Dean Foods Company",10.39,-26.30,-10.12%,+0.97%,+22.96%,-32.40%
DFIN,"Donnelly Financial Solutions Inc",20.57,-4.20,+5.54%,+16.21%,+12.34%,-12.09%
DGII,"Digi Intl Inc",13.7,+45.30,+43.46%,-1.44%,+14.64%,+36.32%
DIN,"Dineequity Inc",71.2,+52.40,+40.35%,-6.71%,-3.90%,+62.78%
DIOD,"Diodes Inc",38.07,+48.40,+32.79%,+2.12%,+27.32%,+41.84%
DNR,"Denbury Resources",4.36,+181.50,+97.29%,-4.39%,+40.65%,+202.78%
DORM,"Dorman Products Inc",73.17,+0.70,+19.68%,+2.65%,+10.23%,-5.60%
DPLO,"Diplomat Pharmacy Inc",22.33,+35.10,+11.26%,-19.09%,+7.61%,+43.51%
DRH,"Diamondrock Hospitality Company",12.23,+9.20,+8.33%,-0.73%,+10.58%,+5.52%
DSPG,"D S P Group Inc",13.15,+8.30,+5.20%,+12.39%,+8.23%,+6.48%
DSW,"DSW Inc",27.51,+58.50,+28.49%,+5.56%,+30.75%,+60.69%
DXPE,"Dxp Enterprise",42.64,+37.80,+44.20%,+5.26%,+13.62%,+21.97%
EBIX,"Ebix Inc",84.05,+44.70,+6.06%,+6.12%,+9.65%,+50.22%
EBS,"Emergent Biosolutions",54.26,+47.10,+16.76%,+1.17%,+0.02%,+50.55%
ECHO,"Echo Global Logistic",31.45,+73.90,+12.32%,-1.56%,+5.18%,+71.86%
ECOL,"US Ecology Inc",65.65,+32.80,+28.73%,+5.97%,+17.97%,+25.05%
ECPG,"Encore Capital Grp",36.45,-16.00,-13.42%,-5.32%,-18.82%,-10.33%
EE,"El Paso Electric Company",60.95,+18.70,+10.12%,+4.64%,+24.26%,+15.11%
EFII,"Elec Imaging Inc",34.89,+24.80,+18.15%,+1.72%,+19.69%,-29.19%
EGHT,"8X8 Inc",21.95,+64.30,+55.67%,+10.03%,+11.99%,+60.81%
EGL,"Engility Holdings Inc",34.91,+29.30,+23.05%,+17.74%,+29.92%,+18.58%
EGOV,"Nic Inc",16.15,+4.60,-2.71%,-2.42%,+12.94%,-10.53%
EGP,"Eastgroup Properties",92.67,+10.40,+4.85%,-1.38%,+9.49%,+10.03%
EGRX,"Eagle Pharmaceutical",83.39,+53.10,+56.10%,+12.02%,+51.78%,+13.27%
EHTH,"Ehealth Inc",24,+28.40,+38.17%,+4.53%,+53.75%,+25.52%
EIG,"Employers Holdings Inc",42.3,-2.50,-4.73%,+3.05%,+1.93%,-3.53%
ELY,"Callaway Golf Company",19.2,+51.10,+37.83%,-7.34%,+16.50%,+50.59%
ENDP,"Endo Int'l Plc",11.15,+26.20,+43.87%,+18.24%,+102.36%,-9.50%
ENSG,"The Ensign Group In",37.92,+80.90,+70.81%,-4.48%,+35.33%,+68.23%
ENTA,"Enanta Pharmaceutica",122.34,+227.00,+108.49%,+6.10%,+39.83%,+235.91%
ENVA,"Enova International Inc",38.25,+162.00,+151.64%,+4.08%,+68.13%,+137.58%
EPAY,"Bottomline Tech In",55.64,+105.50,+60.44%,+11.73%,+38.72%,+95.23%
ERA,"Era Group Inc",13.36,+44.50,+24.28%,-3.75%,+37.73%,+32.54%
ESE,"Esco Technologies Inc",61.1,+0.60,+1.41%,+3.04%,+4.00%,-3.25%
ESIO,"Electro Sci Inds",17.92,+41.50,-16.38%,+2.63%,-6.23%,+100.90%
ESND,"Essendant Inc",14.42,+11.40,+55.56%,+3.97%,+52.75%,-1.64%
ETH,"Ethan Allen Interiors Inc",24.3,-20.20,-15.03%,-2.99%,+10.20%,-22.73%
EVTC,"Evertec Inc",23.25,+47.60,+70.33%,+2.42%,+30.99%,+32.10%
EXLS,"Exlservice Holdings",62.37,+13.50,+3.35%,+4.91%,+7.15%,+13.40%
EXPO,"Exponent Inc",48.85,+51.50,+37.41%,-3.36%,+13.80%,+48.03%
EXPR,"Express Inc",9.83,+50.30,-3.15%,-5.21%,+34.84%,+56.28%
EXTN,"Exterran Corp",27.05,-6.10,-13.96%,+2.08%,-8.27%,-5.05%
EXTR,"Extreme Networks",8.84,-8.20,-29.39%,+1.14%,-18.68%,-8.30%
EZPW,"Ezcorp Inc",12.25,+37.40,+0.41%,-6.49%,-7.55%,+55.06%
FARO,"Faro Tech Inc",57.95,+41.60,+23.30%,+7.91%,-8.67%,+47.64%
FBP,"First Bancorp",8.09,+51.90,+58.63%,+1.00%,+18.10%,+36.20%
FCF,"First Commonwealth Financial Corp",16.2,+26.60,+13.13%,-0.55%,+9.83%,+24.52%
FCFS,"First Cash Fin Svcs",93.7,+62.60,+38.92%,+1.46%,+13.99%,+61.69%
FCN,"Fti Consulting",66.73,+105.30,+55.33%,+6.67%,+31.23%,+96.03%
FCPT,"Four Corners Property Trust In",24.86,+1.40,-3.27%,+6.88%,+11.13%,-1.62%
FELE,"Franklin Electric Co",46.7,+12.30,+1.74%,+0.76%,+8.60%,+10.01%
FF,"Futurefuel Corp",13.48,-7.10,-4.33%,-6.39%,+11.22%,-8.49%
FFBC,"First Finl Bncp [Oh]",31.3,+15.90,+18.79%,-4.57%,+1.62%,+12.19%
FFIN,"First Finl Bkshs Inc",56.5,+36.20,+25.42%,+3.96%,+14.26%,+32.16%
FIX,"Comfort Systems USA",48.55,+35.40,+11.23%,+2.10%,+16.29%,+32.11%
FLOW,"SPX Flow Inc",45.06,+18.00,-5.24%,-0.62%,-9.83%,+20.38%
FMBI,"First Midwest Bncp",26.23,+14.60,+9.25%,-2.38%,+5.26%,+12.53%
FN,Fabrinet,39.94,+2.50,+39.16%,+7.92%,+31.90%,-12.05%
FNGN,"Financial Engines",45,+20.50,+48.51%,+0.22%,+28.94%,+17.65%
FNSR,"Finisar Corp",17,-33.20,-16.46%,-6.08%,+10.25%,-37.87%
FORM,"Formfactor Inc",14,+0.30,-10.54%,-1.75%,-0.71%,+4.09%
FORR,"Forrester Resrch",43,+3.30,-2.71%,+0.47%,-3.91%,+5.01%
FOSL,"Fossil Group",26.89,+128.10,+246.07%,-8.01%,+89.63%,+147.38%
FOXF,"Fox Factory Cp",50.95,+46.30,+31.15%,+11.37%,+45.36%,+34.97%
FRAN,"Francesca's Holdings",7.75,-11.30,+6.02%,+4.59%,+64.19%,-23.42%
FRGI,"Fiesta Restaurant Gp",30.15,+85.20,+58.68%,+11.67%,+54.62%,+62.10%
FSB,"Franklin Financial Network Inc",36.7,-0.20,+7.62%,-5.78%,+8.26%,-7.79%
FSP,"Franklin Street Properties",8.49,-19.80,-20.95%,+1.92%,+11.13%,-20.88%
FSS,"Federal Signal Corp",24.17,+32.00,+20.31%,-0.17%,+2.55%,+32.80%
FTD,"Ftd Companies",3.64,-79.40,-49.37%,-35.23%,-41.76%,-81.81%
FTK,"Flotek Industries",3.01,-47.20,-35.41%,-11.73%,-52.37%,-66.07%
FTR,"Frontier Commun Cp",4.71,-71.20,-30.33%,-35.57%,-43.12%,-68.41%
FUL,"H. B. Fuller Company",56.26,+10.80,+4.44%,+3.19%,+8.44%,+8.38%
FWRD,"Foward Air Corp",59.89,+12.10,+4.27%,-4.80%,+12.58%,+11.42%
GBCI,"Glacier Bancorp Inc",42.9,+24.60,+8.91%,+4.43%,+14.28%,+21.19%
GBX,"Greenbrier Companies",57.65,+33.90,+8.16%,+14.27%,+26.70%,+28.83%
GCI,"Gannett Co. Inc",10.04,+7.80,-13.37%,-5.99%,+3.29%,+12.56%
GCO,"Genesco Inc",40.75,+33.00,+25.38%,-3.44%,-1.81%,+23.30%
GDOT,"Green Dot Corp",81.71,+99.80,+35.60%,+4.68%,+30.76%,+103.82%
GEOS,"Geospace Technologie",14.12,+4.70,+8.87%,+4.59%,+28.01%,+0.71%
GES,"Guess Inc",22.97,+56.60,+36.08%,+0.83%,+3.61%,+79.31%
GFF,"Griffon Corp",18.5,-11.20,-9.09%,-0.27%,-9.54%,-11.06%
GHL,"Greenhill & Co. Inc",31.5,+87.40,+61.54%,+7.14%,+58.69%,+59.49%
GIFI,"Gulf Island Fab",9.5,-11.70,-29.24%,+2.15%,+7.95%,-15.56%
GIII,"G-III Apparel Gp I",47.26,+91.40,+28.11%,+2.18%,+34.87%,+92.43%
GLT,Glatfelter,20.25,+5.70,-5.55%,+2.17%,-8.37%,-0.39%
GME,"Gamestop Corp",15.08,-24.10,-15.99%,-4.01%,+17.08%,-28.53%
GNBC,"Green Bancorp",22.2,+7.10,+9.36%,-3.48%,-6.13%,+10.17%
GNL,"Global Net Lease Inc",20.86,+0.30,+1.36%,+6.16%,+18.66%,-5.65%
GOV,"Government Properties Income Trust",15.9,-7.10,-14.24%,+7.58%,+28.74%,-10.92%
GPI,"Group 1 Automotive",67.53,+2.20,-4.85%,-7.85%,+6.33%,+8.33%
GPRE,"Green Plains Inc",15.9,-19.90,-5.64%,-23.56%,-11.67%,-16.09%
GTLS,"Chart Industries In",76.88,+125.00,+64.06%,+21.49%,+24.12%,+116.81%
GTY,"Getty Realty Corp",28.31,+17.40,+4.23%,+4.93%,+14.25%,+17.57%
GWB,"Great Western Bancorp Inc",41.64,+4.20,+4.62%,-5.69%,+4.65%,+3.38%
HA,"Hawaiian Hldgs Inc",37.5,-13.70,-5.90%,-4.58%,-4.46%,-19.01%
HAFC,"Hanmi Financial Cp",27.55,-7.90,-9.23%,-9.23%,-10.55%,-2.65%
HAYN,"Haynes Intl Inc",38.78,+21.70,+21.00%,-1.67%,-8.39%,+10.20%
HCI,"Homeowners Choice",42.28,+2.90,+41.40%,-1.79%,+2.72%,-8.92%
HF,"HFF Inc",36.19,+1.20,-25.60%,+2.23%,-25.53%,+2.64%
HI,"Hillenbrand Inc",49.55,+35.60,+10.85%,+3.55%,+3.34%,+35.94%
HIBB,"Hibbett Sports Inc",24.05,+30.00,+17.89%,+3.44%,-4.37%,+18.47%
HLIT,"Harmonic Inc",4.45,+7.60,+5.95%,+2.30%,+18.67%,+4.71%
HLX,"Helix Energy Solutions Group",8.71,+52.30,+15.52%,+17.39%,+34.21%,+45.65%
HMN,"Horace Mann Educators Corp",45.35,+23.20,+2.83%,-0.87%,+1.11%,+25.97%
HMST,"Homestreet Inc",28.85,+5.10,-0.35%,+1.76%,+5.87%,+4.91%
HMSY,"Hms Hldgs Cp",24.25,+41.40,+43.07%,+3.68%,+33.68%,+25.39%
HOPE,"Hope Bancorp Inc",17.39,-3.90,-4.71%,-7.06%,-0.97%,+0.06%
HPR,"Highpoint Resources Corp.",6.61,+50.90,+28.85%,+6.27%,+8.36%,+85.67%
HQY,Healthequity,82.34,+87.20,+76.47%,+1.20%,+26.06%,+72.84%
HSC,"Harsco Corp",23.45,+45.10,+25.74%,-7.31%,+6.59%,+45.65%
HSII,"Heidrick & Struggl",34.8,+59.40,+41.75%,-5.69%,+8.58%,+55.36%
HSKA,"Heska Corp",107.77,+21.50,+34.36%,+2.07%,+29.58%,+6.27%
HSTM,"Healthstream Inc",29.15,+20.90,+25.86%,+2.86%,+18.40%,+11.56%
HT,"Hersha Hospitality Trust",22.33,+29.00,+28.33%,+5.53%,+16.12%,+20.05%
HTLD,"Heartland Express",20.87,-1.20,-10.58%,+7.19%,+15.56%,-3.33%
HUBG,"Hub Group Inc A",50,+26.60,+4.38%,-7.15%,+14.68%,+26.90%
HVT,"Haverty Furniture Companies",21,-7.20,-7.28%,-5.19%,+17.65%,-6.04%
HWKN,"Hawkins Inc",37.65,-10.50,+6.96%,+1.21%,+11.89%,-19.55%
HZO,"Marinemax Inc",21,+12.00,+11.11%,-6.04%,+18.31%,+40.94%
IBP,"Installed Building Products I",58.35,+3.90,-23.17%,-3.95%,+5.61%,+12.32%
IIIN,"Insteel Industries",41.77,+66.80,+47.49%,+20.79%,+46.72%,+48.02%
IIVI,"I I V I Inc",43.85,+11.50,-6.60%,-7.39%,+5.54%,+15.85%
INDB,"Independent Bk Corp",88.15,+31.00,+26.20%,+7.04%,+22.43%,+32.86%
INGN,"Inogen Inc",209.72,+137.90,+76.12%,+8.96%,+48.65%,+116.76%
INN,"Summit Hotel Properties",14.17,-17.40,-6.96%,-2.21%,-3.14%,-20.75%
INTL,"Intl Fcstone Inc",53.2,+45.40,+25.09%,+0.55%,+16.34%,+39.41%
