Symbol,Name,Last,Opinion,"20D Rel Str","20D His Vol","20D Avg Vol","52W Low","52W High"
AXE,"Anixter International Inc",71.9,"64% Buy",56.85%,50.00%,261210,56.25,88.85
AXL,"American Axle & Manufacturing",16.63,"8% Buy",50.70%,41.31%,1866120,13.38,20.27
AZZ,"Azz Inc",54.05,"40% Buy",61.21%,14.71%,150805,39.5,56.05
B,"Barnes Group",65.97,"64% Buy",59.05%,33.43%,204845,52.42,72.87
BABY,"Natus Medical Inc",37.25,"64% Buy",59.05%,36.01%,361540,28,43.6
BANC,"First Pactrust Bancorp",20,"48% Buy",53.23%,31.94%,431425,17.1,23.4
BANR,"Banner Corp",66.14,"96% Buy",67.30%,16.77%,145140,52.2,66.21
BCC,"Boise Cascade L.L.C.",44.4,"8% Sell",50.53%,25.98%,456245,28,49.3
BCOR,"Blucora Inc",34.6,"40% Sell",42.88%,37.61%,385780,19.05,40.6
BCPC,"Balchem Cp",100.15,"40% Buy",52.22%,25.68%,87515,70.23,104.59
BEAT,"Biotelemetry Inc",54.9,"72% Buy",61.46%,49.94%,455750,23.3,58.5
BEL,"Belmond Ltd",15.95,"100% Buy",81.72%,105.80%,680920,10.3,16.2
BELFB,"Bel Fuse Inc Cl B",25.6,"96% Buy",64.06%,52.18%,16780,17.1,33.45
BFS,"Saul Centers",56.8,"100% Buy",64.35%,19.91%,35150,46.71,65.43
BGFV,"Big 5 Sporting",5.95,"72% Sell",36.69%,46.23%,307820,5.05,9.75
BGG,"Briggs & Stratton Corp",18.54,"16% Buy",58.14%,39.25%,301950,16.26,27.34
BGS,"B&G Foods Holdings",31,"24% Buy",52.01%,19.00%,688520,22,39.75
BHE,"Benchmark Electronics",25.65,"48% Sell",39.26%,68.55%,429240,23.98,35.8
BHLB,"Berkshire Hills Bancorp",41.7,"32% Buy",54.96%,16.73%,208790,32.85,44.25
BJRI,"Bj's Restaurants Inc",64.1,"72% Buy",57.75%,34.69%,368565,28,73.05
BKE,"Buckle Inc",27.95,"72% Buy",64.11%,40.98%,358945,13.5,28.8
BKS,"Barnes & Noble",6.3,"64% Buy",60.73%,20.57%,957745,4.1,8
BLD,"Topbuild Corp",73.85,"80% Sell",43.40%,46.58%,338635,54.52,87.21
BMI,"Badger Meter",52.55,"64% Buy",62.96%,36.83%,153405,41,53.3
BNED,"Barnes & Noble Education Inc C",6.28,"24% Buy",58.50%,41.36%,279010,4.99,9.1
BOFI,"Bofi Holding Inc",38.11,"72% Sell",42.68%,45.79%,746695,24.2,45.18
BPFH,"Boston Pvt Finl Hldg",14,"96% Sell",29.43%,29.16%,479200,13.77,17.85
BRC,"Brady Corp",37.45,"40% Sell",46.32%,18.96%,220210,31.7,40.9
BRKL,"Brookline Bancorp",18,"32% Sell",44.09%,13.90%,278920,13.6,19.35
BRKS,"Brooks Automation",29.55,"64% Sell",41.60%,32.41%,633905,21.75,36.45
BRS,"Bristow Group Inc",10.94,"96% Sell",31.28%,49.13%,743815,7.18,18.91
CACI,"Caci International",181.25,"96% Buy",59.91%,19.31%,122500,118.1,183.85
CAL,"Caleres Inc",37.07,"96% Buy",62.68%,31.60%,277850,22.39,37.1
CALM,"Cal-Maine Foods In",49.67,"56% Buy",63.97%,20.67%,397095,34.03,52.3
CAMP,"Calamp Corp",23.59,"88% Buy",57.95%,17.06%,420280,17.52,25.45
CASH,"Meta Financial Grp",89.6,"88% Sell",36.04%,28.00%,65135,60.7,117.97
CATM,"Cardtronics Inc",31.84,"96% Buy",64.75%,92.22%,479780,15.8,32.33
CATO,"Cato Corp",24.82,"8% Buy",52.43%,35.53%,288820,10.76,26.88
CBB,"Cincinnati Bell Inc",12.6,"72% Sell",45.53%,124.40%,623790,9.9,22.2
CBL,"Cbl & Associates Properties",4.5,"56% Sell",39.37%,68.11%,3668770,3.8,9.1
CBM,"Cambrex Corp",60.7,"32% Buy",57.85%,36.51%,439855,42.55,67.75
CBU,"Community Bank System",64.89,"80% Buy",61.73%,18.15%,209035,48.89,65.51
CCMP,"Cabot Microelectron",121.41,"72% Buy",61.95%,11.58%,144090,68,123.76
CCOI,"Cogent Comm Hldgs",52.25,Hold,51.43%,19.76%,231070,35.75,57.65
CCRN,"Cross Ctry Hlthcr",9.51,"80% Sell",37.60%,137.25%,370915,7.41,14.65
CDR,"Cedar Shopping Centers Inc",4.48,"40% Sell",43.89%,31.23%,330410,3.54,6.29
CECO,"Career Education",16.71,"16% Sell",44.55%,29.39%,420615,8.5,19.07
CEIX,"Consol Energy Inc",43.43,"72% Buy",54.62%,47.66%,410960,19.51,48.12
CENT,"Central Garden",39.2,"72% Sell",34.99%,21.86%,188550,33.2,45.02
CENTA,"Central Garden & Pet",36.27,"72% Sell",33.74%,22.90%,500430,32.2,41.97
CENX,"Century Aluminum C",12.46,"80% Sell",36.35%,51.42%,1777230,11.77,24.77
CEVA,"Ceva Inc",29.6,"80% Sell",43.68%,66.74%,172605,26.1,51.8
CHCO,"City Holding Co",81.49,"72% Buy",60.71%,15.03%,55375,58.8,82.75
CHCT,"Community Healthcare Trust Inc",32.28,"100% Buy",70.65%,20.46%,102655,22.41,32.81
CHS,"Chico's Fas",10.29,"72% Buy",68.48%,35.48%,2116500,6.96,10.9
CHSP,"Chesapeake Lodging Trust",31.77,"24% Sell",49.56%,20.50%,233845,24.43,32.95
CHUY,"Chuy's Holdings Inc",27.2,"56% Sell",34.91%,65.92%,131640,18,34.1
CIR,"Circor International",44.52,"48% Buy",57.97%,31.92%,191350,35.16,56.37
CJ,"C&J Energy Services Inc",23.99,"8% Buy",51.12%,38.16%,857815,21.22,36.57
CKH,"Seacor Smit Inc",51.71,"72% Sell",43.45%,18.28%,113565,35.2,59
CLD,"Cloud Peak Energy Inc",2.36,"80% Sell",31.99%,64.41%,662010,2.34,5.7
CLDT,"Chatham Lodging Trust [Reit]",21.1,"8% Sell",48.41%,17.41%,260415,17.9,23.91
CLW,"Clearwater Paper Corp",25.4,"40% Buy",54.77%,55.64%,206130,21.55,50.6
CMO,"Capstead Mortgage Corp",8.38,"24% Sell",41.79%,14.38%,734985,8.01,9.98
CMTL,"Comtech Telecom Co",34.75,"72% Buy",59.41%,21.31%,91040,17.11,35.38
CNMD,"C O N M E D Cp",77.88,"88% Buy",59.20%,27.95%,148520,48.03,83.49
CNSL,"Consolidated Communications Holdings Inc",11.54,"48% Sell",44.92%,53.36%,719360,10.31,20.72
COHU,"Cohu Inc",27.47,"96% Buy",61.01%,31.12%,233980,17.11,27.83
COKE,"Coca Cola Bot Cons",169.47,"72% Buy",74.46%,33.31%,60825,125.08,230
COLB,"Columbia Banking Sys",42.63,"16% Buy",54.47%,17.50%,219190,35.67,48.06
CORE,"Core Mark Holding",33.14,"100% Buy",86.00%,49.03%,440395,17.1,34.79
CORT,"Corcept Therapeutics",12.47,"96% Sell",35.28%,44.19%,1597275,11.55,25.96
CPF,"Central Pacific Financial Co",28.41,"16% Sell",47.70%,14.27%,113770,27.19,33.15
CPS,"Cooper Std Hldg Inc",136.98,"16% Buy",51.66%,27.13%,169550,97.7,146.77
CPSI,"Computer Programs",27.65,"72% Sell",33.81%,63.81%,180745,25.15,34.65
CRAY,"Cray Inc",21.25,"80% Sell",34.50%,44.07%,331270,17.6,28.6
CROX,"Crocs Inc",18.64,"64% Buy",55.54%,46.47%,1155265,8.36,19.54
CRR,"Carbo Ceramics",8.55,"40% Sell",41.98%,39.59%,324035,6.05,12.69
CRVL,"Corvel Cp",58.05,"100% Buy",58.92%,31.46%,24455,46.45,61.2
CRY,Cryolife,32.1,"96% Buy",60.89%,45.43%,138470,16.8,34.15
CRZO,"Carrizo Oil & Gas",24.32,"48% Sell",39.68%,43.38%,2216065,11.1,31.57
CSGS,"C S G Sys Intl",37.32,"96% Sell",31.35%,22.59%,175920,36.38,48.82
CTB,"Cooper Tire & Rubber Company",29.9,"96% Buy",60.23%,46.53%,804075,22.58,40.78
CTRE,"Caretrust REIT Inc",17.86,"96% Buy",62.47%,22.79%,565715,12.73,19.82
CTRL,"Control4 Corp",32.44,"96% Buy",72.03%,71.32%,411210,20.5,35.99
CTS,"Cts Corp",35.45,"8% Sell",49.86%,19.10%,148825,21.55,39.2
CUB,"Cubic Corp",73.9,"100% Buy",64.56%,31.21%,119120,41.25,77.35
CUBI,"Customers Bancorp",24.94,"96% Sell",34.43%,36.91%,252375,24.53,33.85
CUTR,"Cutera Inc",34.4,"96% Sell",33.91%,73.48%,263300,30.7,56.05
CVBF,"Cvb Financial Corp",24.42,"96% Buy",61.04%,15.90%,430615,19.58,25.49
CVCO,"Cavco Inds Inc",226.6,"96% Buy",59.74%,35.66%,52500,123.1,236.7
CVGW,"Calavo Growers Inc",101.9,"100% Buy",67.27%,19.92%,118515,65.85,102.25
CWT,"California Water Service Group Holding",40.7,"16% Buy",51.40%,22.34%,228885,35.25,46.15
CYH,"Community Health Systems",3.23,"40% Sell",47.93%,75.39%,2614585,2.66,7.93
CYTK,Cytokinetics,7.05,"64% Sell",39.65%,54.86%,267980,6.2,15.95
DAKT,"Daktronics Inc",8.45,"64% Sell",46.84%,15.04%,160305,7.85,10.86
DAR,"Darling International Inc",19.62,"24% Sell",47.46%,20.50%,883285,15.56,20.96
DBD,"Diebold Nixdorf Inc",5,"96% Sell",24.96%,194.89%,4578455,3.55,23.5
DCOM,"Dime Community Bncsh",18.1,"24% Sell",40.84%,36.60%,225465,17.1,22.65
DDD,"3D Systems Corp",19,"96% Buy",65.59%,126.90%,4008810,7.92,20
DEA,"Easterly Government Properties",19.9,"16% Buy",54.89%,17.28%,685945,18.73,22.32
DEPO,"Depomed Inc",7.3,"16% Sell",43.35%,74.15%,1268120,4.31,9.48
DF,"Dean Foods Company",8.68,"72% Sell",36.59%,63.28%,1715780,8.03,12.16
DFIN,"Donnelly Financial Solutions Inc",19.3,"32% Buy",53.16%,35.29%,266760,15.22,22.5
DGII,"Digi Intl Inc",12.95,"24% Sell",45.88%,24.41%,98090,8.5,14.7
DIN,"Dineequity Inc",76.49,"48% Buy",58.20%,32.22%,359565,37.11,82.62
DIOD,"Diodes Inc",37.84,"64% Buy",57.29%,21.22%,335715,26.09,38.7
DNR,"Denbury Resources",4.7,"56% Buy",54.62%,59.55%,10280725,0.92,5.56
DORM,"Dorman Products Inc",76.81,"100% Buy",61.96%,27.30%,121790,56.36,78.01
DPLO,"Diplomat Pharmacy Inc",19.53,"72% Sell",33.53%,59.02%,1739415,14.5,28.74
DRH,"Diamondrock Hospitality Company",11.66,"56% Sell",43.03%,22.10%,1965440,9.87,12.99
DSPG,"D S P Group Inc",12.05,"32% Sell",43.51%,25.94%,79255,11.3,13.95
DSW,"DSW Inc",29.22,"100% Buy",67.58%,24.28%,1055770,15.14,29.27
DXPE,"Dxp Enterprise",46.32,"96% Buy",61.60%,47.46%,86495,24.86,49.5
EBIX,"Ebix Inc",76.4,"24% Sell",42.29%,28.17%,169685,56.4,89.1
EBS,"Emergent Biosolutions",57.62,"100% Buy",59.83%,31.31%,251800,34.56,60
ECHO,"Echo Global Logistic",32.45,"40% Buy",56.78%,32.47%,525830,13.25,34.83
ECOL,"US Ecology Inc",71.45,"88% Buy",63.01%,44.63%,65175,44.5,73.1
ECPG,"Encore Capital Grp",39.6,"24% Buy",58.01%,44.23%,460315,35.15,52
EE,"El Paso Electric Company",63.45,"96% Buy",68.36%,12.03%,307335,48.05,64.35
EFII,"Elec Imaging Inc",34.03,"8% Buy",51.42%,28.32%,433695,25.28,43.89
EGHT,"8X8 Inc",22.45,"96% Buy",59.75%,34.56%,879585,12,23.1
EGL,"Engility Holdings Inc",33.85,"40% Buy",54.25%,27.71%,144255,21.19,36.51
EGOV,"Nic Inc",16.5,"48% Buy",53.49%,30.26%,366115,12.65,18.9
EGP,"Eastgroup Properties",96.28,"32% Buy",54.28%,18.18%,184965,77.74,98.17
EGRX,"Eagle Pharmaceutical",79.36,"40% Buy",55.05%,25.15%,243620,48.84,85.66
EHTH,"Ehealth Inc",28.04,"100% Buy",70.65%,50.30%,168675,13.61,28.59
EIG,"Employers Holdings Inc",44.05,"40% Buy",57.02%,29.62%,124765,38.35,50.45
ELY,"Callaway Golf Company",22.62,"96% Buy",74.16%,37.51%,1421230,12.64,23.6
ENDP,"Endo Int'l Plc",16.1,"96% Buy",77.03%,91.27%,5882275,5.27,17.34
ENSG,"The Ensign Group In",36.72,"24% Buy",51.14%,34.16%,232900,19.4,40.09
ENTA,"Enanta Pharmaceutica",89.98,"64% Sell",37.78%,89.11%,335780,37.13,127.77
ENVA,"Enova International Inc",34.4,"16% Buy",49.70%,57.15%,333775,11.15,39
EPAY,"Bottomline Tech In",59.56,"100% Buy",69.25%,28.32%,420985,28.2,60.9
ERA,"Era Group Inc",11.92,"56% Sell",35.48%,39.65%,46045,8.1,14.23
ESE,"Esco Technologies Inc",66.95,"100% Buy",69.63%,22.72%,93805,51.55,67.4
ESIO,"Electro Sci Inds",23.65,"80% Buy",68.96%,72.87%,902905,10.58,27.72
ESND,"Essendant Inc",15.45,"56% Buy",58.37%,64.85%,251230,7.2,17.08
ETH,"Ethan Allen Interiors Inc",22.65,"24% Sell",42.90%,21.90%,255005,21.5,32.9
EVTC,"Evertec Inc",24.3,"88% Buy",61.82%,22.31%,526415,12.6,25.1
EXLS,"Exlservice Holdings",59.33,"24% Buy",49.68%,14.85%,88510,52.52,64.34
EXPO,"Exponent Inc",51.55,"80% Buy",58.69%,23.53%,198020,31.73,52.63
EXPR,"Express Inc",10.71,"100% Buy",61.70%,35.51%,1170070,5.28,11.34
EXTN,"Exterran Corp",28.8,"72% Buy",58.76%,32.73%,103830,23.29,33.69
EXTR,"Extreme Networks",6.39,"96% Sell",31.96%,138.88%,2645680,5.35,15.55
EZPW,"Ezcorp Inc",11.4,"64% Sell",43.54%,34.55%,537260,8.16,15.1
FARO,"Faro Tech Inc",67.5,"48% Buy",67.05%,58.18%,95860,32.25,70.2
FBP,"First Bancorp",8.78,"100% Buy",70.38%,21.51%,1914175,4.48,8.82
FCF,"First Commonwealth Financial Corp",17.01,"72% Buy",58.54%,26.12%,432440,12.06,17.91
FCFS,"First Cash Fin Svcs",81,"64% Sell",34.66%,33.26%,250810,57.75,95.4
FCN,"Fti Consulting",80.34,"88% Buy",74.37%,37.53%,445365,31.77,81.91
FCPT,"Four Corners Property Trust In",26.48,"96% Buy",71.31%,13.57%,510030,21.28,26.96
FELE,"Franklin Electric Co",48.45,"56% Buy",54.61%,36.63%,131480,37.6,49.5
FF,"Futurefuel Corp",13.59,"24% Sell",47.98%,23.94%,45775,11.32,16.22
FFBC,"First Finl Bncp [Oh]",31.45,"16% Buy",51.86%,22.97%,336060,22.8,33.7
FFIN,"First Finl Bkshs Inc",59.4,"96% Buy",65.97%,24.47%,220865,37.31,59.45
FIX,"Comfort Systems USA",55.8,"88% Buy",72.76%,36.41%,336655,32.45,59.05
FLOW,"SPX Flow Inc",45.77,"16% Buy",51.60%,48.11%,198935,31.1,54.92
FMBI,"First Midwest Bncp",26.95,"56% Buy",55.43%,15.33%,430265,20.5,27.4
FN,Fabrinet,43.29,"100% Buy",71.83%,23.17%,304485,24.02,43.33
FNSR,"Finisar Corp",18.67,"80% Buy",60.52%,28.52%,1959795,14.25,25.44
FORM,"Formfactor Inc",13.9,"40% Buy",51.28%,42.01%,504835,11.1,18.65
FORR,"Forrester Resrch",46.15,"80% Buy",60.28%,24.39%,43305,36.95,47.75
FOSL,"Fossil Group",25.68,"24% Sell",49.24%,83.51%,2039245,5.5,32.17
FOXF,"Fox Factory Cp",67.2,"96% Buy",84.37%,78.76%,240920,33.2,68.3
FRAN,"Francesca's Holdings",7.79,"48% Buy",55.14%,37.87%,638030,4.51,8.48
FRGI,"Fiesta Restaurant Gp",28.5,"24% Buy",50.86%,23.44%,206875,15.5,30.88
FSB,"Franklin Financial Network Inc",39,"64% Buy",58.10%,17.49%,110175,30.3,40.3
FSP,"Franklin Street Properties",8.22,"32% Sell",43.37%,22.43%,302820,7.08,11
FSS,"Federal Signal Corp",26.15,"96% Buy",60.03%,66.08%,283060,17.95,28.32
FTD,"Ftd Companies",4.1,"16% Sell",48.02%,102.38%,329380,3.25,13.95
FTK,"Flotek Industries",2.12,"96% Sell",25.91%,108.78%,714035,2.01,6.77
FTR,"Frontier Commun Cp",5.46,"16% Sell",48.05%,68.87%,3896740,4.52,15.44
FUL,"H. B. Fuller Company",56.61,"32% Buy",54.83%,15.80%,265455,46.62,58.74
FWRD,"Foward Air Corp",62.79,"72% Buy",56.25%,33.24%,136550,49.88,64.99
GBCI,"Glacier Bancorp Inc",44.2,"88% Buy",62.80%,27.74%,402510,31.38,44.55
GBX,"Greenbrier Companies",58.55,"80% Buy",61.15%,21.93%,450075,41.95,60.15
GCI,"Gannett Co. Inc",10.38,"16% Buy",50.84%,24.20%,960050,7.94,12.38
GCO,"Genesco Inc",44,"72% Buy",62.19%,26.57%,248540,20.9,45.9
GDOT,"Green Dot Corp",83.74,"96% Buy",61.02%,27.74%,328715,45.87,85.69
GEOS,"Geospace Technologie",13.36,"16% Sell",47.49%,33.47%,78250,9.18,18.71
GES,"Guess Inc",24.11,"80% Buy",60.08%,35.25%,479710,11.98,26.15
GFF,"Griffon Corp",17.25,"88% Sell",40.66%,29.81%,202470,16.8,24.5
GHL,"Greenhill & Co. Inc",31.55,"8% Buy",55.84%,19.32%,354685,13.8,33.45
GIFI,"Gulf Island Fab",10,"64% Buy",56.81%,49.23%,52865,6.9,13.95
GIII,"G-III Apparel Gp I",46.79,"48% Buy",57.01%,34.28%,342650,22.66,51.2
GLT,Glatfelter,15.53,"96% Sell",29.65%,80.28%,309425,15.4,23.85
GME,"Gamestop Corp",15.5,"88% Buy",57.91%,21.04%,2113295,12.2,22.12
GNBC,"Green Bancorp",24.5,"80% Buy",59.84%,35.49%,310620,19.5,25.15
GNL,"Global Net Lease Inc",22.08,"96% Buy",65.57%,20.95%,377745,15.55,22.53
GOV,"Government Properties Income Trust",16.2,"72% Buy",58.39%,33.54%,851485,11.87,19.6
GPI,"Group 1 Automotive",75.98,"96% Buy",59.83%,40.48%,310430,51.62,84.47
GPRE,"Green Plains Inc",17.5,"24% Sell",50.07%,30.33%,776630,15.25,21.9
GTLS,"Chart Industries In",77.64,"48% Buy",64.87%,49.56%,420305,32.54,80.31
GTY,"Getty Realty Corp",29.07,"56% Buy",61.79%,14.06%,88740,22.68,29.89
GWB,"Great Western Bancorp Inc",42.58,"24% Buy",51.70%,24.66%,225525,33.27,46.03
HA,"Hawaiian Hldgs Inc",42.15,"80% Buy",62.38%,43.37%,749775,32.4,44.3
HAFC,"Hanmi Financial Cp",25.7,"48% Sell",39.08%,37.71%,214140,24.25,33.1
HAYN,"Haynes Intl Inc",39.02,"40% Sell",44.39%,24.66%,61785,28.97,45.14
HCI,"Homeowners Choice",41.43,"8% Sell",49.99%,33.61%,37215,27.11,44.25
HF,"HFF Inc",44.5,"56% Buy",66.85%,48.34%,353370,32.99,51.74
HFWA,"Heritage Financial",35.75,"40% Buy",55.45%,22.87%,262665,25.25,37.38
HI,"Hillenbrand Inc",52.3,"88% Buy",66.51%,21.52%,237430,34.65,52.8
HIBB,"Hibbett Sports Inc",25.8,"64% Buy",60.34%,34.28%,406615,9.4,29.5
HLIT,"Harmonic Inc",5,"80% Buy",61.23%,44.18%,393955,2.8,5.32
HLX,"Helix Energy Solutions Group",9.22,"24% Buy",55.71%,39.54%,1705210,5.44,10.41
HMN,"Horace Mann Educators Corp",45,Hold,52.09%,16.25%,97495,33.85,47.65
HMST,"Homestreet Inc",29.75,"64% Buy",56.21%,21.20%,116060,24,32.6
HMSY,"Hms Hldgs Cp",30.81,"96% Buy",83.20%,54.22%,701530,11.01,31.28
HOPE,"Hope Bancorp Inc",17.42,"16% Sell",48.53%,21.67%,757090,16.74,19.86
HPR,"Highpoint Resources Corp.",4.92,"48% Sell",29.36%,58.15%,1899815,2.66,7.6
HQY,Healthequity,84.83,"96% Buy",62.14%,38.25%,296500,40.21,84.97
HSC,"Harsco Corp",25.05,"56% Buy",55.67%,24.42%,411160,15.55,26.75
HSII,"Heidrick & Struggl",42.25,"88% Buy",62.79%,68.96%,176980,17.9,44.35
HSKA,"Heska Corp",98.71,"40% Sell",43.43%,31.42%,40410,56.59,111.34
HSTM,"Healthstream Inc",29.88,"96% Buy",58.68%,31.03%,148095,21.15,30.89
HT,"Hersha Hospitality Trust",21.56,"8% Buy",49.89%,19.56%,353570,16.6,22.57
HTLD,"Heartland Express",19.65,"64% Buy",53.70%,43.69%,638025,17.38,25.22
HUBG,"Hub Group Inc A",52.15,"56% Buy",56.80%,44.31%,405290,35.05,56.6
HVT,"Haverty Furniture Companies",21.95,"64% Buy",59.51%,23.63%,89985,17.7,27.23
HWKN,"Hawkins Inc",39.3,"56% Buy",56.17%,53.21%,21055,30.55,42.6
HZO,"Marinemax Inc",19.65,"48% Sell",46.83%,36.01%,364375,14.6,25.05
IBP,"Installed Building Products I",48.2,"100% Sell",35.00%,38.51%,188355,48.15,79.4
IIIN,"Insteel Industries",42.32,"80% Buy",66.75%,61.63%,226455,23.2,43.78
IIVI,"I I V I Inc",45.65,"48% Buy",54.88%,60.47%,685920,34.05,53.08
INDB,"Independent Bk Corp",88.85,"64% Buy",63.58%,30.63%,108150,65.25,95
INGN,"Inogen Inc",231.24,"96% Buy",68.36%,40.82%,235750,90.84,242.1
INN,"Summit Hotel Properties",13.5,"72% Sell",40.16%,21.03%,463065,12.77,16.39
INTL,"Intl Fcstone Inc",55.57,"80% Buy",59.55%,25.21%,52170,33.11,57
INVA,"Innoviva Inc",14.02,"24% Sell",48.29%,27.76%,739040,11.47,17.99
IOSP,"Innospec Inc",74.8,"64% Sell",40.79%,28.91%,106530,54.1,83.2
IPAR,"Inter Parfums Inc",62.75,"80% Buy",67.27%,29.15%,102480,37.45,64.75
IPHS,"Innophos Hldngs Inc",43.96,"56% Sell",34.02%,25.54%,79570,38.66,51.34
IRBT,"Irobot Corp",87.78,"96% Buy",63.54%,66.56%,1066325,55.77,105.4
IRDM,"Iridium Comm Inc",20.25,"96% Buy",66.95%,35.55%,1080680,9.68,20.52
IRT,"Independence Realty Trust Inc",10.04,"8% Sell",49.73%,18.18%,405695,8.26,10.63
ITG,"Investment Technology Group",22.1,"56% Buy",50.87%,44.99%,211400,17.63,23.96
ITGR,"Integer Holdings Corp",69.6,Hold,50.11%,16.62%,274695,42.5,76.85
