Symbol,Name,Last,Change,%Chg,High,Low,Volume,Time
AAOI,"Applied Optoelect",42.87,0.08,+0.19%,43.3,42.47,734400,08/24/18
AAON,"Aaon Inc",41.35,0,unch,41.55,40.8,228200,08/24/18
AAT,"American Assets Trust",39.42,0.13,+0.33%,39.44,39.13,124300,08/24/18
AAWW,"Atlas Air Ww",62.05,0.65,+1.06%,62.55,61.7,212200,08/24/18
AAXN,"Axon Inc",65.55,1.54,+2.41%,65.8,64,446500,08/24/18
ABCB,"Ameris Bancorp",49.85,-0.15,-0.30%,50.25,49.8,309100,08/24/18
ABG,"Asbury Automotive Group Inc",75.35,-0.4,-0.53%,76.2,74.9,84500,08/24/18
ABM,"ABM Industries Incorporated",30.5,0.15,+0.49%,30.55,30.05,599300,08/24/18
ACET,"Aceto Cp",3.27,0.03,+0.77%,3.3,3.22,105400,08/24/18
ACLS,"Axcelis Tech Inc",19.75,0.35,+1.80%,19.85,19.4,248900,08/24/18
ACOR,"Acorda Therapeutics",28.9,0,unch,29.1,28.5,500000,08/24/18
ADC,"Agree Realty Corp",56.62,0.29,+0.51%,56.81,56.06,88400,08/24/18
ADTN,"Adtran Inc",16.95,-0.05,-0.29%,17.15,16.9,208700,08/24/18
AEGN,"Aegion Corp",24.9,-0.35,-1.39%,25.54,24.87,48700,08/24/18
AEIS,"Advanced Energy",58.04,-0.16,-0.27%,58.74,57.74,263100,08/24/18
AEL,"American Equity Investment Life",37.39,0.5,+1.36%,37.5,36.89,316400,08/24/18
AGYS,"Agilysys Inc",16.7,0.25,+1.52%,16.74,16.49,56400,08/24/18
AHH,"Armada Hoffler Properties Inc",15.85,-0.01,-0.06%,15.89,15.75,145400,08/24/18
AIN,"Albany International Corp",76.95,0,unch,77.3,76.4,210200,08/24/18
AIR,"AAR Corp",45.99,0.22,+0.48%,46.14,45.61,88500,08/24/18
AIT,"Applied Industrial Technologies",77.05,0.4,+0.52%,77.2,76.35,84100,08/24/18
AJRD,"Aerojet Rocketdyne Holdings",36,-0.09,-0.25%,36.51,35.91,517400,08/24/18
AKR,"Acadia Realty Trust",28.71,0.06,+0.21%,28.77,28.4,395400,08/24/18
AKS,"AK Steel Holding Corp",4.29,0.04,+0.94%,4.36,4.23,6023900,08/24/18
ALG,"Alamo Group",98.38,0.48,+0.49%,98.91,97.46,55400,08/24/18
