Symbol,Name,Last,Change,%Chg,High,Low,Volume,Time
AKR,"Acadia Realty Trust",28.18,-0.53,-1.85%,28.77,28.03,602900,08/27/18
AKS,"AK Steel Holding Corp",4.41,0.12,+2.80%,4.5,4.32,13649000,08/27/18
ALG,"Alamo Group",99.49,1.11,+1.13%,99.94,98.34,56700,08/27/18
ALGT,"Allegiant Travel Com",136.45,1.05,+0.78%,136.9,134.77,103500,08/27/18
ALRM,Alarm.Com,54.25,-1.69,-3.02%,56.38,53.94,464700,08/27/18
AMAG,"Amag Pharmaceuticals",24.85,0.25,+1.02%,25.05,24.55,252600,08/27/18
AMBC,"Ambac Financial Grp",21.72,-0.02,-0.09%,22,21.65,171500,08/27/18
AMED,"Amedisys Inc",124.76,0.27,+0.22%,126.3,124.21,285700,08/27/18
AMN,"Amn Healthcare Services Inc",57.9,0.4,+0.70%,58.65,57.35,330500,08/27/18
AMPH,"Amphastar Pharma",18.03,0.01,+0.06%,18.13,17.96,100900,08/27/18
AMSF,"Amerisafe Inc",63.6,-0.5,-0.78%,65.35,63.4,78300,08/27/18
AMWD,"Amer Woodmark Cp",89.6,4.65,+5.47%,98.48,87.1,920800,08/27/18
ANDE,"Andersons Inc",40.5,-0.05,-0.12%,40.95,40.3,69900,08/27/18
ANF,"Abercrombie & Fitch Company",27.12,-0.22,-0.80%,27.64,26.95,1857900,08/27/18
ANGO,"Angiodynamics Inc",22.28,0.04,+0.18%,22.55,22.19,82000,08/27/18
ANIK,"Anika Therapeutics",41.76,0.34,+0.82%,42.78,41.38,117900,08/27/18
ANIP,"ANI Pharma Inc",57.3,-0.01,-0.02%,58.25,56.93,89400,08/27/18
APEI,"American Pub. Edu.",35.7,-0.2,-0.56%,36.1,35.55,78600,08/27/18
APOG,"Apogee Entrpr Inc",49.7,-0.2,-0.40%,50.4,49.64,82900,08/27/18
ARCB,"Arcbest Corp",48,0.75,+1.59%,49.25,47.65,299900,08/27/18
ARI,"Apollo Commercial Real Estate",19.43,0.08,+0.41%,19.48,19.35,665300,08/27/18
AROC,"Archrock Inc",12.8,0,unch,13.15,12.77,502900,08/27/18
ARR,"Armour Residential R",23.57,-0.03,-0.13%,23.69,23.5,347000,08/27/18
ASGN,"On Assignment",91.98,1.15,+1.27%,93.07,91.07,221200,08/27/18
ASIX,"Advansix Inc",34.1,0.48,+1.43%,34.44,33.56,185600,08/27/18
ASNA,"Ascena Retail Grp",4.52,-0.33,-6.80%,4.93,4.5,1860100,08/27/18
ASTE,"Astec Inds Inc",48.86,0.42,+0.87%,49.26,47.6,74900,08/27/18
ATNI,"Atn International",73.67,0.04,+0.05%,74.45,73.37,36300,08/27/18
ATU,"Actuant Corp",29.4,0.3,+1.03%,29.6,29.25,280400,08/27/18
AVA,"Avista Corp",51.55,0.02,+0.04%,51.67,51.42,297000,08/27/18
AVAV,"Aerovironment Inc",85.74,0.42,+0.49%,86.42,85.1,144000,08/27/18
AVD,"American Vanguard Corp",21.1,0.1,+0.48%,21.7,21.1,64500,08/27/18
AVP,"Avon Products",2.09,0.06,+2.96%,2.19,2.03,10502899,08/27/18
AWR,"American States Water Company",59.89,-0.92,-1.51%,61.1,59.83,134700,08/27/18
AXE,"Anixter International Inc",72.7,0.5,+0.69%,73.65,72.55,87700,08/27/18
AXL,"American Axle & Manufacturing",18.59,0.63,+3.51%,18.72,18.11,2007000,08/27/18
AZZ,"Azz Inc",54.2,0.15,+0.28%,54.8,54.1,68200,08/27/18
B,"Barnes Group",68.3,-0.17,-0.25%,69.28,68.18,122700,08/27/18
BABY,"Natus Medical Inc",36.95,0.75,+2.07%,37,36.25,115300,08/27/18
BANC,"First Pactrust Bancorp",19.95,0.05,+0.25%,20.15,19.77,300300,08/27/18
BANR,"Banner Corp",64.97,-0.45,-0.69%,65.79,64.9,301800,08/27/18
BCC,"Boise Cascade L.L.C.",45.15,-0.15,-0.33%,46,45.1,204200,08/27/18
BCOR,"Blucora Inc",36.05,-0.05,-0.14%,36.6,35.7,192300,08/27/18
BCPC,"Balchem Cp",106.26,0.31,+0.29%,107.72,106.11,60600,08/27/18
BEAT,"Biotelemetry Inc",59.75,0.7,+1.19%,60,59.15,233200,08/27/18
BEL,"Belmond Ltd",16.4,0.3,+1.86%,16.5,15.95,739800,08/27/18
BELFB,"Bel Fuse Inc Cl B",27.4,-0.3,-1.08%,28.2,27.1,28200,08/27/18
BFS,"Saul Centers",58.87,-0.17,-0.29%,59.81,58.2,32300,08/27/18
BGFV,"Big 5 Sporting",5.7,-0.05,-0.87%,5.8,5.6,573800,08/27/18
BGG,"Briggs & Stratton Corp",20.6,0.01,+0.05%,20.87,20.55,197000,08/27/18
BGS,"B&G Foods Holdings",31.3,-0.7,-2.19%,32.15,31.25,348700,08/27/18
BHE,"Benchmark Electronics",26,0.1,+0.39%,26.33,25.8,256100,08/27/18
BHLB,"Berkshire Hills Bancorp",42.15,-0.3,-0.71%,42.7,42.05,129700,08/27/18
BJRI,"Bj's Restaurants Inc",72.25,-2.45,-3.28%,75.18,71.8,416000,08/27/18
BKE,"Buckle Inc",25.9,-0.65,-2.45%,26.6,25.3,917900,08/27/18
BKS,"Barnes & Noble",5.5,0.05,+0.92%,5.55,5.35,640400,08/27/18
BLD,"Topbuild Corp",69.16,0.27,+0.39%,69.92,68.44,247500,08/27/18
BMI,"Badger Meter",54.8,0.1,+0.18%,55.4,54.7,77800,08/27/18
BNED,"Barnes & Noble Education Inc C",5.07,-0.17,-3.24%,5.27,4.93,943200,08/27/18
BOFI,"Bofi Holding Inc",37.51,-0.36,-0.95%,38.3,37.46,474700,08/27/18
BPFH,"Boston Pvt Finl Hldg",14.45,0.25,+1.76%,14.55,14.25,926800,08/27/18
BRC,"Brady Corp",39.05,-0.65,-1.64%,40,39.05,147200,08/27/18
BRKL,"Brookline Bancorp",18.05,-0.15,-0.82%,18.35,18,189500,08/27/18
BRKS,"Brooks Automation",30.25,0.6,+2.02%,30.38,29.72,257500,08/27/18
BRS,"Bristow Group Inc",11.13,-0.03,-0.27%,11.43,11.12,370200,08/27/18
CACI,"Caci International",194.4,0.8,+0.41%,196.3,193.55,99700,08/27/18
CAL,"Caleres Inc",37.08,-0.32,-0.86%,37.7,36.97,208500,08/27/18
CALM,"Cal-Maine Foods In",49.95,-0.15,-0.30%,50.65,49.83,225100,08/27/18
CAMP,"Calamp Corp",23.48,0.39,+1.69%,23.52,22.89,394100,08/27/18
CASH,"Meta Financial Grp",84.7,-0.65,-0.76%,87.15,84.32,62500,08/27/18
CATM,"Cardtronics Inc",37.58,-0.41,-1.08%,38.54,37.44,348300,08/27/18
CATO,"Cato Corp",21.52,0.25,+1.18%,21.7,20.97,415900,08/27/18
CBB,"Cincinnati Bell Inc",12.8,0.3,+2.40%,12.93,12.25,222800,08/27/18
CBL,"Cbl & Associates Properties",4.46,-0.1,-2.19%,4.58,4.44,3004200,08/27/18
CBM,"Cambrex Corp",64.75,0.3,+0.47%,65.6,64.45,250000,08/27/18
CBU,"Community Bank System",65.94,-0.26,-0.39%,66.77,65.82,127900,08/27/18
CCMP,"Cabot Microelectron",115.33,2.81,+2.50%,115.5,112.39,234200,08/27/18
CCOI,"Cogent Comm Hldgs",54.25,0.6,+1.12%,54.58,53.35,219000,08/27/18
CCRN,"Cross Ctry Hlthcr",10.13,0.1,+1.00%,10.27,10.02,164100,08/27/18
CDR,"Cedar Shopping Centers Inc",4.41,-0.12,-2.65%,4.55,4.4,154100,08/27/18
CECO,"Career Education",16.01,-0.49,-2.97%,16.63,15.94,292500,08/27/18
CEIX,"Consol Energy Inc",42.14,0.63,+1.52%,42.82,41.71,201700,08/27/18
CENT,"Central Garden",39.22,-0.1,-0.25%,39.56,39.07,57300,08/27/18
CENTA,"Central Garden & Pet",36.39,0.17,+0.47%,36.52,35.91,332200,08/27/18
CENX,"Century Aluminum C",12.57,0.04,+0.32%,12.82,12.46,1512000,08/27/18
CEVA,"Ceva Inc",30.3,0.15,+0.50%,30.95,30,108700,08/27/18
CHCO,"City Holding Co",81.19,-0.73,-0.89%,82.38,81,29900,08/27/18
CHCT,"Community Healthcare Trust Inc",30.96,-0.36,-1.15%,31.45,30.76,115000,08/27/18
CHS,"Chico's Fas",8.91,-0.45,-4.81%,9.4,8.85,6220600,08/27/18
CHSP,"Chesapeake Lodging Trust",32.04,-0.59,-1.81%,32.57,32.01,168700,08/27/18
CHUY,"Chuy's Holdings Inc",27.25,-0.15,-0.55%,27.75,27.23,269600,08/27/18
CIR,"Circor International",44.46,1.03,+2.37%,44.76,43.62,120500,08/27/18
CJ,"C&J Energy Services Inc",23.86,0.06,+0.25%,24.57,23.8,450100,08/27/18
CKH,"Seacor Smit Inc",52.06,-1.04,-1.96%,53.68,52.02,57800,08/27/18
CLD,"Cloud Peak Energy Inc",2.48,0.01,+0.40%,2.52,2.44,564100,08/27/18
CLDT,"Chatham Lodging Trust [Reit]",21.47,-0.05,-0.23%,21.53,21.36,194100,08/27/18
CLW,"Clearwater Paper Corp",28.85,0.1,+0.35%,29.4,28.67,93700,08/27/18
CMO,"Capstead Mortgage Corp",8.35,0.01,+0.12%,8.39,8.32,325500,08/27/18
CMTL,"Comtech Telecom Co",36.3,-0.22,-0.60%,36.8,35.95,66900,08/27/18
CNMD,"C O N M E D Cp",78,0.18,+0.23%,78.24,77.67,116300,08/27/18
CNSL,"Consolidated Communications Holdings Inc",12.28,0.2,+1.66%,12.28,11.95,464700,08/27/18
COHU,"Cohu Inc",26.32,0.25,+0.96%,26.6,25.99,184200,08/27/18
COKE,"Coca Cola Bot Cons",168.03,-1.57,-0.93%,172.44,168,43400,08/27/18
COLB,"Columbia Banking Sys",42.07,-0.28,-0.66%,42.75,42.01,177600,08/27/18
CORE,"Core Mark Holding",35.32,-0.22,-0.62%,35.89,35.23,367500,08/27/18
CORT,"Corcept Therapeutics",13.64,0.06,+0.44%,14,13.59,641500,08/27/18
CPF,"Central Pacific Financial Co",28.66,-0.26,-0.90%,29.19,28.65,71900,08/27/18
CPS,"Cooper Std Hldg Inc",142.96,4.18,+3.01%,143.28,138.89,50900,08/27/18
CPSI,"Computer Programs",27.2,-0.05,-0.18%,27.5,27.1,52100,08/27/18
CRAY,"Cray Inc",21.9,0.4,+1.86%,22,21.35,188100,08/27/18
CROX,"Crocs Inc",20.14,-0.3,-1.47%,20.57,20.04,656300,08/27/18
CRR,"Carbo Ceramics",8.88,0.24,+2.78%,8.96,8.71,219700,08/27/18
CRVL,"Corvel Cp",60.25,0.1,+0.17%,60.8,59.5,30300,08/27/18
CRY,Cryolife,34.25,0.2,+0.59%,34.9,34.15,160700,08/27/18
CRZO,"Carrizo Oil & Gas",23.88,-0.47,-1.93%,24.59,23.8,2110700,08/27/18
CSGS,"C S G Sys Intl",37.25,0.23,+0.62%,37.46,37.13,95600,08/27/18
CTB,"Cooper Tire & Rubber Company",29.65,0.15,+0.51%,30.02,29.58,497900,08/27/18
CTRE,"Caretrust REIT Inc",18.29,-0.09,-0.49%,18.47,18.23,343800,08/27/18
CTRL,"Control4 Corp",36.51,-0.35,-0.95%,37.24,36.13,328500,08/27/18
CTS,"Cts Corp",36.4,1.55,+4.45%,36.45,34.85,160300,08/27/18
CUB,"Cubic Corp",76.45,0.75,+0.99%,76.75,75.42,106200,08/27/18
CUBI,"Customers Bancorp",24.91,0,unch,25.3,24.83,160900,08/27/18
CUTR,"Cutera Inc",34.05,0.5,+1.49%,34.6,33.5,125300,08/27/18
CVBF,"Cvb Financial Corp",24.28,-0.29,-1.18%,24.66,24.26,540100,08/27/18
CVCO,"Cavco Inds Inc",244.85,2.05,+0.84%,248.65,243.3,49500,08/27/18
CVGW,"Calavo Growers Inc",105.95,0.45,+0.43%,107.53,105.6,88000,08/27/18
CWT,"California Water Service Group Holding",40.85,-0.25,-0.61%,41.4,40.65,151300,08/27/18
CYH,"Community Health Systems",3.63,0.07,+1.97%,3.72,3.5,2478400,08/27/18
CYTK,Cytokinetics,7.25,0.1,+1.40%,7.48,7.2,245800,08/27/18
DAKT,"Daktronics Inc",7.55,0.11,+1.48%,7.73,7.45,250100,08/27/18
DAR,"Darling International Inc",20.33,-0.04,-0.20%,20.65,20.32,599600,08/27/18
DBD,"Diebold Nixdorf Inc",4.95,0.4,+8.79%,5.25,4.85,3639200,08/27/18
DCOM,"Dime Community Bncsh",18.45,-0.05,-0.27%,18.65,18.4,236800,08/27/18
DDD,"3D Systems Corp",20.88,-0.03,-0.14%,21.54,20.74,2435300,08/27/18
DEA,"Easterly Government Properties",20.09,0.01,+0.05%,20.17,20.05,482200,08/27/18
DF,"Dean Foods Company",7.54,-0.09,-1.18%,7.7,7.51,1668400,08/27/18
DFIN,"Donnelly Financial Solutions Inc",20.57,-0.11,-0.53%,20.91,20.56,99000,08/27/18
DGII,"Digi Intl Inc",13.3,0.1,+0.76%,13.4,13.15,60900,08/27/18
DIN,"Dineequity Inc",81.53,0.58,+0.72%,82.22,81.09,285500,08/27/18
DIOD,"Diodes Inc",38.9,1.1,+2.91%,39.06,37.85,451400,08/27/18
DNR,"Denbury Resources",5.35,0.13,+2.49%,5.38,5.22,10244700,08/27/18
DORM,"Dorman Products Inc",80.5,-0.33,-0.41%,81.82,80.23,77900,08/27/18
DPLO,"Diplomat Pharmacy Inc",19.69,-0.06,-0.30%,20.2,19.4,1883400,08/27/18
DRH,"Diamondrock Hospitality Company",11.65,-0.07,-0.60%,11.74,11.56,1772900,08/27/18
DSPG,"D S P Group Inc",12.85,-0.05,-0.39%,13,12.8,59500,08/27/18
DSW,"DSW Inc",27.2,-0.16,-0.58%,27.59,26.95,3058800,08/27/18
DXPE,"Dxp Enterprise",47.37,-1.19,-2.45%,48.9,47.29,48200,08/27/18
EBIX,"Ebix Inc",79.15,0.7,+0.89%,79.7,78.25,92100,08/27/18
EBS,"Emergent Biosolutions",61.15,1.27,+2.12%,61.44,59.69,292600,08/27/18
ECHO,"Echo Global Logistic",33.55,0.15,+0.45%,33.95,33.35,338500,08/27/18
ECOL,"US Ecology Inc",72.5,-0.1,-0.14%,73.07,72.25,43600,08/27/18
ECPG,"Encore Capital Grp",39.8,-0.2,-0.50%,40.08,39.65,367600,08/27/18
EE,"El Paso Electric Company",62.2,-1,-1.58%,63.2,62,139900,08/27/18
EFII,"Elec Imaging Inc",34.45,-0.3,-0.86%,35.29,34.43,454900,08/27/18
EGHT,"8X8 Inc",22.45,-0.25,-1.10%,22.95,22.4,545800,08/27/18
EGL,"Engility Holdings Inc",34.98,0.16,+0.46%,35.72,34.75,63300,08/27/18
EGOV,"Nic Inc",17,-0.05,-0.29%,17.3,16.9,330900,08/27/18
EGP,"Eastgroup Properties",96.87,-0.06,-0.06%,97.07,96.13,127700,08/27/18
EGRX,"Eagle Pharmaceutical",80.29,-0.31,-0.38%,81.86,79.8,104000,08/27/18
EHTH,"Ehealth Inc",29.43,-0.5,-1.67%,30.05,29.29,192600,08/27/18
EIG,"Employers Holdings Inc",44.7,-0.1,-0.22%,45.2,44.7,63900,08/27/18
ELY,"Callaway Golf Company",22.89,-0.19,-0.82%,23.22,22.84,659400,08/27/18
ENDP,"Endo Int'l Plc",16.11,0.57,+3.67%,16.74,15.55,6781700,08/27/18
ENSG,"The Ensign Group In",38.37,-0.42,-1.08%,39.22,38.23,210900,08/27/18
ENTA,"Enanta Pharmaceutica",91.94,0.34,+0.37%,93.66,90.96,144900,08/27/18
ENVA,"Enova International Inc",34.75,-0.65,-1.84%,35.95,34.75,140300,08/27/18
EPAY,"Bottomline Tech In",64.63,0.68,+1.06%,64.65,63.92,261800,08/27/18
ERA,"Era Group Inc",12.56,0.1,+0.80%,12.66,12.47,32300,08/27/18
ESE,"Esco Technologies Inc",68.65,0.15,+0.22%,69.22,68.5,78200,08/27/18
ESIO,"Electro Sci Inds",22.44,-0.44,-1.92%,23.13,22.43,524600,08/27/18
ESND,"Essendant Inc",14.65,-0.44,-2.92%,15.31,14.61,163000,08/27/18
ETH,"Ethan Allen Interiors Inc",22.65,-0.2,-0.88%,22.95,22.5,98500,08/27/18
EVTC,"Evertec Inc",24.7,-0.35,-1.40%,25.55,24.6,303600,08/27/18
EXLS,"Exlservice Holdings",61.55,-0.28,-0.45%,62.03,61.41,78500,08/27/18
EXPO,"Exponent Inc",51.95,-0.85,-1.61%,53.35,51.85,108400,08/27/18
EXPR,"Express Inc",9.82,-0.59,-5.67%,10.42,9.76,3722400,08/27/18
EXTN,"Exterran Corp",28.84,-0.07,-0.24%,29.31,28.61,74000,08/27/18
EXTR,"Extreme Networks",6.31,0.11,+1.77%,6.35,6.2,1327000,08/27/18
EZPW,"Ezcorp Inc",11.05,-0.1,-0.90%,11.25,11,295000,08/27/18
FARO,"Faro Tech Inc",68.25,1,+1.49%,68.88,67.6,56500,08/27/18
FBP,"First Bancorp",9.02,-0.04,-0.44%,9.14,8.99,1543800,08/27/18
FCF,"First Commonwealth Financial Corp",16.75,-0.22,-1.30%,17.04,16.73,319000,08/27/18
FCFS,"First Cash Fin Svcs",82.4,0.65,+0.80%,83.95,81.95,286100,08/27/18
FCN,"Fti Consulting",75.54,0.63,+0.84%,76.84,75.05,384200,08/27/18
FCPT,"Four Corners Property Trust In",26.91,-0.02,-0.07%,27.12,26.82,377700,08/27/18
FELE,"Franklin Electric Co",49,0.5,+1.03%,49.55,48.75,68600,08/27/18
FF,"Futurefuel Corp",14.99,-0.2,-1.32%,15.43,14.98,32400,08/27/18
FFBC,"First Finl Bncp [Oh]",31.52,-0.27,-0.86%,32,31.45,212100,08/27/18
FFIN,"First Finl Bkshs Inc",60.1,-0.2,-0.33%,60.8,60,148000,08/27/18
FIX,"Comfort Systems USA",56.6,-0.2,-0.35%,57.45,56.35,153300,08/27/18
FLOW,"SPX Flow Inc",48.99,-0.04,-0.08%,49.99,48.79,135100,08/27/18
FMBI,"First Midwest Bncp",27.25,-0.14,-0.51%,27.67,27.23,255000,08/27/18
FN,Fabrinet,48.07,0.24,+0.50%,48.97,47.46,578000,08/27/18
FNSR,"Finisar Corp",20.29,0.28,+1.40%,20.58,19.95,2001500,08/27/18
FORM,"Formfactor Inc",14.7,0.7,+5.00%,14.75,13.93,858200,08/27/18
FORR,"Forrester Resrch",49.1,-0.15,-0.30%,50,48.9,27900,08/27/18
FOSL,"Fossil Group",24.05,-2.5,-9.42%,26.89,23.52,2287500,08/27/18
FOXF,"Fox Factory Cp",65.05,0.3,+0.46%,65.7,64.8,134700,08/27/18
FRAN,"Francesca's Holdings",6.63,-0.27,-3.91%,6.89,6.55,1139100,08/27/18
FRGI,"Fiesta Restaurant Gp",28.25,-0.8,-2.75%,29.3,28.05,188700,08/27/18
FSB,"Franklin Financial Network Inc",38.25,-0.1,-0.26%,38.7,38.05,82700,08/27/18
FSP,"Franklin Street Properties",8.38,-0.049999999999999,-0.59%,8.48,8.34,158048,08/27/18
FSS,"Federal Signal Corp",26.16,0.11,+0.42%,26.3,26.08,297500,08/27/18
FTD,"Ftd Companies",3.69,-0.08,-2.12%,3.88,3.64,75900,08/27/18
FTK,"Flotek Industries",2.05,-0.1,-4.65%,2.18,2.04,693200,08/27/18
FTR,"Frontier Commun Cp",5.66,-0.02,-0.35%,5.78,5.55,1839200,08/27/18
FUL,"H. B. Fuller Company",58.87,-0.1,-0.17%,59.58,58.81,202300,08/27/18
FWRD,"Foward Air Corp",64.01,0.11,+0.17%,64.64,63.67,81900,08/27/18
GBCI,"Glacier Bancorp Inc",45.35,0,unch,45.75,45.25,400100,08/27/18
GBX,"Greenbrier Companies",59.8,0.1,+0.17%,60.9,59.7,276500,08/27/18
GCI,"Gannett Co. Inc",10.73,-0.02,-0.19%,10.95,10.67,776600,08/27/18
GCO,"Genesco Inc",44.8,0,unch,45.5,44.6,255000,08/27/18
GDOT,"Green Dot Corp",85.69,0.03,+0.04%,86.75,85.57,174200,08/27/18
GEOS,"Geospace Technologie",14.31,0.01,+0.07%,14.41,14.14,148500,08/27/18
GES,"Guess Inc",22.83,-0.56,-2.39%,23.44,22.74,656400,08/27/18
GFF,"Griffon Corp",18.2,-0.15,-0.82%,18.5,18.15,158100,08/27/18
GHL,"Greenhill & Co. Inc",29.4,-0.25,-0.84%,30.05,29.35,184700,08/27/18
GIFI,"Gulf Island Fab",9.75,0.1,+1.04%,9.95,9.7,20100,08/27/18
GIII,"G-III Apparel Gp I",44.91,-1.62,-3.48%,46.92,44.68,520300,08/27/18
GLT,Glatfelter,18.54,0.1,+0.54%,19.6,18.44,403700,08/27/18
GME,"Gamestop Corp",14.71,-1.84,-11.12%,16.5,14.55,14694101,08/27/18
GNBC,"Green Bancorp",24.05,-0.45,-1.84%,24.55,24,204800,08/27/18
GNL,"Global Net Lease Inc",21.18,-0.12,-0.56%,21.3,21.06,577100,08/27/18
GOV,"Government Properties Income Trust",16.85,-0.09,-0.53%,17.1,16.72,743900,08/27/18
GPI,"Group 1 Automotive",79.54,1.01,+1.29%,79.96,78.64,231800,08/27/18
GPRE,"Green Plains Inc",18,0,unch,18.3,17.95,567900,08/27/18
GTLS,"Chart Industries In",75.63,1.31,+1.76%,76.24,74.65,272500,08/27/18
GTY,"Getty Realty Corp",28.93,-0.22,-0.75%,29.36,28.87,66000,08/27/18
GWB,"Great Western Bancorp Inc",43.15,-0.28,-0.64%,43.88,43.11,131000,08/27/18
HA,"Hawaiian Hldgs Inc",41.8,0.4,+0.97%,42.45,41.65,451700,08/27/18
HAFC,"Hanmi Financial Cp",26.2,-0.1,-0.38%,26.63,26.1,102500,08/27/18
HAYN,"Haynes Intl Inc",38.51,0.1,+0.26%,38.99,38.26,50700,08/27/18
HCI,"Homeowners Choice",41.13,-1.03,-2.44%,42.48,41.04,37300,08/27/18
HF,"HFF Inc",45.63,0.2,+0.44%,45.78,45.17,160300,08/27/18
HFWA,"Heritage Financial",36.1,-0.15,-0.41%,36.65,36.05,202000,08/27/18
HI,"Hillenbrand Inc",51.4,0,unch,51.9,51.2,134100,08/27/18
HIBB,"Hibbett Sports Inc",19.63,-0.9,-4.36%,20.55,19.2,2585800,08/27/18
HLIT,"Harmonic Inc",5.5,-0.05,-0.90%,5.6,5.45,282300,08/27/18
HLX,"Helix Energy Solutions Group",9.19,-0.02,-0.22%,9.4,9.17,465100,08/27/18
HMN,"Horace Mann Educators Corp",46.15,-0.15,-0.32%,46.7,46.05,61700,08/27/18
HMST,"Homestreet Inc",29.3,-0.25,-0.85%,29.9,29.3,76500,08/27/18
HMSY,"Hms Hldgs Cp",31.57,0.11,+0.35%,31.8,31.37,352500,08/27/18
HOPE,"Hope Bancorp Inc",17.51,-0.1,-0.57%,17.83,17.5,521900,08/27/18
HPR,"Highpoint Resources Corp.",5.11,-0.14,-2.67%,5.4,5.1,1092400,08/27/18
HQY,Healthequity,90.99,2.75,+3.12%,91.66,88.33,557500,08/27/18
HSC,"Harsco Corp",27.6,0.15,+0.55%,27.9,27.35,359400,08/27/18
HSII,"Heidrick & Struggl",44.5,0.45,+1.02%,45.15,44.15,98800,08/27/18
HSKA,"Heska Corp",100.25,-0.67,-0.66%,101.79,99.64,18300,08/27/18
HSTM,"Healthstream Inc",31.2,-0.09,-0.29%,31.56,31.08,94900,08/27/18
HT,"Hersha Hospitality Trust",22.62,-0.03,-0.13%,22.68,22.55,278200,08/27/18
HTLD,"Heartland Express",20.46,0.34,+1.69%,20.58,20.08,224800,08/27/18
HUBG,"Hub Group Inc A",52.2,0.6,+1.16%,52.4,51.66,136900,08/27/18
HVT,"Haverty Furniture Companies",22,-0.35,-1.57%,22.4,21.95,59000,08/27/18
HWKN,"Hawkins Inc",41.25,-0.75,-1.79%,42.85,41,17200,08/27/18
HZO,"Marinemax Inc",21.3,0.05,+0.24%,21.7,20.85,222200,08/27/18
IBP,"Installed Building Products I",48.4,1.3,+2.76%,49.05,47.15,148700,08/27/18
IIIN,"Insteel Industries",39.62,-0.39,-0.97%,40.3,39.48,133200,08/27/18
IIVI,"I I V I Inc",48.6,0.8,+1.67%,49.05,48.25,319400,08/27/18
INDB,"Independent Bk Corp",90.1,-0.25,-0.28%,91.05,89.9,40800,08/27/18
INGN,"Inogen Inc",248.92,2.88,+1.17%,249.94,246.32,149800,08/27/18
INN,"Summit Hotel Properties",13.62,0.02,+0.15%,13.65,13.54,459300,08/27/18
INTL,"Intl Fcstone Inc",56.09,-0.41,-0.73%,57,55.97,26800,08/27/18
INVA,"Innoviva Inc",14.2,0.08,+0.57%,14.32,14.09,464600,08/27/18
IOSP,"Innospec Inc",78.45,0.65,+0.84%,79.3,77.55,62200,08/27/18
IPAR,"Inter Parfums Inc",66.1,-0.15,-0.23%,66.85,65.9,69400,08/27/18
IPHS,"Innophos Hldngs Inc",44.35,-0.04,-0.09%,45.12,44.13,39200,08/27/18
IRBT,"Irobot Corp",112.27,4.2,+3.89%,113.03,108.22,1221200,08/27/18
IRDM,"Iridium Comm Inc",19.55,-1.3,-6.24%,21.05,19.3,1840700,08/27/18
IRT,"Independence Realty Trust Inc",10.3,0,unch,10.32,10.24,345500,08/27/18
ITG,"Investment Technology Group",21.95,0.12,+0.55%,22.12,21.85,140700,08/27/18
ITGR,"Integer Holdings Corp",77.55,0.55,+0.71%,77.75,77,276900,08/27/18
ITRI,"Itron Inc",65.95,0.8,+1.23%,66.45,64.55,266200,08/27/18
IVC,"Invacare Corp",15.2,0,unch,15.3,15.07,349300,08/27/18
IVR,"Invesco Mortgage Capital Inc",16.17,0.01,+0.06%,16.24,16.15,368500,08/27/18
JBSS,"John B Sanfilippo",71.21,-1.93,-2.64%,73.35,71.03,115200,08/27/18
JBT,"John Bean Technologies Corp",115.05,1.55,+1.37%,115.89,113.8,132200,08/27/18
