Symbol,Name,Last,"Wtd Alpha","YTD %Chg","1M %Chg","3M %Chg","52W %Chg"
AWR,"American States Water Company",59.32,+19.32,+2.43%,-1.67%,+6.52%,+20.64%
AXE,"Anixter International Inc",72.1,+6.20,-5.13%,+3.00%,+18.00%,+0.91%
AXL,"American Axle & Manufacturing",18.35,+21.28,+7.75%,+14.05%,+12.16%,+32.59%
AZZ,"Azz Inc",54.2,+16.47,+6.07%,+0.93%,+26.05%,+14.59%
B,"Barnes Group",68.06,+11.59,+7.57%,-0.35%,+14.29%,+12.27%
BABY,"Natus Medical Inc",36.9,+9.69,-3.40%,+6.80%,+2.36%,+12.50%
BANC,"First Pactrust Bancorp",19.9,+4.41,-3.63%,-0.50%,+1.02%,+5.57%
BANR,"Banner Corp",64.55,+18.53,+17.11%,+2.69%,+7.42%,+15.91%
BCC,"Boise Cascade L.L.C.",44.4,+37.35,+11.28%,+3.38%,-5.33%,+53.10%
BCOR,"Blucora Inc",35.95,+47.77,+62.67%,-1.24%,-5.77%,+54.96%
BCPC,"Balchem Cp",104.94,+41.29,+30.20%,+6.51%,+8.33%,+40.33%
BEAT,"Biotelemetry Inc",59.3,+88.79,+98.33%,+12.42%,+42.04%,+63.59%
BEL,"Belmond Ltd",16.5,+20.39,+34.69%,+50.00%,+37.50%,+33.06%
BELFB,"Bel Fuse Inc Cl B",28,+23.70,+11.22%,+26.41%,+41.41%,+12.00%
BFS,"Saul Centers",59.67,+3.87,-3.37%,+14.14%,+22.90%,-0.02%
BGFV,"Big 5 Sporting",5.7,-29.65,-25.00%,-10.24%,-32.14%,-27.39%
BGG,"Briggs & Stratton Corp",20.45,-3.97,-19.39%,+20.65%,+8.55%,-0.97%
BGS,"B&G Foods Holdings",30.6,-0.52,-12.94%,-1.92%,+9.87%,-0.49%
BHE,"Benchmark Electronics",26.3,-20.87,-9.62%,+8.90%,-5.05%,-17.43%
BHLB,"Berkshire Hills Bancorp",41.85,+21.21,+14.34%,+3.21%,+5.68%,+23.45%
BJRI,"Bj's Restaurants Inc",72.75,+149.87,+99.86%,+13.67%,+37.52%,+131.69%
BKE,"Buckle Inc",26,+65.94,+9.47%,+12.31%,+2.97%,+71.62%
BKS,"Barnes & Noble",5.3,-26.95,-20.90%,-10.92%,-0.93%,-30.72%
BLD,"Topbuild Corp",66.93,+0.92,-11.63%,-10.20%,-21.14%,+20.64%
BMI,"Badger Meter",55.15,+26.81,+15.38%,+8.56%,+26.93%,+22.42%
BNED,"Barnes & Noble Education Inc C",5.37,-16.38,-34.83%,+0.19%,-15.96%,-22.62%
BOFI,"Bofi Holding Inc",37.47,+29.79,+25.32%,-3.50%,-8.52%,+41.13%
BPFH,"Boston Pvt Finl Hldg",14.25,-8.79,-7.77%,-1.72%,-15.68%,-3.06%
BRC,"Brady Corp",38.95,+12.27,+2.77%,+5.56%,+0.26%,+18.03%
BRKL,"Brookline Bancorp",17.95,+22.26,+14.33%,-2.97%,-0.28%,+25.96%
BRKS,"Brooks Automation",39.6,+45.31,+66.04%,+27.45%,+24.22%,+57.14%
BRS,"Bristow Group Inc",10.74,-5.24,-20.27%,-23.29%,-14.42%,+23.31%
CACI,"Caci International",193.85,+53.22,+46.47%,+10.05%,+18.56%,+54.71%
CAL,"Caleres Inc",38.26,+39.54,+14.28%,+14.96%,+6.13%,+50.22%
CALM,"Cal-Maine Foods In",48.8,+30.30,+9.79%,+8.44%,+3.83%,+34.44%
CAMP,"Calamp Corp",23.52,+21.80,+9.75%,+5.66%,+10.37%,+28.17%
CASH,"Meta Financial Grp",85.05,+3.88,-8.20%,-6.33%,-22.58%,+24.07%
CATM,"Cardtronics Inc",36.58,+66.18,+97.52%,+46.85%,+35.28%,+42.50%
CATO,"Cato Corp",21.35,+56.40,+34.11%,-14.94%,-2.20%,+55.16%
CBB,"Cincinnati Bell Inc",13.1,-33.61,-37.17%,+0.38%,+4.38%,-38.35%
CBL,"Cbl & Associates Properties",4.45,-38.73,-21.38%,-14.26%,-7.87%,-45.20%
CBM,"Cambrex Corp",65.45,+36.09,+36.35%,+6.77%,+38.08%,+31.03%
CBU,"Community Bank System",65.67,+29.78,+22.18%,+2.27%,+8.91%,+26.39%
CCMP,"Cabot Microelectron",113.26,+46.06,+20.39%,-4.73%,+1.02%,+61.20%
CCOI,"Cogent Comm Hldgs",54.45,+21.64,+20.20%,+4.31%,+8.79%,+21.40%
CCRN,"Cross Ctry Hlthcr",10.17,-13.19,-20.30%,-13.30%,-15.88%,-16.30%
CDR,"Cedar Shopping Centers Inc",4.51,-11.18,-25.82%,-0.88%,+2.97%,-10.87%
CECO,"Career Education",16.12,+59.13,+33.44%,-11.57%,+7.90%,+73.15%
CEIX,"Consol Energy Inc",41.19,+69.34,+4.25%,+0.54%,-0.63%,+77.39%
CENT,"Central Garden",39.21,+4.40,+0.75%,-7.94%,-5.72%,+11.01%
CENTA,"Central Garden & Pet",36.13,-1.05,-4.19%,-8.79%,-6.40%,+6.36%
CENX,"Century Aluminum C",12.73,-40.11,-35.18%,-2.38%,-21.81%,-31.74%
CEVA,"Ceva Inc",30.3,-29.24,-34.34%,-1.78%,-11.66%,-27.08%
CHCO,"City Holding Co",80.79,+26.75,+19.74%,-1.21%,+8.43%,+27.97%
CHCT,"Community Healthcare Trust Inc",31.04,+20.74,+10.46%,+4.06%,+12.50%,+19.57%
CHS,"Chico's Fas",8.83,+4.14,+0.11%,+2.44%,-13.09%,+8.88%
CHSP,"Chesapeake Lodging Trust",32.64,+27.25,+20.49%,+4.88%,+3.49%,+30.51%
CHUY,"Chuy's Holdings Inc",27.55,+30.93,-1.78%,-15.10%,-4.84%,+39.14%
CIR,"Circor International",44.5,-8.38,-8.59%,+3.18%,-7.98%,-6.90%
CJ,"C&J Energy Services Inc",23.6,-13.75,-29.49%,+0.30%,-14.03%,-5.52%
CKH,"Seacor Smit Inc",51.68,+23.54,+11.81%,-2.95%,+1.53%,+40.93%
CLD,"Cloud Peak Energy Inc",2.49,-37.47,-44.04%,-8.12%,-21.20%,-18.89%
CLDT,"Chatham Lodging Trust [Reit]",21.74,+7.00,-4.48%,+2.11%,+5.07%,+8.32%
CLW,"Clearwater Paper Corp",28.95,-24.00,-36.23%,+32.19%,+18.65%,-35.88%
CMO,"Capstead Mortgage Corp",8.37,-13.39,-3.24%,+0.97%,-9.71%,-13.98%
CMTL,"Comtech Telecom Co",35.9,+68.78,+62.30%,+7.34%,+16.26%,+84.96%
CNMD,"C O N M E D Cp",77.99,+57.54,+53.01%,+6.20%,+14.05%,+60.64%
CNSL,"Consolidated Communications Holdings Inc",12.22,-28.71,+0.25%,-2.08%,+8.62%,-35.24%
COHU,"Cohu Inc",26.83,+41.14,+22.23%,+5.05%,+10.68%,+51.93%
COKE,"Coca Cola Bot Cons",165.1,-18.38,-23.30%,+17.99%,+30.03%,-19.84%
COLB,"Columbia Banking Sys",41.81,+6.03,-3.75%,+1.21%,-2.95%,+13.06%
CORE,"Core Mark Holding",34.47,+39.38,+9.15%,+43.98%,+86.43%,+30.57%
CORT,"Corcept Therapeutics",13.79,-4.43,-23.64%,+8.33%,-26.26%,-6.13%
CPF,"Central Pacific Financial Co",28.44,-4.59,-4.66%,+1.25%,-4.76%,-2.44%
CPS,"Cooper Std Hldg Inc",142.83,+36.05,+16.60%,+6.53%,+12.48%,+41.04%
CPSI,"Computer Programs",27,-12.14,-10.15%,-20.24%,-17.05%,-5.59%
CRAY,"Cray Inc",21.55,+5.07,-10.95%,-11.86%,-15.98%,+17.12%
CROX,"Crocs Inc",20.42,+124.19,+61.55%,+12.94%,+18.17%,+126.89%
CRR,"Carbo Ceramics",8.71,+22.64,-14.44%,-10.94%,-10.94%,+31.17%
CRVL,"Corvel Cp",60.3,+19.77,+13.99%,+10.04%,+13.24%,+18.58%
CRY,Cryolife,33.8,+76.45,+76.50%,+14.00%,+25.65%,+75.58%
CRZO,"Carrizo Oil & Gas",23.29,+50.58,+9.45%,-15.98%,-3.60%,+86.62%
CSGS,"C S G Sys Intl",36.93,-12.08,-15.72%,-10.41%,-10.36%,-3.38%
CTB,"Cooper Tire & Rubber Company",29.75,-11.06,-15.84%,+11.84%,+16.90%,-13.14%
CTRE,"Caretrust REIT Inc",18.5,+5.50,+10.38%,+12.39%,+15.55%,-2.27%
CTRL,"Control4 Corp",33.69,+34.48,+13.21%,+33.64%,+36.90%,+43.24%
CTS,"Cts Corp",36.6,+60.84,+42.14%,+3.54%,+13.84%,+65.24%
CUB,"Cubic Corp",76.85,+71.29,+30.36%,+13.43%,+8.78%,+83.41%
CUBI,"Customers Bancorp",24.66,-18.40,-5.12%,-4.46%,-18.61%,-12.77%
CUTR,"Cutera Inc",33.4,-14.64,-26.35%,-20.76%,-15.87%,-6.83%
CVBF,"Cvb Financial Corp",24.03,+12.52,+1.99%,+1.65%,+2.82%,+15.92%
CVCO,"Cavco Inds Inc",244.35,+87.86,+60.12%,+17.03%,+33.31%,+82.15%
CVGW,"Calavo Growers Inc",102.7,+48.95,+21.68%,+11.33%,+16.57%,+46.71%
CWT,"California Water Service Group Holding",40.25,+5.24,-11.25%,-2.07%,-1.23%,+9.67%
CYH,"Community Health Systems",3.57,-50.32,-16.20%,+14.42%,-17.55%,-54.23%
CYTK,Cytokinetics,7.2,-39.28,-11.66%,-3.36%,-18.18%,-46.47%
DAKT,"Daktronics Inc",7.7,-24.44,-15.66%,-7.45%,-21.91%,-18.09%
DAR,"Darling International Inc",20.18,+17.32,+11.31%,+0.90%,+8.15%,+15.98%
DBD,"Diebold Nixdorf Inc",5,-57.44,-69.42%,-53.92%,-57.81%,-74.62%
DCOM,"Dime Community Bncsh",18.4,-7.29,-12.17%,+2.79%,-9.36%,-1.87%
DDD,"3D Systems Corp",21.09,+48.13,+144.10%,+69.94%,+75.46%,+65.15%
DEA,"Easterly Government Properties",20.28,+0.87,-4.97%,+7.59%,+1.65%,+2.68%
DF,"Dean Foods Company",7.44,-40.10,-35.64%,-24.00%,-23.30%,-32.30%
DFIN,"Donnelly Financial Solutions Inc",20.45,+1.10,+4.93%,-1.30%,+27.65%,-2.67%
DGII,"Digi Intl Inc",13.3,+43.62,+39.27%,-1.85%,+10.83%,+46.15%
DIN,"Dineequity Inc",81.91,+88.02,+61.46%,+14.06%,+24.69%,+105.34%
DIOD,"Diodes Inc",38.71,+40.08,+35.02%,+3.06%,+13.25%,+44.17%
DNR,"Denbury Resources",5.23,+284.37,+136.65%,+24.82%,+34.45%,+443.09%
DORM,"Dorman Products Inc",80.83,+25.26,+32.20%,+12.00%,+23.67%,+23.37%
DPLO,"Diplomat Pharmacy Inc",19.8,+8.57,-1.35%,-9.59%,-19.12%,+20.36%
DRH,"Diamondrock Hospitality Company",11.89,+8.01,+5.31%,+1.28%,-5.78%,+11.75%
DSPG,"D S P Group Inc",12.9,+8.31,+3.20%,+0.78%,+1.57%,+8.40%
DSW,"DSW Inc",32.7,+87.84,+52.73%,+21.97%,+26.65%,+71.74%
DXPE,"Dxp Enterprise",46.99,+77.58,+58.91%,+15.74%,+18.84%,+76.32%
EBIX,"Ebix Inc",78.1,+23.85,-1.45%,-4.17%,+3.72%,+37.02%
EBS,"Emergent Biosolutions",61.53,+65.62,+32.41%,+14.84%,+23.08%,+70.07%
ECHO,"Echo Global Logistic",33.15,+91.98,+18.39%,+2.31%,+19.46%,+137.63%
ECOL,"US Ecology Inc",72.9,+51.87,+42.94%,+8.97%,+23.04%,+50.46%
ECPG,"Encore Capital Grp",38.7,-9.74,-8.08%,+6.32%,-3.25%,-2.27%
EE,"El Paso Electric Company",61.9,+15.94,+11.83%,+1.23%,+6.63%,+11.93%
EFII,"Elec Imaging Inc",34.42,+14.58,+16.56%,+2.35%,+4.08%,-0.46%
EGHT,"8X8 Inc",22.4,+61.33,+58.87%,+7.95%,+20.75%,+70.34%
EGL,"Engility Holdings Inc",34.97,+21.54,+23.26%,+2.28%,+10.45%,+18.99%
EGOV,"Nic Inc",16.85,+10.42,+1.51%,+4.98%,+10.49%,+3.69%
EGP,"Eastgroup Properties",97.8,+12.85,+10.66%,+3.88%,+6.99%,+14.12%
EGRX,"Eagle Pharmaceutical",81.55,+54.31,+52.66%,+1.37%,+22.19%,+44.46%
EHTH,"Ehealth Inc",30.32,+50.24,+74.55%,+30.92%,+47.69%,+30.30%
EIG,"Employers Holdings Inc",44.55,+6.33,+0.34%,-1.76%,+10.14%,+8.13%
ELY,"Callaway Golf Company",22.76,+73.51,+63.39%,+17.99%,+19.79%,+66.50%
ENDP,"Endo Int'l Plc",16.58,+140.56,+113.94%,+37.14%,+162.76%,+84.22%
ENSG,"The Ensign Group In",38.25,+85.29,+72.30%,+3.07%,+5.78%,+90.11%
ENTA,"Enanta Pharmaceutica",90.88,+88.04,+54.87%,-5.33%,-5.78%,+105.89%
ENVA,"Enova International Inc",34.45,+151.96,+126.64%,+9.37%,+8.16%,+199.57%
EPAY,"Bottomline Tech In",65.02,+127.98,+87.49%,+16.48%,+36.86%,+120.63%
ERA,"Era Group Inc",12.16,+30.45,+13.12%,-12.52%,-5.44%,+34.51%
ESE,"Esco Technologies Inc",68.2,+26.65,+13.20%,+10.80%,+22.66%,+27.24%
ESIO,"Electro Sci Inds",22.6,+40.58,+5.46%,+28.19%,+12.16%,+82.55%
ESND,"Essendant Inc",14.38,+23.60,+55.12%,-7.41%,+2.71%,+23.12%
ETH,"Ethan Allen Interiors Inc",22.65,-23.64,-20.80%,+1.34%,-6.60%,-19.40%
EVTC,"Evertec Inc",24.45,+49.03,+79.12%,+1.66%,+12.67%,+29.71%
EXLS,"Exlservice Holdings",61.5,+8.79,+1.91%,+2.18%,+9.20%,+10.63%
EXPO,"Exponent Inc",51.2,+51.61,+44.02%,+3.96%,+6.11%,+55.03%
EXPR,"Express Inc",9.99,+41.68,-1.58%,+4.94%,+11.50%,+51.13%
EXTN,"Exterran Corp",28.44,+1.62,-9.54%,+5.33%,+1.75%,+3.91%
EXTR,"Extreme Networks",6.34,-44.29,-49.36%,-25.41%,-29.48%,-43.09%
EZPW,"Ezcorp Inc",11.05,+6.81,-9.43%,-4.33%,-12.65%,+22.78%
FARO,"Faro Tech Inc",68.05,+83.77,+44.79%,-1.59%,+23.06%,+99.56%
FBP,"First Bancorp",8.86,+67.08,+73.73%,+6.24%,+12.58%,+56.26%
FCF,"First Commonwealth Financial Corp",16.67,+29.32,+16.41%,-5.28%,+6.25%,+31.16%
FCFS,"First Cash Fin Svcs",81.8,+29.40,+21.28%,-0.73%,-9.21%,+38.88%
FCN,"Fti Consulting",75.06,+122.19,+74.72%,-0.61%,+20.58%,+128.15%
FCPT,"Four Corners Property Trust In",27.06,+12.76,+5.29%,+9.29%,+20.43%,+7.34%
FELE,"Franklin Electric Co",48.75,+24.75,+6.21%,+2.20%,+5.52%,+28.12%
FF,"Futurefuel Corp",14.89,+12.36,+5.68%,+10.87%,+7.66%,+11.87%
FFBC,"First Finl Bncp [Oh]",31.45,+26.60,+19.35%,+2.28%,-1.10%,+30.77%
FFIN,"First Finl Bkshs Inc",59.95,+50.59,+33.07%,+6.39%,+13.01%,+48.94%
FIX,"Comfort Systems USA",56.25,+66.10,+28.87%,+3.50%,+21.10%,+69.17%
FLOW,"SPX Flow Inc",48.25,+32.04,+1.47%,+6.42%,+8.60%,+48.69%
FMBI,"First Midwest Bncp",27.01,+24.19,+12.49%,+0.97%,+2.19%,+28.31%
FN,Fabrinet,47.76,+45.54,+66.41%,+23.76%,+29.61%,+23.57%
FNSR,"Finisar Corp",20.53,-1.24,+0.88%,+20.84%,+20.62%,-16.61%
FORM,"Formfactor Inc",14.7,-2.02,-6.07%,+12.64%,+8.49%,-0.34%
FORR,"Forrester Resrch",48.9,+23.12,+10.63%,+9.76%,+16.29%,+21.04%
FOSL,"Fossil Group",24.05,+94.78,+209.52%,-1.80%,+17.20%,+172.06%
FOXF,"Fox Factory Cp",63.85,+73.07,+64.35%,+29.91%,+62.47%,+60.43%
FRAN,"Francesca's Holdings",6.59,-17.55,-9.85%,-15.62%,+16.84%,-15.51%
FRGI,"Fiesta Restaurant Gp",28.2,+62.54,+48.42%,-3.92%,+17.01%,+59.32%
FSB,"Franklin Financial Network Inc",38.45,+18.28,+12.76%,+0.13%,+6.95%,+18.86%
FSP,"Franklin Street Properties",8.5,-13.97,-20.86%,+0.71%,+7.87%,-13.18%
FSS,"Federal Signal Corp",26.06,+39.74,+29.72%,+9.59%,+7.64%,+42.48%
FTD,"Ftd Companies",3.71,-71.51,-48.40%,+9.76%,-36.90%,-71.13%
FTK,"Flotek Industries",2.11,-48.86,-54.72%,-30.82%,-33.86%,-60.11%
FTR,"Frontier Commun Cp",5.73,-56.03,-15.24%,+18.63%,-25.49%,-56.75%
FUL,"H. B. Fuller Company",58.2,+16.41,+8.04%,+3.17%,+12.59%,+14.77%
FWRD,"Foward Air Corp",63.52,+22.46,+10.58%,+1.78%,+6.29%,+22.89%
GBCI,"Glacier Bancorp Inc",45.02,+35.19,+14.29%,+3.09%,+13.09%,+34.15%
GBX,"Greenbrier Companies",59.8,+39.58,+12.20%,+5.75%,+19.48%,+38.43%
GCI,"Gannett Co. Inc",10.57,+15.65,-8.80%,+2.62%,-3.38%,+22.91%
GCO,"Genesco Inc",45.65,+87.49,+40.46%,+14.13%,-0.54%,+80.43%
GDOT,"Green Dot Corp",85.04,+75.59,+41.12%,+5.65%,+18.23%,+77.95%
GEOS,"Geospace Technologie",14.05,+0.88,+8.33%,-3.37%,+27.03%,-8.65%
GES,"Guess Inc",23.17,+33.34,+37.26%,+5.51%,-6.12%,+42.50%
GFF,"Griffon Corp",18.15,-7.20,-10.81%,+4.01%,-20.92%,0.00%
GHL,"Greenhill & Co. Inc",28.25,+81.77,+44.87%,-12.81%,+2.73%,+86.47%
GIFI,"Gulf Island Fab",9.65,-6.85,-28.12%,+4.89%,-8.53%,-10.65%
GIII,"G-III Apparel Gp I",45.44,+61.31,+23.18%,+1.20%,+12.73%,+69.74%
GLT,Glatfelter,18.77,+4.41,-12.45%,-6.85%,+8.75%,+11.59%
GME,"Gamestop Corp",14.03,-25.06,-21.84%,-5.39%,+10.73%,-26.74%
GNBC,"Green Bancorp",24.05,+16.92,+18.47%,-1.03%,+6.42%,+10.07%
GNL,"Global Net Lease Inc",21.37,+5.66,+3.84%,+3.74%,+9.48%,+0.38%
GOV,"Government Properties Income Trust",17.13,-0.30,-7.61%,+16.53%,+20.38%,-5.67%
GPI,"Group 1 Automotive",79.94,+28.14,+12.64%,+15.92%,+13.76%,+47.63%
GPRE,"Green Plains Inc",18,-1.44,+6.82%,+10.43%,-13.25%,+6.82%
GTLS,"Chart Industries In",75.27,+108.20,+60.63%,+0.98%,+19.25%,+128.09%
GTY,"Getty Realty Corp",29.27,+10.28,+7.77%,+4.24%,+13.63%,+8.17%
GWB,"Great Western Bancorp Inc",43.13,+16.28,+8.37%,+1.96%,-0.51%,+18.75%
HA,"Hawaiian Hldgs Inc",42.25,+6.14,+6.02%,+7.51%,+6.42%,0.00%
HAFC,"Hanmi Financial Cp",26,-10.85,-14.33%,+5.05%,-14.19%,-2.80%
HAYN,"Haynes Intl Inc",38.71,+17.39,+20.78%,-7.26%,-6.16%,+25.97%
HCI,"Homeowners Choice",41.03,+9.94,+37.22%,-3.14%,-2.66%,+4.75%
HF,"HFF Inc",45.75,+27.43,-5.94%,+3.98%,+29.46%,+23.45%
HFWA,"Heritage Financial",35.95,+35.76,+16.72%,-0.14%,+10.62%,+35.40%
HI,"Hillenbrand Inc",50.85,+37.70,+13.76%,+3.14%,+8.08%,+44.67%
HIBB,"Hibbett Sports Inc",19.15,+22.22,-6.13%,-17.46%,-21.60%,+61.60%
HLIT,"Harmonic Inc",5.55,+65.97,+32.14%,+23.33%,+42.31%,+70.77%
HLX,"Helix Energy Solutions Group",9.02,+41.57,+19.63%,-9.26%,+19.47%,+43.17%
HMN,"Horace Mann Educators Corp",45.8,+24.43,+3.85%,+5.29%,+3.39%,+28.65%
HMST,"Homestreet Inc",28.95,+10.43,0.00%,-1.36%,+5.27%,+14.43%
HMSY,"Hms Hldgs Cp",31.65,+101.12,+86.73%,+33.88%,+47.55%,+79.83%
HOPE,"Hope Bancorp Inc",17.45,-2.95,-4.38%,+2.95%,-5.27%,+0.40%
HPR,"Highpoint Resources Corp.",5.29,+23.21,+3.12%,-21.75%,-23.67%,+91.67%
HQY,Healthequity,92.26,+125.17,+97.73%,+20.76%,+19.91%,+127.24%
HSC,"Harsco Corp",27.3,+60.38,+46.38%,+11.89%,+15.68%,+62.50%
HSII,"Heidrick & Struggl",44.05,+133.09,+79.43%,+27.31%,+15.47%,+142.70%
HSKA,"Heska Corp",98.66,+5.60,+23.00%,-2.33%,-3.07%,+1.00%
HSTM,"Healthstream Inc",31.04,+37.13,+34.02%,+11.10%,+13.04%,+34.20%
HT,"Hersha Hospitality Trust",23.18,+32.09,+33.22%,+9.24%,+11.50%,+29.64%
HTLD,"Heartland Express",20.35,-6.22,-12.81%,+6.54%,+8.19%,-5.57%
HUBG,"Hub Group Inc A",51.75,+31.40,+8.04%,+12.62%,+3.09%,+37.82%
HVT,"Haverty Furniture Companies",22,-3.96,-2.87%,+10.55%,+8.11%,-6.38%
HWKN,"Hawkins Inc",41,+18.02,+16.48%,+9.04%,+22.75%,+14.53%
HZO,"Marinemax Inc",21.7,+9.77,+14.81%,+14.81%,-7.07%,+34.37%
IBP,"Installed Building Products I",47.55,-26.03,-37.39%,-10.28%,-23.00%,-12.43%
IIIN,"Insteel Industries",39.09,+50.76,+38.03%,-3.98%,+23.08%,+61.86%
IIVI,"I I V I Inc",49.9,+34.12,+6.28%,+11.26%,+10.40%,+42.17%
INDB,"Independent Bk Corp",90.05,+34.08,+28.92%,+0.84%,+17.25%,+28.73%
INGN,"Inogen Inc",252.16,+182.15,+111.76%,+26.82%,+44.65%,+169.06%
INN,"Summit Hotel Properties",13.73,-9.71,-9.85%,+0.51%,-10.61%,-6.34%
INTL,"Intl Fcstone Inc",56.2,+58.77,+32.14%,+3.92%,+14.04%,+57.07%
INVA,"Innoviva Inc",14.34,+1.45,+1.06%,+4.14%,-0.62%,+7.54%
IOSP,"Innospec Inc",77.05,+32.10,+9.14%,-2.90%,+2.80%,+38.95%
IPAR,"Inter Parfums Inc",65.2,+71.84,+50.06%,+9.30%,+23.02%,+68.69%
