Symbol,Name,Last,Change,%Chg,High,Low,Volume,Time
BRKS,"Brooks Automation",29.3,0.59,+2.06%,29.43,28.7,380000,08/21/18
BRS,"Bristow Group Inc",10.8,0.03,+0.28%,11.11,10.72,552400,08/21/18
CACI,"Caci International",193.6,4.65,+2.46%,193.75,189.75,184300,08/21/18
CAL,"Caleres Inc",37.92,0.87,+2.35%,38,36.53,306400,08/21/18
CALM,"Cal-Maine Foods In",50,0.45,+0.91%,50.05,49.25,421700,08/21/18
CAMP,"Calamp Corp",23.45,-0.05,-0.21%,23.67,23.36,384000,08/21/18
CASH,"Meta Financial Grp",87.7,0.85,+0.98%,88.6,86.38,55600,08/21/18
CATM,"Cardtronics Inc",37.29,0.9,+2.47%,37.38,35.93,448500,08/21/18
CATO,"Cato Corp",23.88,0.01,+0.04%,24.08,23.52,248000,08/21/18
CBB,"Cincinnati Bell Inc",13,0.05,+0.39%,13.38,12.9,309800,08/21/18
CBL,"Cbl & Associates Properties",4.65,-0.01,-0.21%,4.7,4.61,1578300,08/21/18
CBM,"Cambrex Corp",64,1.2,+1.91%,64.5,62.35,357900,08/21/18
CBU,"Community Bank System",66.49,0.86,+1.31%,67.07,65.82,214500,08/21/18
CCMP,"Cabot Microelectron",109.97,0.91,+0.83%,110.71,108.26,190000,08/21/18
CCOI,"Cogent Comm Hldgs",53,0.35,+0.66%,53.6,52.7,175300,08/21/18
CCRN,"Cross Ctry Hlthcr",9.85,0.1,+1.03%,10.02,9.79,258900,08/21/18
CDR,"Cedar Shopping Centers Inc",4.62,-0.02,-0.43%,4.65,4.57,246000,08/21/18
CECO,"Career Education",16.63,-0.09,-0.54%,16.91,16.61,342900,08/21/18
CEIX,"Consol Energy Inc",42.5,-0.47,-1.09%,43.5,42.41,203800,08/21/18
CENT,"Central Garden",39.25,-0.67,-1.68%,39.81,39.1,116500,08/21/18
CENTA,"Central Garden & Pet",36.32,-0.22,-0.60%,36.56,36.22,333400,08/21/18
CENX,"Century Aluminum C",12.32,0.39,+3.27%,12.47,11.9,1273600,08/21/18
CEVA,"Ceva Inc",29.25,1.2,+4.28%,29.35,27.9,156600,08/21/18
CHCO,"City Holding Co",82.68,0.99,+1.21%,83.27,81.86,49900,08/21/18
CHCT,"Community Healthcare Trust Inc",31.52,-0.03,-0.10%,31.77,31.51,210200,08/21/18
CHS,"Chico's Fas",10.05,-0.11,-1.08%,10.18,9.97,2610600,08/21/18
CHSP,"Chesapeake Lodging Trust",32.79,0.41,+1.27%,32.98,32.29,249100,08/21/18
CHUY,"Chuy's Holdings Inc",27.35,-0.1,-0.36%,27.5,26.55,129100,08/21/18
CIR,"Circor International",44.99,0.51,+1.15%,45.25,43.69,170300,08/21/18
CJ,"C&J Energy Services Inc",23.64,0.15,+0.64%,23.86,23.4,576800,08/21/18
CKH,"Seacor Smit Inc",51.42,0.51,+1.00%,51.9,51.14,81800,08/21/18
CLD,"Cloud Peak Energy Inc",2.49,0.04,+1.63%,2.55,2.45,440500,08/21/18
CLDT,"Chatham Lodging Trust [Reit]",21.74,-0.02,-0.09%,21.89,21.67,380000,08/21/18
CLW,"Clearwater Paper Corp",29.35,0.7,+2.44%,29.35,28.35,212900,08/21/18
CMO,"Capstead Mortgage Corp",8.43,0.05,+0.60%,8.44,8.37,385400,08/21/18
CMTL,"Comtech Telecom Co",35.54,0,unch,35.99,34.89,150700,08/21/18
CNMD,"C O N M E D Cp",77.9,-0.36,-0.46%,78.73,77.68,147600,08/21/18
CNSL,"Consolidated Communications Holdings Inc",12.08,0.13,+1.09%,12.21,11.99,425400,08/21/18
COHU,"Cohu Inc",25.83,0.27,+1.06%,26.18,25.41,284600,08/21/18
COKE,"Coca Cola Bot Cons",173.02,0.73,+0.42%,174.54,171,68000,08/21/18
COLB,"Columbia Banking Sys",43.33,0.76,+1.79%,43.6,42.61,252100,08/21/18
CORE,"Core Mark Holding",34.79,0.75,+2.20%,35.08,34.1,366300,08/21/18
CORT,"Corcept Therapeutics",13.65,0.61,+4.68%,13.77,13.17,1136900,08/21/18
CPF,"Central Pacific Financial Co",29.25,0.54,+1.88%,29.34,28.71,142100,08/21/18
CPS,"Cooper Std Hldg Inc",142.17,1.51,+1.07%,142.79,140.91,93200,08/21/18
CPSI,"Computer Programs",27.3,0.05,+0.18%,27.6,27.25,76800,08/21/18
CRAY,"Cray Inc",21.5,0.2,+0.94%,21.75,21.25,243700,08/21/18
CROX,"Crocs Inc",20.22,0.69,+3.53%,20.37,19.18,1329100,08/21/18
CRR,"Carbo Ceramics",8.15,0.27,+3.43%,8.2,7.95,275600,08/21/18
CRVL,"Corvel Cp",58.9,-0.6,-1.01%,60.45,58.55,46600,08/21/18
CRY,Cryolife,32.7,0.65,+2.03%,32.8,31.85,177300,08/21/18
CRZO,"Carrizo Oil & Gas",23.66,0.87,+3.82%,23.91,22.84,2094600,08/21/18
CSGS,"C S G Sys Intl",37.57,-0.12,-0.32%,37.86,37.51,151900,08/21/18
CTB,"Cooper Tire & Rubber Company",30.4,-0.05,-0.16%,30.6,30.08,529500,08/21/18
CTRE,"Caretrust REIT Inc",18.43,0.28,+1.54%,18.5,18.14,576700,08/21/18
CTRL,"Control4 Corp",35.3,2.69,+8.25%,35.49,32.23,1673500,08/21/18
CTS,"Cts Corp",35.35,0.5,+1.43%,35.9,35.1,133900,08/21/18
CUB,"Cubic Corp",73.45,0.25,+0.34%,74,73.25,141800,08/21/18
CUBI,"Customers Bancorp",25.48,0.81,+3.28%,25.67,24.67,363500,08/21/18
CUTR,"Cutera Inc",33.5,-0.7,-2.05%,34.6,33.5,140700,08/21/18
CVBF,"Cvb Financial Corp",24.86,0.34,+1.39%,24.97,24.5,648700,08/21/18
CVCO,"Cavco Inds Inc",240,5.85,+2.50%,241.7,234.85,66100,08/21/18
CVGW,"Calavo Growers Inc",101.8,0.6,+0.59%,102.1,99.9,112200,08/21/18
CWT,"California Water Service Group Holding",41.45,0,unch,41.8,41.35,198900,08/21/18
CYH,"Community Health Systems",3.47,-0.05,-1.42%,3.73,3.41,2661700,08/21/18
CYTK,Cytokinetics,7.35,0.3,+4.26%,7.35,7.1,279600,08/21/18
DAKT,"Daktronics Inc",7.93,-1.09,-12.13%,8.8,7.9,707500,08/21/18
DAR,"Darling International Inc",20.21,0.21,+1.05%,20.42,20,961400,08/21/18
DBD,"Diebold Nixdorf Inc",4.55,0.15,+3.41%,4.65,4.35,2573500,08/21/18
DCOM,"Dime Community Bncsh",18.75,0.2,+1.08%,18.8,18.25,205700,08/21/18
DDD,"3D Systems Corp",21.61,1.24,+6.09%,21.73,20.23,5756300,08/21/18
DEA,"Easterly Government Properties",20.07,0.09,+0.45%,20.16,19.83,667600,08/21/18
DF,"Dean Foods Company",7.81,-0.29,-3.58%,8.12,7.76,3238700,08/21/18
DFIN,"Donnelly Financial Solutions Inc",19.48,0.05,+0.26%,19.7,19.39,272600,08/21/18
DGII,"Digi Intl Inc",13,0.1,+0.78%,13.05,12.88,100200,08/21/18
DIN,"Dineequity Inc",79.48,-1.36,-1.68%,81.46,79.4,209600,08/21/18
DIOD,"Diodes Inc",37.77,0.79,+2.14%,37.93,36.81,364600,08/21/18
DNR,"Denbury Resources",4.94,0.2,+4.22%,4.98,4.81,14228400,08/21/18
DORM,"Dorman Products Inc",79.82,-0.55,-0.68%,80.75,78.85,117700,08/21/18
DPLO,"Diplomat Pharmacy Inc",19.51,0.15,+0.77%,19.72,19.25,840800,08/21/18
DRH,"Diamondrock Hospitality Company",11.89,0.16,+1.36%,11.95,11.65,2839100,08/21/18
DSPG,"D S P Group Inc",12.65,0.5,+4.12%,12.75,12.2,77000,08/21/18
DSW,"DSW Inc",27.61,0.69,+2.56%,27.62,27.1,1679700,08/21/18
DXPE,"Dxp Enterprise",47.12,0.28,+0.60%,47.6,46.71,39900,08/21/18
EBIX,"Ebix Inc",77.4,0.45,+0.58%,78.35,77.1,80800,08/21/18
EBS,"Emergent Biosolutions",60.27,0.84,+1.41%,60.6,59.02,284300,08/21/18
ECHO,"Echo Global Logistic",33.4,0.5,+1.52%,33.45,32.9,228000,08/21/18
ECOL,"US Ecology Inc",71.2,0.2,+0.28%,71.7,70.63,146900,08/21/18
ECPG,"Encore Capital Grp",40.3,-0.2,-0.49%,41.5,40.15,415800,08/21/18
EE,"El Paso Electric Company",63.6,-0.25,-0.39%,63.75,63.35,161500,08/21/18
EFII,"Elec Imaging Inc",33.79,-0.13,-0.38%,34.14,33.76,621200,08/21/18
EGHT,"8X8 Inc",22.45,0.15,+0.67%,22.67,22.25,644200,08/21/18
EGL,"Engility Holdings Inc",35.2,0.64,+1.85%,35.46,34.65,140200,08/21/18
EGOV,"Nic Inc",17.25,0.15,+0.88%,17.4,17.05,343400,08/21/18
EGP,"Eastgroup Properties",97.05,-1.15,-1.17%,98.2,96.82,192600,08/21/18
EGRX,"Eagle Pharmaceutical",80.42,1.29,+1.63%,81.1,78.12,113600,08/21/18
EHTH,"Ehealth Inc",30.11,0.49,+1.65%,30.29,29.24,197700,08/21/18
EIG,"Employers Holdings Inc",43.8,0.15,+0.34%,43.8,43.5,187600,08/21/18
ELY,"Callaway Golf Company",22.93,0.26,+1.15%,22.97,22.58,1642300,08/21/18
ENDP,"Endo Int'l Plc",15.6,-0.31,-1.95%,16.04,15.39,3138400,08/21/18
ENSG,"The Ensign Group In",37.81,0.47,+1.26%,38,37.04,254000,08/21/18
ENTA,"Enanta Pharmaceutica",92.23,1.89,+2.09%,92.42,88.38,217600,08/21/18
ENVA,"Enova International Inc",35.95,0.25,+0.70%,36.75,35.6,328400,08/21/18
EPAY,"Bottomline Tech In",62.99,1.48,+2.41%,63.46,61.43,377300,08/21/18
ERA,"Era Group Inc",11.93,0.08,+0.68%,12.18,11.8,60100,08/21/18
ESE,"Esco Technologies Inc",69.75,1,+1.45%,70.2,68.72,153400,08/21/18
ESIO,"Electro Sci Inds",23.04,0.25,+1.10%,23.2,22.55,581500,08/21/18
ESND,"Essendant Inc",15.37,0.19,+1.25%,15.42,15.15,173400,08/21/18
ETH,"Ethan Allen Interiors Inc",23.45,0.15,+0.64%,23.55,23.05,227400,08/21/18
EVTC,"Evertec Inc",24.7,0.15,+0.61%,24.95,24.55,339600,08/21/18
EXLS,"Exlservice Holdings",60.8,0.09,+0.15%,61.6,60.78,104400,08/21/18
EXPO,"Exponent Inc",51.9,0.85,+1.67%,52.25,50.9,179400,08/21/18
EXPR,"Express Inc",10.61,0.05,+0.47%,10.67,10.34,1214100,08/21/18
EXTN,"Exterran Corp",27.93,0.22,+0.79%,28.43,27.9,102800,08/21/18
EXTR,"Extreme Networks",6.38,0.03,+0.47%,6.39,6.22,2605400,08/21/18
EZPW,"Ezcorp Inc",11.3,0.15,+1.35%,11.4,11.13,691900,08/21/18
FARO,"Faro Tech Inc",67.6,1.4,+2.11%,68,66.2,93800,08/21/18
FBP,"First Bancorp",8.89,0.12,+1.37%,8.9,8.76,1542100,08/21/18
FCF,"First Commonwealth Financial Corp",17.27,0.21,+1.23%,17.33,17.06,530500,08/21/18
FCFS,"First Cash Fin Svcs",81.5,1.3,+1.62%,81.95,80.15,209700,08/21/18
FCN,"Fti Consulting",77.49,1.06,+1.39%,78.04,76.81,484600,08/21/18
FCPT,"Four Corners Property Trust In",27.03,-0.21,-0.77%,27.33,26.93,444300,08/21/18
FELE,"Franklin Electric Co",49.8,0.85,+1.74%,50.3,48.6,116200,08/21/18
FF,"Futurefuel Corp",14.74,0.17,+1.17%,14.98,14.57,92600,08/21/18
FFBC,"First Finl Bncp [Oh]",32.05,0.55,+1.75%,32.25,31.5,348300,08/21/18
FFIN,"First Finl Bkshs Inc",60.7,0.45,+0.75%,61,60.05,324200,08/21/18
FIX,"Comfort Systems USA",57.25,0.8,+1.42%,57.6,56.7,501700,08/21/18
FLOW,"SPX Flow Inc",49.19,1.09,+2.27%,49.22,47.87,166000,08/21/18
FMBI,"First Midwest Bncp",27.57,0.4,+1.47%,27.7,26.85,422100,08/21/18
FN,Fabrinet,46.75,2.75,+6.25%,48.2,45.4,1969300,08/21/18
FNSR,"Finisar Corp",19.6,0.41,+2.14%,19.75,19.22,1820700,08/21/18
FORM,"Formfactor Inc",13.8,0.4,+2.99%,14,13.35,390500,08/21/18
FORR,"Forrester Resrch",48.8,0.8,+1.67%,49.2,48.3,40000,08/21/18
FOSL,"Fossil Group",25.88,1.2,+4.86%,26.1,24.31,1484200,08/21/18
FOXF,"Fox Factory Cp",64.6,0.85,+1.33%,65.1,63.4,306800,08/21/18
FRAN,"Francesca's Holdings",7.15,-0.12,-1.65%,7.38,7.13,1125900,08/21/18
FRGI,"Fiesta Restaurant Gp",29.4,0,unch,29.5,29.2,146800,08/21/18
FSB,"Franklin Financial Network Inc",38.85,0.45,+1.17%,39.2,38.5,151600,08/21/18
FSP,"Franklin Street Properties",8.67,0.17,+2.00%,8.69,8.46,418909,08/21/18
FSS,"Federal Signal Corp",26.3,0.19,+0.73%,26.55,26.2,357800,08/21/18
FTD,"Ftd Companies",3.8,0.01,+0.26%,3.9,3.7,144700,08/21/18
FTK,"Flotek Industries",2.12,0,unch,2.21,2.12,799200,08/21/18
FTR,"Frontier Commun Cp",5.73,0,unch,5.94,5.7,2576400,08/21/18
FUL,"H. B. Fuller Company",58.32,0.48,+0.83%,58.86,57.99,223600,08/21/18
FWRD,"Foward Air Corp",64.34,0.62,+0.97%,64.69,63.71,175000,08/21/18
GBCI,"Glacier Bancorp Inc",45.31,0.55,+1.23%,45.41,44.78,382600,08/21/18
GBX,"Greenbrier Companies",59.1,1.3,+2.25%,59.15,57.85,336000,08/21/18
GCI,"Gannett Co. Inc",10.67,0.18,+1.72%,10.73,10.51,1233600,08/21/18
GCO,"Genesco Inc",46.2,0.8,+1.76%,46.42,44.82,325100,08/21/18
GDOT,"Green Dot Corp",85.01,0.31,+0.37%,85.39,84.34,240300,08/21/18
GEOS,"Geospace Technologie",13.85,-0.06,-0.43%,14.44,13.76,64400,08/21/18
GES,"Guess Inc",23.31,0.01,+0.04%,23.59,23.1,553700,08/21/18
GFF,"Griffon Corp",18.55,0.6,+3.34%,18.58,17.95,182300,08/21/18
GHL,"Greenhill & Co. Inc",29.75,-0.1,-0.34%,30,29.5,266100,08/21/18
GIFI,"Gulf Island Fab",9.6,0.15,+1.59%,9.8,9.4,48400,08/21/18
GIII,"G-III Apparel Gp I",45.93,1.49,+3.35%,46.18,44.53,657800,08/21/18
GLT,Glatfelter,16.66,0.24,+1.46%,16.78,16.43,205900,08/21/18
GME,"Gamestop Corp",16.49,0.64,+4.04%,16.57,15.82,5193200,08/21/18
GNBC,"Green Bancorp",24.35,0.1,+0.41%,24.55,24.25,150900,08/21/18
GNL,"Global Net Lease Inc",21.53,-0.1,-0.46%,21.82,21.44,617800,08/21/18
GOV,"Government Properties Income Trust",17,0.22,+1.31%,17.17,16.65,1045900,08/21/18
GPI,"Group 1 Automotive",80.08,0.73,+0.92%,81.16,79.58,292200,08/21/18
GPRE,"Green Plains Inc",18.15,0.2,+1.11%,18.35,17.92,611600,08/21/18
GTLS,"Chart Industries In",77.62,0.54,+0.70%,78.22,76.72,219900,08/21/18
GTY,"Getty Realty Corp",29.11,-0.14,-0.48%,29.27,28.91,107900,08/21/18
GWB,"Great Western Bancorp Inc",44.22,0.69,+1.59%,44.4,43.72,247100,08/21/18
HA,"Hawaiian Hldgs Inc",43.7,-0.25,-0.57%,44.25,43.5,418500,08/21/18
HAFC,"Hanmi Financial Cp",26.15,0.35,+1.36%,26.27,25.8,224700,08/21/18
HAYN,"Haynes Intl Inc",38.97,0.65,+1.70%,39.31,38.3,56300,08/21/18
HCI,"Homeowners Choice",41.01,-0.21,-0.51%,41.72,40.89,38200,08/21/18
HF,"HFF Inc",45.99,1.34,+3.00%,46.45,44.53,216000,08/21/18
HFWA,"Heritage Financial",36.15,0.4,+1.12%,36.45,35.6,276700,08/21/18
HI,"Hillenbrand Inc",52.7,0.7,+1.35%,53,51.9,406900,08/21/18
HIBB,"Hibbett Sports Inc",27.65,0.7,+2.60%,27.85,26.5,540700,08/21/18
HLIT,"Harmonic Inc",5.3,0.05,+0.95%,5.3,5.15,343200,08/21/18
HLX,"Helix Energy Solutions Group",9.06,0.09,+1.00%,9.24,9.05,1320900,08/21/18
HMN,"Horace Mann Educators Corp",46.5,0.35,+0.76%,46.85,46.3,170800,08/21/18
HMST,"Homestreet Inc",29.95,0.35,+1.18%,30.17,29.65,115300,08/21/18
HMSY,"Hms Hldgs Cp",31.61,0,unch,31.92,31.53,462600,08/21/18
HOPE,"Hope Bancorp Inc",17.81,0.22,+1.25%,17.92,17.57,684200,08/21/18
HPR,"Highpoint Resources Corp.",5.01,0.1,+2.04%,5.07,4.98,1437000,08/21/18
HQY,Healthequity,87.29,0.96,+1.11%,87.68,86.25,412100,08/21/18
HSC,"Harsco Corp",26.55,0.55,+2.12%,26.8,25.8,556000,08/21/18
HSII,"Heidrick & Struggl",43.5,1.65,+3.94%,43.77,42,403800,08/21/18
HSKA,"Heska Corp",104.27,2.94,+2.90%,104.93,101.4,28100,08/21/18
HSTM,"Healthstream Inc",30.72,0.28,+0.92%,30.78,30.38,102300,08/21/18
HT,"Hersha Hospitality Trust",22.38,0.33,+1.50%,22.52,22.05,365100,08/21/18
HTLD,"Heartland Express",20.38,0.24,+1.19%,20.56,19.94,269900,08/21/18
HUBG,"Hub Group Inc A",51.95,0.65,+1.27%,52.1,51.15,240400,08/21/18
HVT,"Haverty Furniture Companies",22.35,-0.05,-0.22%,22.5,22.1,54700,08/21/18
HWKN,"Hawkins Inc",42,1.9,+4.74%,42,40.25,55500,08/21/18
HZO,"Marinemax Inc",20.85,0.2,+0.97%,20.95,20.5,170800,08/21/18
IBP,"Installed Building Products I",48.05,2.85,+6.31%,48.55,45.15,363500,08/21/18
IIIN,"Insteel Industries",40.77,0.94,+2.36%,41.05,39.76,181800,08/21/18
IIVI,"I I V I Inc",46.8,1,+2.18%,46.9,45.7,421300,08/21/18
INDB,"Independent Bk Corp",90.6,0.6,+0.67%,91.5,90,103100,08/21/18
INGN,"Inogen Inc",233.67,2.1,+0.91%,236.68,231.97,136000,08/21/18
INN,"Summit Hotel Properties",13.69,0.09,+0.66%,13.75,13.55,527600,08/21/18
INTL,"Intl Fcstone Inc",55.25,0.45,+0.82%,55.4,54.44,59800,08/21/18
INVA,"Innoviva Inc",14.08,0,unch,14.21,13.91,1414100,08/21/18
IOSP,"Innospec Inc",77.6,0.45,+0.58%,78.4,77.2,106200,08/21/18
IPAR,"Inter Parfums Inc",65.5,0.45,+0.69%,65.65,64.58,77700,08/21/18
IPHS,"Innophos Hldngs Inc",43.68,-0.01,-0.02%,44.18,43.35,59800,08/21/18
IRBT,"Irobot Corp",101.91,4.61,+4.74%,103.17,96.12,1339200,08/21/18
IRDM,"Iridium Comm Inc",20.85,0.15,+0.72%,21.2,20.65,982400,08/21/18
IRT,"Independence Realty Trust Inc",10.29,0,unch,10.37,10.27,497200,08/21/18
ITG,"Investment Technology Group",21.91,-0.21,-0.95%,22.11,21.88,211600,08/21/18
ITGR,"Integer Holdings Corp",73.4,1.25,+1.73%,73.6,72.15,375700,08/21/18
ITRI,"Itron Inc",64.4,1.25,+1.98%,64.57,63.4,223100,08/21/18
IVC,"Invacare Corp",15.9,0.15,+0.95%,16,15.7,252700,08/21/18
IVR,"Invesco Mortgage Capital Inc",16.34,0.09,+0.55%,16.36,16.26,627500,08/21/18
JBSS,"John B Sanfilippo",77.67,-0.81,-1.03%,78.49,77.3,46600,08/21/18
JBT,"John Bean Technologies Corp",113.05,2.35,+2.12%,113.8,110.85,107900,08/21/18
JCP,"J.C. Penney Company Inc",1.74,0.07,+4.19%,1.75,1.65,12503101,08/21/18
JJSF,"J J Snack Foods",145.3,-0.31,-0.21%,146.41,143.07,42100,08/21/18
JRVR,"James River Gp HD",41.14,0.6,+1.48%,41.25,40.49,115800,08/21/18
