Symbol,Name,Last,Opinion,"20D Rel Str","20D His Vol","20D Avg Vol","52W Low","52W High"
ANIK,"Anika Therapeutics",41.75,"40% Buy",59.51%,65.26%,182475,28.54,69.81
ANIP,"ANI Pharma Inc",55.82,"56% Sell",25.60%,53.27%,138555,44.6,74.7
APEI,"American Pub. Edu.",34.9,"80% Sell",27.14%,84.88%,134350,17.4,46.15
APOG,"Apogee Entrpr Inc",48.9,"32% Buy",52.61%,20.62%,140970,37.24,51.33
ARCB,"Arcbest Corp",45.75,"8% Sell",49.54%,45.16%,315090,25.02,50.45
ARI,"Apollo Commercial Real Estate",19.17,"100% Buy",60.09%,9.00%,1102445,17.56,19.2
AROC,"Archrock Inc",11.95,"32% Sell",42.10%,35.27%,669645,8.25,13.75
ARR,"Armour Residential R",23.78,"72% Buy",59.34%,11.47%,486650,21.4,27.55
ASGN,"On Assignment",91.27,"64% Buy",59.81%,32.28%,315655,44.66,94.25
ASIX,"Advansix Inc",33.15,"80% Sell",34.72%,43.72%,202625,30.33,46.51
ASNA,"Ascena Retail Grp",4.69,"96% Buy",67.06%,51.47%,1813105,1.69,4.95
ASTE,"Astec Inds Inc",46.25,"80% Sell",34.16%,86.96%,290425,44.92,64.8
ATNI,"Atn International",72.25,"96% Buy",71.03%,74.79%,53690,49.34,73.43
ATU,"Actuant Corp",28.9,"88% Buy",59.00%,19.33%,286770,21.5,30.05
AVA,"Avista Corp",51.29,"8% Sell",52.25%,4.97%,415500,47.5,52.91
AVAV,"Aerovironment Inc",83.55,"100% Buy",73.03%,25.13%,255115,37.01,84.69
AVD,"American Vanguard Corp",19.7,"72% Sell",36.67%,30.08%,65410,18.01,24
AVP,"Avon Products",2.05,"72% Buy",69.67%,56.68%,7240000,1.38,2.99
AWR,"American States Water Company",60.04,"24% Buy",54.06%,19.01%,202570,47.53,61.66
AXE,"Anixter International Inc",71.4,"40% Buy",55.34%,50.28%,248215,56.25,88.85
AXL,"American Axle & Manufacturing",16.69,"8% Buy",51.20%,40.25%,1892825,13.38,20.27
AZZ,"Azz Inc",54,"40% Buy",59.85%,15.01%,133545,39.5,56.05
B,"Barnes Group",67.07,"64% Buy",61.65%,33.70%,204900,52.42,72.87
BABY,"Natus Medical Inc",36.7,"72% Buy",56.33%,37.05%,354375,28,43.6
BANC,"First Pactrust Bancorp",19.85,"64% Buy",51.47%,31.68%,433595,17.1,23.4
BANR,"Banner Corp",65.87,"96% Buy",64.52%,17.36%,144110,52.2,66.46
BCC,"Boise Cascade L.L.C.",45.3,"48% Buy",54.63%,26.38%,441720,28,49.3
BCOR,"Blucora Inc",34.95,Hold,45.03%,38.39%,398425,19.05,40.6
BCPC,"Balchem Cp",100.76,"40% Buy",53.62%,25.58%,87640,70.23,104.59
BEAT,"Biotelemetry Inc",55.4,"64% Buy",60.98%,52.33%,465095,23.3,58.5
BEL,"Belmond Ltd",15.95,"96% Buy",81.21%,106.00%,736215,10.3,16.2
BELFB,"Bel Fuse Inc Cl B",25.8,"96% Buy",64.03%,52.67%,16290,17.1,33.45
BFS,"Saul Centers",59.08,"100% Buy",70.52%,20.79%,35445,46.71,65.43
BGFV,"Big 5 Sporting",5.7,"88% Sell",33.35%,43.80%,306385,5.05,9.75
BGG,"Briggs & Stratton Corp",19.64,"56% Buy",65.45%,39.78%,371440,16.26,27.34
BGS,"B&G Foods Holdings",31.6,"64% Buy",55.50%,19.29%,670555,22,39.75
BHE,"Benchmark Electronics",25.45,"56% Sell",38.02%,68.50%,440420,23.98,35.8
BHLB,"Berkshire Hills Bancorp",41.8,"40% Buy",55.13%,17.75%,185580,32.85,44.25
BJRI,"Bj's Restaurants Inc",65.45,"80% Buy",60.90%,34.45%,363785,28,73.05
BKE,"Buckle Inc",26.45,"64% Buy",55.73%,44.14%,372485,13.5,28.8
BKS,"Barnes & Noble",6.2,"80% Buy",57.60%,22.16%,921435,4.1,8
BLD,"Topbuild Corp",73.77,"96% Sell",43.54%,45.52%,355715,54.52,87.21
BMI,"Badger Meter",52.05,"40% Buy",59.99%,23.86%,131000,41,53.3
BNED,"Barnes & Noble Education Inc C",6.24,"16% Buy",57.47%,40.63%,264420,4.99,9.1
BOFI,"Bofi Holding Inc",37.82,"88% Sell",42.43%,46.28%,738835,24.2,45.18
BPFH,"Boston Pvt Finl Hldg",13.95,"88% Sell",31.09%,16.51%,454350,13.77,17.85
BRC,"Brady Corp",37.95,"8% Sell",50.29%,18.47%,224555,31.7,40.9
BRKL,"Brookline Bancorp",18.05,"24% Sell",45.83%,14.41%,285775,13.6,19.35
BRKS,"Brooks Automation",28.96,"64% Sell",39.28%,32.01%,619885,21.75,36.45
BRS,"Bristow Group Inc",10.64,"96% Sell",30.63%,50.31%,776420,7.18,18.91
CACI,"Caci International",189.4,"100% Buy",68.28%,25.55%,131390,118.1,191.73
CAL,"Caleres Inc",35.73,"72% Buy",54.74%,30.54%,266420,22.39,37.1
CALM,"Cal-Maine Foods In",49.7,"48% Buy",62.78%,20.34%,403070,34.03,52.3
CAMP,"Calamp Corp",23.27,"64% Buy",53.42%,16.76%,297325,17.52,25.45
CASH,"Meta Financial Grp",87.4,"96% Sell",33.67%,29.41%,69695,60.7,117.97
CATM,"Cardtronics Inc",34.15,"96% Buy",69.62%,91.77%,572785,15.8,34.36
CATO,"Cato Corp",23.52,"24% Sell",45.86%,38.23%,281935,10.76,26.88
CBB,"Cincinnati Bell Inc",12.45,"72% Sell",45.35%,124.91%,612765,9.9,22.2
CBL,"Cbl & Associates Properties",4.47,"56% Sell",39.00%,66.23%,3678525,3.8,9.1
CBM,"Cambrex Corp",63.2,"64% Buy",63.03%,36.92%,440065,42.55,67.75
CBU,"Community Bank System",65.33,"100% Buy",62.21%,18.81%,197450,48.89,65.58
CCMP,"Cabot Microelectron",106.96,"48% Sell",32.63%,37.06%,194575,68,123.76
CCOI,"Cogent Comm Hldgs",53.15,"48% Buy",55.34%,17.45%,232780,35.75,57.65
CCRN,"Cross Ctry Hlthcr",9.45,"72% Sell",37.34%,137.14%,385855,7.41,14.65
CDR,"Cedar Shopping Centers Inc",4.52,"16% Sell",45.52%,30.07%,324225,3.54,6.29
CECO,"Career Education",16.87,"8% Sell",46.64%,28.35%,385750,8.52,19.07
CEIX,"Consol Energy Inc",41.76,"32% Buy",49.30%,49.42%,373730,19.51,48.12
CENT,"Central Garden",39.01,"72% Sell",34.34%,21.05%,200980,33.2,45.02
CENTA,"Central Garden & Pet",36.09,"64% Sell",33.67%,22.01%,540635,32.2,41.97
CENX,"Century Aluminum C",12.1,"88% Sell",38.70%,57.85%,1779430,11.04,24.77
CEVA,"Ceva Inc",28.25,"88% Sell",39.32%,67.28%,177800,26.1,51.8
CHCO,"City Holding Co",81.33,"72% Buy",58.88%,15.91%,50210,58.8,82.75
CHCT,"Community Healthcare Trust Inc",31.67,"72% Buy",63.41%,20.94%,117240,22.41,32.81
CHS,"Chico's Fas",9.99,"64% Buy",62.50%,38.45%,2074685,6.96,10.9
CHSP,"Chesapeake Lodging Trust",32.13,"32% Buy",52.63%,19.44%,229035,24.43,32.95
CHUY,"Chuy's Holdings Inc",27.5,"64% Sell",36.76%,63.46%,126130,18,34.1
CIR,"Circor International",44.36,"40% Buy",56.59%,33.57%,181950,35.16,56.37
CJ,"C&J Energy Services Inc",22.61,"72% Sell",44.61%,47.83%,812280,21.22,36.57
CKH,"Seacor Smit Inc",51.03,"72% Sell",41.74%,19.37%,113290,35.2,59
CLD,"Cloud Peak Energy Inc",2.27,"80% Sell",30.66%,57.33%,677570,2.22,5.7
CLDT,"Chatham Lodging Trust [Reit]",21.5,"48% Buy",53.81%,17.52%,254125,17.9,23.91
CLW,"Clearwater Paper Corp",27,"64% Buy",61.39%,57.64%,206845,21.55,50.6
CMO,"Capstead Mortgage Corp",8.4,"16% Sell",43.10%,13.75%,738455,8.01,9.98
CMTL,"Comtech Telecom Co",34.75,"80% Buy",58.99%,20.99%,87930,17.11,35.38
CNMD,"C O N M E D Cp",77.31,"64% Buy",56.68%,28.76%,146240,48.03,83.49
CNSL,"Consolidated Communications Holdings Inc",11.76,"16% Sell",47.42%,53.83%,722380,10.31,20.72
COHU,"Cohu Inc",26.24,"72% Buy",53.33%,34.28%,210920,17.11,27.83
COKE,"Coca Cola Bot Cons",173.5,"88% Buy",76.45%,32.44%,70760,125.08,230
COLB,"Columbia Banking Sys",42.44,"16% Buy",52.84%,19.56%,215305,35.67,48.06
CORE,"Core Mark Holding",33.49,"96% Buy",86.30%,49.41%,428935,17.1,34.79
CORT,"Corcept Therapeutics",12.5,"96% Sell",35.58%,43.03%,1523890,11.55,25.96
CPF,"Central Pacific Financial Co",28.69,"16% Sell",51.21%,15.41%,110365,27.19,33.15
CPS,"Cooper Std Hldg Inc",137.79,"56% Buy",52.77%,26.52%,157245,97.7,146.77
CPSI,"Computer Programs",27.3,"64% Sell",33.38%,63.64%,184490,25.15,34.65
CRAY,"Cray Inc",21.1,"80% Sell",34.24%,38.05%,329340,17.6,28.6
CROX,"Crocs Inc",18.18,"56% Buy",52.11%,46.25%,1163255,8.56,19.54
CRR,"Carbo Ceramics",7.52,"72% Sell",33.06%,48.66%,349595,6.09,12.69
CRVL,"Corvel Cp",58.55,"100% Buy",60.08%,31.71%,24395,46.45,61.2
CRY,Cryolife,32.05,"88% Buy",60.58%,45.43%,145600,16.8,34.15
CRZO,"Carrizo Oil & Gas",22.76,"64% Sell",35.29%,47.51%,2801915,11.1,31.57
CSGS,"C S G Sys Intl",37.8,"88% Sell",35.97%,23.44%,180760,36.38,48.82
CTB,"Cooper Tire & Rubber Company",29.5,"88% Buy",58.03%,47.19%,783270,22.58,40.78
CTRE,"Caretrust REIT Inc",18.09,"96% Buy",64.93%,21.55%,668270,12.73,19.82
CTRL,"Control4 Corp",31.6,"88% Buy",66.58%,73.06%,418930,20.5,35.99
CTS,"Cts Corp",34.6,"40% Sell",44.27%,17.91%,140160,21.55,39.2
CUB,"Cubic Corp",74.05,"96% Buy",62.80%,33.01%,113240,41.25,77.35
CUBI,"Customers Bancorp",24.76,"96% Sell",35.39%,37.74%,261945,24.3,33.85
CUTR,"Cutera Inc",33.95,"88% Sell",33.68%,73.47%,270875,30.7,56.05
CVBF,"Cvb Financial Corp",24.38,"96% Buy",59.45%,16.47%,426055,19.58,25.49
CVCO,"Cavco Inds Inc",230.15,"96% Buy",61.98%,34.91%,49655,123.1,236.7
CVGW,"Calavo Growers Inc",100,"96% Buy",61.51%,19.93%,119150,65.85,102.8
CWT,"California Water Service Group Holding",40.65,"16% Buy",51.12%,22.35%,229715,35.25,46.15
CYH,"Community Health Systems",3.35,"16% Sell",50.93%,76.44%,2645150,2.66,7.93
CYTK,Cytokinetics,7.1,"40% Sell",40.45%,54.73%,270140,6.2,15.95
DAKT,"Daktronics Inc",8.87,"48% Buy",58.78%,18.68%,173690,7.85,10.86
DAR,"Darling International Inc",19.59,"16% Sell",47.46%,20.79%,892760,15.56,20.96
DBD,"Diebold Nixdorf Inc",4.2,"96% Sell",22.86%,195.53%,4949335,3.55,23.5
DCOM,"Dime Community Bncsh",18.5,"16% Sell",46.38%,37.64%,245785,17.1,22.65
DDD,"3D Systems Corp",19.22,"96% Buy",65.89%,126.85%,4258650,7.92,20
DEA,"Easterly Government Properties",20.03,"40% Buy",56.77%,17.10%,679885,18.73,22.32
DF,"Dean Foods Company",8.72,"72% Sell",37.64%,63.35%,1713130,8.03,12.09
DFIN,"Donnelly Financial Solutions Inc",19.35,"48% Buy",53.44%,34.19%,263695,15.22,22.5
DGII,"Digi Intl Inc",12.65,"48% Sell",41.51%,24.64%,98265,8.5,14.7
DIN,"Dineequity Inc",78.37,"72% Buy",61.53%,32.33%,352085,37.11,82.62
DIOD,"Diodes Inc",37.42,"40% Buy",54.25%,20.73%,304225,26.09,38.7
DNR,"Denbury Resources",4.48,"8% Sell",50.26%,63.49%,9798510,0.92,5.56
DORM,"Dorman Products Inc",77.78,"96% Buy",64.00%,25.06%,119115,56.36,78.67
DPLO,"Diplomat Pharmacy Inc",18.88,"72% Sell",31.29%,57.34%,1831985,14.5,28.74
DRH,"Diamondrock Hospitality Company",11.78,"24% Sell",46.04%,22.05%,1901425,9.87,12.99
DSPG,"D S P Group Inc",12.15,"24% Sell",45.47%,25.72%,73845,11.3,13.95
DSW,"DSW Inc",27.84,"72% Buy",55.24%,26.69%,1087825,15.14,29.27
DXPE,"Dxp Enterprise",46.76,"96% Buy",61.42%,49.30%,91200,24.86,49.5
EBIX,"Ebix Inc",76.95,"8% Sell",43.91%,27.72%,191835,56.4,89.1
EBS,"Emergent Biosolutions",59.03,"100% Buy",62.35%,33.42%,260105,34.56,60
ECHO,"Echo Global Logistic",32.7,"40% Buy",57.99%,29.79%,513755,13.25,34.83
ECOL,"US Ecology Inc",71,"80% Buy",61.08%,44.83%,64310,44.5,73.1
ECPG,"Encore Capital Grp",40.4,"32% Buy",60.67%,44.58%,428680,35.15,52
EE,"El Paso Electric Company",63.1,"72% Buy",63.65%,11.99%,319190,48.05,64.35
EFII,"Elec Imaging Inc",33.69,"8% Buy",49.30%,28.92%,452275,25.28,43.89
EGHT,"8X8 Inc",22.35,"88% Buy",58.31%,35.47%,836575,12,23.1
EGL,"Engility Holdings Inc",33.91,"40% Buy",54.12%,29.67%,141290,21.19,36.51
EGOV,"Nic Inc",16.9,"100% Buy",57.45%,30.85%,352635,12.65,18.9
EGP,"Eastgroup Properties",97.17,"64% Buy",57.16%,17.91%,173235,77.74,98.17
EGRX,"Eagle Pharmaceutical",80.61,"64% Buy",57.02%,27.94%,244830,48.84,85.66
EHTH,"Ehealth Inc",31,"100% Buy",77.83%,54.35%,210475,13.61,32.96
EIG,"Employers Holdings Inc",44.15,"40% Buy",57.35%,29.66%,121530,38.35,50.45
ELY,"Callaway Golf Company",22.52,"88% Buy",72.40%,37.81%,1438010,12.82,23.6
ENDP,"Endo Int'l Plc",15.95,"96% Buy",75.54%,91.77%,5984550,5.27,17.34
ENSG,"The Ensign Group In",37.23,"48% Buy",53.54%,34.88%,233835,19.4,40.09
ENTA,"Enanta Pharmaceutica",89.39,"72% Sell",38.03%,89.16%,338255,37.13,127.77
ENVA,"Enova International Inc",35.05,"32% Buy",52.50%,57.42%,335105,11.15,39
EPAY,"Bottomline Tech In",60.15,"96% Buy",70.53%,28.32%,435180,28.2,61
ERA,"Era Group Inc",11.88,"64% Sell",36.08%,40.11%,48250,8.1,14.23
ESE,"Esco Technologies Inc",66.8,"96% Buy",67.85%,23.21%,90605,51.55,67.4
ESIO,"Electro Sci Inds",23.4,"80% Buy",66.85%,72.50%,917025,10.58,27.72
ESND,"Essendant Inc",14.8,"32% Buy",51.21%,66.27%,246860,7.2,17.08
ETH,"Ethan Allen Interiors Inc",22.85,Hold,45.27%,21.11%,261570,21.5,32.9
EVTC,"Evertec Inc",24,"80% Buy",57.23%,24.63%,533455,12.6,25.1
EXLS,"Exlservice Holdings",59.75,"48% Buy",52.26%,14.82%,86165,52.52,64.34
EXPO,"Exponent Inc",50.75,"64% Buy",54.42%,25.17%,191200,31.73,52.63
EXPR,"Express Inc",10.19,"56% Buy",54.22%,41.44%,1207535,5.28,11.34
EXTN,"Exterran Corp",27.41,"24% Buy",50.57%,35.63%,107070,23.29,33.69
EXTR,"Extreme Networks",6.24,"96% Sell",31.01%,137.81%,2660045,5.35,15.55
EZPW,"Ezcorp Inc",11.4,"64% Sell",43.72%,29.92%,519720,8.16,15.1
FARO,"Faro Tech Inc",66.25,"40% Buy",62.23%,59.11%,95785,32.25,70.2
FBP,"First Bancorp",8.74,"100% Buy",66.49%,22.27%,1817730,4.48,8.92
FCF,"First Commonwealth Financial Corp",17.05,"72% Buy",58.35%,26.56%,431240,12.06,17.91
FCFS,"First Cash Fin Svcs",80.15,"64% Sell",34.46%,33.37%,252605,57.75,95.4
FCN,"Fti Consulting",77.1,"32% Buy",61.83%,42.27%,544655,31.77,81.91
FCPT,"Four Corners Property Trust In",26.96,"96% Buy",74.89%,13.16%,507475,21.28,26.99
FELE,"Franklin Electric Co",48.1,"40% Buy",53.05%,36.73%,132540,37.6,49.5
FF,"Futurefuel Corp",14.14,"40% Buy",56.16%,28.19%,46075,11.32,16.22
FFBC,"First Finl Bncp [Oh]",31.4,"16% Buy",51.41%,23.28%,310710,22.8,33.7
FFIN,"First Finl Bkshs Inc",59.7,"100% Buy",65.29%,25.37%,210640,37.31,60.05
FIX,"Comfort Systems USA",55.55,"80% Buy",70.45%,36.73%,358515,32.45,59.05
FLOW,"SPX Flow Inc",46.34,"48% Buy",53.40%,47.68%,195045,31.1,54.92
FMBI,"First Midwest Bncp",27,"56% Buy",55.30%,16.49%,420985,20.5,27.4
FN,Fabrinet,43.46,"100% Buy",68.98%,25.79%,311485,24.02,44
FNSR,"Finisar Corp",18.9,"80% Buy",61.65%,28.89%,1969415,14.25,25.44
FORM,"Formfactor Inc",13.55,"32% Sell",47.83%,43.39%,508285,11.1,18.65
FORR,"Forrester Resrch",47.45,"96% Buy",65.45%,23.45%,44420,36.95,47.9
FOSL,"Fossil Group",23.98,"32% Sell",45.13%,84.23%,2092995,5.5,32.17
FOXF,"Fox Factory Cp",64.85,"88% Buy",74.52%,80.47%,252760,33.2,68.3
FRAN,"Francesca's Holdings",7.32,"32% Sell",47.85%,39.28%,645080,4.51,8.48
FRGI,"Fiesta Restaurant Gp",28.75,"24% Buy",52.73%,21.54%,203510,15.5,30.88
FSB,"Franklin Financial Network Inc",38.85,"64% Buy",56.39%,17.74%,104420,30.3,40.3
FSP,"Franklin Street Properties",8.27,"16% Sell",45.20%,22.18%,291865,7.08,11
FSS,"Federal Signal Corp",26.17,"96% Buy",59.72%,65.95%,281015,17.95,28.32
FTD,"Ftd Companies",3.75,"40% Sell",42.89%,103.10%,334930,3.25,13.95
FTK,"Flotek Industries",2.01,"96% Sell",24.31%,107.51%,756080,2.01,6.77
FTR,"Frontier Commun Cp",5.35,"24% Sell",46.76%,68.76%,3795025,4.52,14.34
FUL,"H. B. Fuller Company",57.22,"40% Buy",56.98%,17.09%,255845,46.62,58.74
FWRD,"Foward Air Corp",63.24,"80% Buy",57.39%,33.34%,134045,49.88,64.99
GBCI,"Glacier Bancorp Inc",44.49,"88% Buy",62.95%,28.43%,402590,31.38,44.74
GBX,"Greenbrier Companies",57.3,"16% Buy",55.65%,24.64%,431795,41.95,60.15
GCI,"Gannett Co. Inc",10.2,"24% Sell",47.34%,24.43%,915540,7.94,12.38
GCO,"Genesco Inc",41.9,"40% Buy",52.47%,27.68%,247240,20.9,45.9
GDOT,"Green Dot Corp",84.75,"96% Buy",62.57%,26.61%,333290,46.12,85.69
GEOS,"Geospace Technologie",13.48,"16% Sell",48.85%,32.07%,75150,9.18,18.71
GES,"Guess Inc",22.77,Hold,51.26%,52.13%,539750,11.98,26.15
GFF,"Griffon Corp",17.8,"32% Sell",46.40%,30.06%,192465,16.8,24.5
GHL,"Greenhill & Co. Inc",30.25,"24% Sell",45.80%,21.96%,360590,13.8,33.45
GIFI,"Gulf Island Fab",9.6,"40% Buy",51.87%,50.21%,52930,6.9,13.95
GIII,"G-III Apparel Gp I",42.1,"48% Sell",41.80%,42.27%,371665,22.66,51.2
GLT,Glatfelter,16.45,"88% Sell",38.38%,82.60%,351505,15.3,23.85
GME,"Gamestop Corp",15.22,"72% Buy",54.32%,20.59%,2115250,12.2,22.12
GNBC,"Green Bancorp",24.35,"72% Buy",57.41%,35.16%,314925,19.5,25.15
GNL,"Global Net Lease Inc",20.98,"8% Buy",50.41%,27.59%,654285,15.55,22.53
GOV,"Government Properties Income Trust",16.68,"100% Buy",63.04%,31.89%,820270,11.87,19.6
GPI,"Group 1 Automotive",77.02,"88% Buy",61.46%,39.75%,307360,51.62,84.47
GPRE,"Green Plains Inc",16.9,"64% Sell",45.33%,32.57%,800620,15.25,21.9
GTLS,"Chart Industries In",76.54,"40% Buy",60.27%,21.72%,344965,32.54,80.31
GTY,"Getty Realty Corp",29.14,"64% Buy",62.54%,13.43%,86190,22.68,29.89
GWB,"Great Western Bancorp Inc",42.94,"48% Buy",53.74%,25.26%,226015,33.27,46.03
HA,"Hawaiian Hldgs Inc",42.5,"80% Buy",62.99%,42.32%,730990,32.4,44.3
HAFC,"Hanmi Financial Cp",25.6,"40% Sell",39.46%,38.15%,212135,24.25,33.1
HAYN,"Haynes Intl Inc",37.76,"48% Sell",39.05%,27.11%,59805,29.31,45.14
HCI,"Homeowners Choice",40.98,"40% Sell",47.43%,33.44%,37110,27.11,44.25
HF,"HFF Inc",44,"48% Buy",64.38%,49.31%,355085,32.99,51.74
HFWA,"Heritage Financial",35.6,"32% Buy",53.85%,23.48%,257185,25.25,37.38
HI,"Hillenbrand Inc",51.9,"88% Buy",62.59%,22.08%,244430,34.65,52.8
HIBB,"Hibbett Sports Inc",25.8,"72% Buy",59.15%,36.21%,491165,9.4,29.5
HLIT,"Harmonic Inc",5.25,"88% Buy",66.49%,46.38%,423595,2.8,5.32
HLX,"Helix Energy Solutions Group",8.92,"8% Buy",50.94%,42.27%,1698975,5.44,10.41
HMN,"Horace Mann Educators Corp",45.4,"32% Buy",54.51%,16.28%,93710,33.85,47.65
HMST,"Homestreet Inc",29.27,"16% Buy",51.67%,22.45%,114590,24,32.6
HMSY,"Hms Hldgs Cp",31.56,"96% Buy",84.50%,54.26%,700810,11.01,31.58
HOPE,"Hope Bancorp Inc",17.46,"16% Sell",49.26%,17.18%,647965,16.74,19.86
HPR,"Highpoint Resources Corp.",4.86,"96% Sell",30.85%,58.46%,1946400,2.66,7.6
HQY,Healthequity,86.86,"100% Buy",65.38%,38.59%,312895,40.21,87.79
HSC,"Harsco Corp",24.65,"24% Buy",52.56%,27.57%,392920,15.55,26.75
HSII,"Heidrick & Struggl",41.35,"72% Buy",58.86%,68.29%,186300,17.9,44.35
HSKA,"Heska Corp",100.2,"32% Sell",46.40%,31.46%,40930,56.59,111.34
HSTM,"Healthstream Inc",30.21,"96% Buy",59.84%,31.90%,146415,21.15,30.89
HT,"Hersha Hospitality Trust",21.91,"64% Buy",54.31%,19.36%,343310,16.6,22.57
HTLD,"Heartland Express",19.66,"64% Buy",53.65%,35.24%,617080,17.38,25.22
HUBG,"Hub Group Inc A",50.75,"48% Buy",51.79%,45.66%,416480,35.05,56.6
HVT,"Haverty Furniture Companies",22,"64% Buy",59.61%,23.67%,81310,17.7,27.23
HWKN,"Hawkins Inc",39.55,"40% Buy",56.66%,53.62%,21735,30.55,42.6
HZO,"Marinemax Inc",20,"32% Sell",49.80%,39.79%,369930,14.6,25.05
IBP,"Installed Building Products I",49.85,"96% Sell",39.61%,37.60%,185025,47.4,79.4
IIIN,"Insteel Industries",40.49,"24% Buy",57.12%,30.89%,206010,23.2,43.78
IIVI,"I I V I Inc",45.8,"48% Buy",55.08%,60.49%,680320,34.05,53.08
INDB,"Independent Bk Corp",90.3,"72% Buy",66.28%,30.90%,107325,65.25,95
INGN,"Inogen Inc",233.01,"96% Buy",67.96%,41.39%,228815,91.8,242.1
INN,"Summit Hotel Properties",13.55,"64% Sell",41.33%,20.03%,497975,12.77,16.39
INTL,"Intl Fcstone Inc",55.09,"56% Buy",56.36%,25.06%,44690,33.11,57
INVA,"Innoviva Inc",14.08,"24% Sell",49.33%,24.81%,728335,11.47,17.99
IOSP,"Innospec Inc",75.8,"56% Sell",44.41%,30.43%,109270,54.1,83.2
IPAR,"Inter Parfums Inc",64.5,"96% Buy",71.15%,29.11%,105675,37.45,64.75
IPHS,"Innophos Hldngs Inc",43.63,"72% Sell",34.84%,26.13%,79715,38.66,51.34
IRBT,"Irobot Corp",89.85,"96% Buy",65.90%,65.97%,1076680,55.77,102.64
IRDM,"Iridium Comm Inc",20,"88% Buy",63.62%,36.07%,1050330,9.68,20.52
IRT,"Independence Realty Trust Inc",10.22,"48% Buy",54.76%,18.07%,424185,8.26,10.63
ITG,"Investment Technology Group",22.29,"72% Buy",52.32%,44.60%,214520,17.63,23.96
ITGR,"Integer Holdings Corp",70.8,"32% Buy",54.20%,20.27%,282055,42.5,76.85
ITRI,"Itron Inc",61.85,Hold,52.34%,32.42%,268270,55.26,79.95
