Symbol,Name,Last,"Wtd Alpha","YTD %Chg","1M %Chg","3M %Chg","52W %Chg"
AMED,"Amedisys Inc",95.39,+91.20,+80.97%,+10.97%,+42.37%,+62.53%
AMN,"Amn Healthcare Services Inc",61.5,+61.00,+24.87%,+3.10%,-7.93%,+65.77%
AMPH,"Amphastar Pharma",16.64,-10.80,-13.51%,-1.89%,-14.58%,-6.20%
AMSF,"Amerisafe Inc",61.25,+7.90,-0.57%,+0.91%,+10.16%,+8.02%
AMWD,"Amer Woodmark Cp",87.6,-25.50,-32.74%,-10.43%,-2.61%,-11.65%
ANDE,"Andersons Inc",35,+5.70,+12.36%,+0.72%,+3.70%,+1.89%
ANF,"Abercrombie & Fitch Company",26.87,+132.90,+54.16%,+4.51%,-2.11%,+181.66%
ANGO,"Angiodynamics Inc",21.55,+39.00,+29.59%,-2.44%,+7.00%,+41.22%
ANIK,"Anika Therapeutics",34.12,-25.80,-36.71%,-26.02%,-25.06%,-29.17%
ANIP,"ANI Pharma Inc",70.56,+43.90,+9.48%,+5.00%,+16.36%,+45.97%
APEI,"American Pub. Edu.",44.25,+76.80,+76.65%,+0.68%,+4.73%,+89.91%
APOG,"Apogee Entrpr Inc",48.99,-0.10,+7.13%,+11.06%,+18.08%,-9.34%
ARCB,"Arcbest Corp",46.7,+64.90,+30.63%,+0.32%,+34.78%,+110.36%
ARI,"Apollo Commercial Real Estate",18.86,+4.40,+2.22%,-0.16%,+5.66%,+4.78%
AROC,"Archrock Inc",12.9,+24.80,+22.86%,+7.95%,+23.44%,+5.31%
ARR,"Armour Residential R",23.14,-8.30,-10.03%,+0.70%,+1.54%,-7.29%
ASGN,"On Assignment",84.57,+55.00,+31.59%,+3.32%,-0.93%,+56.32%
ASIX,"Advansix Inc",40.08,+14.90,-4.73%,+1.29%,+7.08%,+15.37%
ASNA,"Ascena Retail Grp",3.7,+45.10,+57.45%,-6.80%,+65.18%,+62.28%
ASTE,"Astec Inds Inc",61.67,+14.40,+5.42%,+2.39%,+6.40%,+9.13%
ATNI,"Atn International",55.17,-13.70,-0.16%,-0.18%,-16.96%,-17.04%
ATU,"Actuant Corp",28.05,+19.80,+10.87%,+8.09%,+14.49%,+14.26%
AVA,"Avista Corp",50.4,-4.20,-2.12%,-4.56%,-3.10%,+16.32%
AVAV,"Aerovironment Inc",74.94,+80.00,+33.44%,+29.70%,+32.10%,+95.97%
AVD,"American Vanguard Corp",21.85,+14.20,+11.20%,-2.24%,-5.82%,+14.40%
AVP,"Avon Products",1.47,-62.10,-31.63%,-5.16%,-47.87%,-59.62%
AWR,"American States Water Company",60.84,+24.20,+5.06%,+6.09%,+10.68%,+26.51%
AXE,"Anixter International Inc",66,-10.40,-13.16%,-0.23%,-15.60%,-16.72%
AXL,"American Axle & Manufacturing",16.47,+4.40,-3.29%,-9.06%,+5.98%,-1.02%
AZZ,"Azz Inc",54.55,+14.30,+6.75%,+21.22%,+20.69%,+4.60%
B,"Barnes Group",61.88,+0.60,-2.20%,+7.13%,-0.99%,+1.33%
BABY,"Natus Medical Inc",32.55,-15.40,-14.79%,-9.96%,-10.21%,-15.78%
BANC,"First Pactrust Bancorp",19.25,-4.50,-6.78%,-1.79%,+4.05%,-6.33%
BANR,"Banner Corp",61.89,+12.70,+12.28%,-0.18%,+10.58%,+10.56%
BCC,"Boise Cascade L.L.C.",45.95,+50.50,+15.16%,+0.66%,+9.14%,+54.71%
BCOR,"Blucora Inc",38.05,+77.30,+72.17%,-3.30%,+40.67%,+80.33%
BCPC,"Balchem Cp",100.47,+33.40,+24.65%,+1.55%,+12.52%,+28.61%
BEAT,"Biotelemetry Inc",50.3,+67.30,+68.23%,+10.19%,+48.38%,+42.70%
BEL,"Belmond Ltd",11.45,-13.00,-6.53%,-4.58%,+3.15%,-13.26%
BELFB,"Bel Fuse Inc Cl B",22.6,-7.60,-10.23%,+3.20%,+12.44%,-11.89%
BFS,"Saul Centers",53.72,-9.30,-13.00%,+6.40%,+8.48%,-11.48%
BGFV,"Big 5 Sporting",6.85,-33.00,-9.87%,-17.96%,-18.93%,-43.15%
BGG,"Briggs & Stratton Corp",16.84,-34.10,-33.62%,-10.23%,-19.12%,-30.21%
BGS,"B&G Foods Holdings",30.7,-12.20,-12.66%,+0.99%,+30.92%,-14.25%
BHE,"Benchmark Electronics",29.45,-10.00,+1.20%,+0.51%,-4.69%,-15.86%
BHLB,"Berkshire Hills Bancorp",40.95,+14.70,+11.89%,-3.65%,+6.92%,+12.19%
BJRI,"Bj's Restaurants Inc",64.35,+104.30,+76.79%,+7.79%,+31.19%,+85.98%
BKE,"Buckle Inc",24.75,+45.20,+4.21%,-9.01%,+10.99%,+47.32%
BKS,"Barnes & Noble",5.5,-21.90,-17.91%,-14.06%,-3.51%,-26.17%
BLD,"Topbuild Corp",83.96,+53.00,+10.85%,+0.70%,+7.12%,+58.99%
BMI,"Badger Meter",51,+17.20,+6.69%,+9.09%,+21.14%,+23.19%
BNED,"Barnes & Noble Education Inc C",5.53,-29.80,-32.89%,-14.79%,-25.27%,-29.10%
BOFI,"Bofi Holding Inc",41.3,+61.20,+38.13%,-2.59%,+0.61%,+67.48%
BPFH,"Boston Pvt Finl Hldg",15.05,-3.70,-2.59%,-12.50%,-7.10%,-1.15%
BRC,"Brady Corp",37.7,+7.80,-0.53%,-7.26%,-0.53%,+11.70%
BRKL,"Brookline Bancorp",18.55,+26.70,+18.15%,-2.62%,+13.11%,+25.76%
BRKS,"Brooks Automation",32.43,+32.70,+35.97%,-6.84%,+24.63%,+25.99%
BRS,"Bristow Group Inc",14.25,+54.80,+5.79%,+4.40%,-13.43%,+80.15%
CACI,"Caci International",178.5,+44.30,+34.87%,+6.66%,+12.37%,+38.48%
CAL,"Caleres Inc",36.26,+36.40,+8.30%,+7.31%,+7.47%,+36.11%
CALM,"Cal-Maine Foods In",45.6,+17.40,+2.59%,-9.88%,-7.13%,+28.27%
CAMP,"Calamp Corp",23.22,+17.50,+8.35%,+3.13%,-1.36%,+20.69%
CASH,"Meta Financial Grp",97.6,+7.10,+5.34%,-7.88%,-13.90%,+7.37%
CATM,"Cardtronics Inc",26.89,+3.40,+45.19%,+7.82%,+5.29%,-15.65%
CATO,"Cato Corp",25.6,+80.60,+60.80%,+3.23%,+53.57%,+49.97%
CBB,"Cincinnati Bell Inc",13.55,-25.00,-35.01%,-6.87%,-9.67%,-24.72%
CBL,"Cbl & Associates Properties",5.36,-27.10,-5.30%,-5.13%,+29.16%,-39.02%
CBM,"Cambrex Corp",55.7,+1.80,+16.04%,+20.56%,+1.18%,-4.87%
CBU,"Community Bank System",62.02,+18.00,+15.39%,+1.13%,+14.64%,+13.32%
CCMP,"Cabot Microelectron",117.87,+49.70,+25.29%,+5.81%,+11.88%,+48.49%
CCOI,"Cogent Comm Hldgs",52.75,+21.80,+16.45%,-4.35%,+10.36%,+22.25%
CCRN,"Cross Ctry Hlthcr",11.96,-4.70,-6.27%,-4.47%,-1.73%,-4.17%
CDR,"Cedar Shopping Centers Inc",4.89,-2.90,-19.57%,+8.91%,+31.81%,-4.86%
CECO,"Career Education",18.78,+110.30,+55.46%,+13.54%,+39.32%,+101.50%
CEIX,"Consol Energy Inc",42.05,+81.50,+6.43%,+2.96%,+20.45%,+81.09%
CENT,"Central Garden",43.94,+30.60,+12.90%,-0.16%,+7.96%,+34.33%
CENTA,"Central Garden & Pet",40.91,+25.90,+8.49%,-0.82%,+5.60%,+30.79%
CENX,"Century Aluminum C",13.09,-33.80,-33.35%,-16.89%,-28.51%,-25.96%
CEVA,"Ceva Inc",32.9,-29.90,-28.71%,+3.46%,-7.71%,-30.22%
CHCO,"City Holding Co",77.59,+20.80,+15.00%,-0.73%,+3.73%,+18.12%
CHCT,"Community Healthcare Trust Inc",29.98,+24.50,+6.69%,+6.12%,+16.52%,+20.16%
CHS,"Chico's Fas",8.93,-0.80,+1.25%,+5.81%,-9.34%,+2.64%
CHSP,"Chesapeake Lodging Trust",32.72,+34.40,+20.78%,+3.45%,+11.29%,+29.07%
CHUY,"Chuy's Holdings Inc",33.7,+52.10,+20.14%,+8.89%,+23.44%,+38.40%
CIR,"Circor International",40.38,-29.50,-17.05%,-5.63%,-11.66%,-31.96%
CJ,"C&J Energy Services Inc",22.13,-33.00,-33.88%,-9.93%,-25.03%,-35.22%
CKH,"Seacor Smit Inc",54.5,+46.70,+17.91%,-2.00%,-5.74%,+48.50%
CLD,"Cloud Peak Energy Inc",3.29,-14.20,-26.07%,-11.56%,+2.17%,-7.06%
CLDT,"Chatham Lodging Trust [Reit]",21.98,+8.50,-3.43%,+8.17%,+13.83%,+6.80%
CLW,"Clearwater Paper Corp",23.75,-46.70,-47.69%,+0.64%,-41.29%,-52.17%
CMO,"Capstead Mortgage Corp",8.64,-13.50,-0.12%,-7.00%,-1.37%,-14.96%
CMTL,"Comtech Telecom Co",34.06,+68.50,+53.98%,+5.42%,+7.01%,+80.98%
CNMD,"C O N M E D Cp",73.75,+51.00,+44.69%,-0.70%,+17.06%,+44.35%
CNSL,"Consolidated Communications Holdings Inc",12.34,-28.60,+1.19%,-7.46%,+11.33%,-31.17%
COHU,"Cohu Inc",26.24,+37.40,+19.54%,+6.19%,+17.14%,+33.40%
COKE,"Coca Cola Bot Cons",136.42,-43.90,-36.63%,+4.19%,-19.44%,-42.29%
COLB,"Columbia Banking Sys",41.95,+4.20,-3.43%,-3.25%,-4.16%,+6.73%
CORE,"Core Mark Holding",24.16,-21.60,-23.50%,+8.58%,+13.85%,-33.72%
CORT,"Corcept Therapeutics",13.22,+7.70,-26.80%,-18.77%,-27.24%,+2.64%
CPF,"Central Pacific Financial Co",29.02,-6.40,-2.72%,-2.65%,-2.12%,-6.84%
CPLA,"Capella Education Co",104.9,+29.30,+35.53%,+5.69%,+11.77%,+18.67%
CPS,"Cooper Std Hldg Inc",136.04,+30.60,+11.05%,-3.58%,+5.79%,+25.13%
CPSI,"Computer Programs",33.95,+13.90,+12.98%,+1.49%,+11.13%,+7.95%
CRAY,"Cray Inc",26.65,+43.30,+10.12%,+2.70%,+17.66%,+37.02%
CROX,"Crocs Inc",18.06,+122.00,+42.88%,-5.40%,+14.38%,+135.77%
CRR,"Carbo Ceramics",9.37,+31.10,-7.96%,+14.55%,+11.81%,+21.69%
CRVL,"Corvel Cp",55.4,+14.80,+4.73%,+4.04%,+7.16%,+14.70%
CRY,Cryolife,29.75,+67.60,+55.35%,+2.59%,+27.14%,+52.96%
CRZO,"Carrizo Oil & Gas",28.93,+95.10,+35.95%,+2.01%,+52.58%,+68.69%
CSGS,"C S G Sys Intl",41.14,-2.70,-6.12%,-4.97%,-8.35%,-1.60%
CTB,"Cooper Tire & Rubber Company",25.8,-34.30,-27.02%,-7.03%,-7.19%,-31.20%
CTRE,"Caretrust REIT Inc",17.3,unch,+3.22%,+4.34%,+30.96%,-4.89%
CTRL,"Control4 Corp",24.86,+1.20,-16.47%,-2.93%,+14.62%,+5.47%
CTS,"Cts Corp",37.65,+75.20,+46.21%,+8.35%,+28.50%,+65.86%
CUB,"Cubic Corp",69.1,+43.60,+17.22%,+3.13%,+4.14%,+43.66%
CUBI,"Customers Bancorp",28.83,+1.50,+10.93%,-6.70%,-2.20%,+3.15%
CUTR,"Cutera Inc",43.55,+48.70,-3.97%,+1.16%,-15.11%,+62.50%
CVBF,"Cvb Financial Corp",22.8,+3.80,-3.23%,-4.16%,+2.93%,+3.31%
CVCO,"Cavco Inds Inc",224.9,+79.20,+47.38%,+7.27%,+32.10%,+70.96%
CVGW,"Calavo Growers Inc",94.15,+28.40,+11.55%,+1.78%,-3.49%,+28.88%
CWT,"California Water Service Group Holding",41.15,+4.50,-9.26%,+3.26%,+4.31%,+7.86%
CYH,"Community Health Systems",2.77,-70.80,-34.98%,-38.58%,-33.41%,-70.02%
CYTK,Cytokinetics,8.9,-20.00,+9.20%,+6.59%,+25.35%,-35.27%
DAKT,"Daktronics Inc",8.47,-15.50,-7.23%,-0.24%,-7.63%,-12.32%
DAR,"Darling International Inc",19.81,+20.30,+9.27%,+0.10%,+14.44%,+18.34%
DBD,"Diebold Nixdorf Inc",12.05,-39.90,-26.30%,-7.31%,-26.07%,-45.23%
DCOM,"Dime Community Bncsh",20,-1.80,-4.53%,-0.50%,+6.38%,-2.44%
DDD,"3D Systems Corp",15.03,+9.40,+73.96%,+4.45%,+28.90%,-16.55%
DEA,"Easterly Government Properties",19.63,-4.60,-8.01%,+0.62%,-2.92%,-4.20%
DEPO,"Depomed Inc",8.17,-6.60,+1.49%,+13.16%,+20.50%,-21.29%
DF,"Dean Foods Company",10.48,-25.40,-9.34%,+3.66%,+22.86%,-30.87%
DFIN,"Donnelly Financial Solutions Inc",20.45,-4.90,+4.93%,+15.80%,+11.32%,-13.05%
DGII,"Digi Intl Inc",13.7,+45.30,+43.46%,+6.20%,+19.13%,+34.98%
DIN,"Dineequity Inc",70.85,+51.40,+39.66%,-7.43%,-4.30%,+62.80%
DIOD,"Diodes Inc",37.85,+47.30,+32.02%,+3.56%,+21.51%,+40.34%
DNR,"Denbury Resources",4.46,+190.80,+101.81%,+8.25%,+41.59%,+207.59%
DORM,"Dorman Products Inc",74.57,+3.40,+21.97%,+4.64%,+10.85%,-3.61%
DPLO,"Diplomat Pharmacy Inc",24.93,+58.50,+24.22%,-7.36%,+18.43%,+63.69%
DRH,"Diamondrock Hospitality Company",12.29,+10.00,+8.86%,+1.15%,+10.92%,+3.10%
DSPG,"D S P Group Inc",13,+6.60,+4.00%,+14.04%,+5.26%,+6.12%
DSW,"DSW Inc",28.18,+63.80,+31.62%,+9.61%,+31.19%,+66.94%
DXPE,"Dxp Enterprise",42.55,+37.40,+43.90%,+5.56%,+12.15%,+22.02%
EBIX,"Ebix Inc",82.7,+41.60,+4.35%,+6.23%,+7.82%,+45.98%
EBS,"Emergent Biosolutions",54.67,+48.70,+17.65%,+1.54%,+0.55%,+56.69%
ECHO,"Echo Global Logistic",30.6,+67.50,+9.29%,-2.39%,+2.17%,+63.64%
ECOL,"US Ecology Inc",65,+30.90,+27.45%,+5.26%,+15.66%,+23.81%
ECPG,"Encore Capital Grp",36.7,-15.20,-12.83%,-3.42%,-17.71%,-9.27%
EE,"El Paso Electric Company",61.45,+20.00,+11.02%,+5.95%,+24.14%,+18.51%
EFII,"Elec Imaging Inc",34.91,+24.90,+18.22%,+1.81%,+18.94%,-28.01%
EGHT,"8X8 Inc",21.65,+61.20,+53.55%,+9.62%,+7.18%,+59.78%
EGL,"Engility Holdings Inc",35.08,+30.20,+23.65%,+19.44%,+28.73%,+18.31%
EGOV,"Nic Inc",16.3,+5.90,-1.81%,-1.21%,+13.19%,-17.05%
EGP,"Eastgroup Properties",95.78,+15.60,+8.37%,+2.12%,+13.59%,+12.66%
EGRX,"Eagle Pharmaceutical",83.86,+54.30,+56.98%,+11.35%,+52.03%,+13.97%
EHTH,"Ehealth Inc",24.34,+31.00,+40.13%,+4.78%,+54.54%,+27.43%
EIG,"Employers Holdings Inc",41.75,-4.20,-5.97%,+0.72%,+0.36%,-4.57%
ELY,"Callaway Golf Company",18.83,+47.10,+35.18%,-8.90%,+14.40%,+46.65%
ENDP,"Endo Int'l Plc",11.22,+27.30,+44.77%,+18.86%,+99.29%,-7.12%
ENSG,"The Ensign Group In",38.15,+82.40,+71.85%,-1.01%,+35.24%,+72.78%
ENTA,"Enanta Pharmaceutica",123.13,+229.90,+109.83%,+7.84%,+42.71%,+232.60%
ENVA,"Enova International Inc",38.3,+162.50,+151.97%,+6.83%,+64.73%,+132.83%
EPAY,"Bottomline Tech In",55.64,+105.50,+60.44%,+14.02%,+38.13%,+94.14%
ERA,"Era Group Inc",13.3,+43.60,+23.72%,-3.34%,+36.69%,+31.42%
ESE,"Esco Technologies Inc",60.9,+0.20,+1.08%,+4.01%,+2.10%,-2.72%
ESIO,"Electro Sci Inds",18.03,+42.70,-15.87%,+3.56%,-4.96%,+108.44%
ESND,"Essendant Inc",14.42,+11.40,+55.56%,+5.26%,+50.84%,-0.07%
ETH,"Ethan Allen Interiors Inc",24.65,-18.60,-13.81%,-1.20%,+11.79%,-20.99%
EVTC,"Evertec Inc",22.95,+45.00,+68.13%,+0.88%,+30.03%,+30.03%
EXLS,"Exlservice Holdings",62.44,+13.70,+3.46%,+4.82%,+4.84%,+12.83%
EXPO,"Exponent Inc",50.45,+58.40,+41.91%,-0.10%,+19.27%,+51.73%
EXPR,"Express Inc",10.11,+56.10,-0.39%,+1.92%,+32.68%,+60.73%
EXTN,"Exterran Corp",27.26,-5.10,-13.30%,+4.17%,-8.62%,-5.97%
EXTR,"Extreme Networks",8.89,-7.50,-28.99%,+2.30%,-18.59%,-6.52%
EZPW,"Ezcorp Inc",12.2,+36.60,unch,-5.06%,-8.61%,+52.50%
FARO,"Faro Tech Inc",57.9,+41.40,+23.19%,+6.83%,-8.31%,+48.08%
FBP,"First Bancorp",7.87,+46.30,+54.31%,-0.38%,+19.24%,+31.39%
FCF,"First Commonwealth Financial Corp",16.13,+25.90,+12.64%,-0.49%,+11.47%,+24.27%
FCFS,"First Cash Fin Svcs",92.85,+60.60,+37.66%,+2.43%,+10.54%,+60.22%
FCN,"Fti Consulting",67.44,+108.40,+56.98%,+7.01%,+32.24%,+101.13%
FCPT,"Four Corners Property Trust In",25.1,+2.70,-2.33%,+9.85%,+10.77%,-1.61%
FELE,"Franklin Electric Co",46.45,+11.50,+1.20%,+0.43%,+7.52%,+8.91%
FF,"Futurefuel Corp",13.59,-6.00,-3.55%,-4.23%,+11.21%,-9.16%
FFBC,"First Finl Bncp [Oh]",32,+19.50,+21.44%,-2.14%,+9.78%,+14.70%
FFIN,"First Finl Bkshs Inc",53.7,+27.10,+19.20%,-1.01%,+10.61%,+25.61%
FIX,"Comfort Systems USA",48.6,+35.60,+11.34%,+1.14%,+15.30%,+32.97%
FLOW,"SPX Flow Inc",44.54,+16.10,-6.33%,-0.18%,-11.66%,+19.06%
FMBI,"First Midwest Bncp",26.26,+14.70,+9.37%,-1.98%,+5.46%,+12.61%
FN,Fabrinet,40.03,+2.80,+39.48%,+10.49%,+32.33%,-11.93%
FNGN,"Financial Engines",45,+20.50,+48.51%,+0.22%,+28.94%,+17.65%
FNSR,"Finisar Corp",17.54,-30.20,-13.81%,-2.56%,+13.97%,-35.59%
FORM,"Formfactor Inc",14.2,+2.20,-9.27%,-1.05%,-1.05%,+5.97%
FORR,"Forrester Resrch",43.3,+4.30,-2.04%,+0.12%,-3.88%,+6.39%
FOSL,"Fossil Group",27.41,+134.10,+252.77%,-4.39%,+90.08%,+160.06%
FOXF,"Fox Factory Cp",51.8,+49.70,+33.33%,+17.46%,+48.00%,+37.77%
FRAN,"Francesca's Holdings",7.83,-10.10,+7.11%,+5.38%,+67.67%,-21.86%
FRGI,"Fiesta Restaurant Gp",30.55,+88.60,+60.79%,+13.15%,+56.27%,+66.94%
FSB,"Franklin Financial Network Inc",36.55,-0.70,+7.18%,-6.04%,+9.10%,-8.97%
FSP,"Franklin Street Properties",8.62,-18.10,-19.74%,+5.90%,+12.39%,-21.35%
FSS,"Federal Signal Corp",24.36,+33.40,+21.25%,+1.42%,+2.31%,+34.88%
FTD,"Ftd Companies",4.52,-71.80,-37.13%,-19.00%,-32.13%,-77.28%
FTK,"Flotek Industries",3.03,-46.70,-34.98%,-7.62%,-54.30%,-67.42%
FTR,"Frontier Commun Cp",4.92,-69.40,-27.22%,-36.43%,-42.05%,-65.57%
FUL,"H. B. Fuller Company",56.59,+11.70,+5.05%,+7.38%,+8.12%,+9.16%
FWRD,"Foward Air Corp",59.51,+11.10,+3.60%,-4.69%,+9.43%,+10.74%
GBCI,"Glacier Bancorp Inc",40.37,+14.70,+2.49%,-0.76%,+5.32%,+13.59%
GBX,"Greenbrier Companies",55.8,+28.10,+4.69%,+12.27%,+24.28%,+24.69%
GCI,"Gannett Co. Inc",10.11,+8.80,-12.77%,-3.81%,+3.91%,+14.24%
GCO,"Genesco Inc",41.45,+36.20,+27.54%,+0.48%,-2.93%,+27.93%
GDOT,"Green Dot Corp",81.43,+98.90,+35.13%,+5.19%,+30.33%,+103.32%
GEOS,"Geospace Technologie",14.16,+5.20,+9.18%,+2.24%,+31.84%,-0.49%
GES,"Guess Inc",23.5,+61.50,+39.22%,+2.31%,+5.15%,+84.60%
GFF,"Griffon Corp",18.75,-9.60,-7.86%,+0.81%,-9.20%,-10.50%
GHL,"Greenhill & Co. Inc",31.45,+86.90,+61.28%,+10.35%,+57.64%,+58.84%
GIFI,"Gulf Island Fab",9.35,-13.70,-30.35%,-1.06%,+6.25%,-17.62%
GIII,"G-III Apparel Gp I",47.33,+91.80,+28.30%,-1.15%,+31.11%,+97.54%
GLT,Glatfelter,20.36,+6.50,-5.04%,+10.77%,-8.58%,-0.54%
GME,"Gamestop Corp",14.92,-25.30,-16.88%,-5.27%,+10.36%,-30.12%
GNBC,"Green Bancorp",22.15,+6.80,+9.11%,-5.34%,-5.54%,+9.65%
GNL,"Global Net Lease Inc",21.03,+1.50,+2.19%,+7.63%,+19.08%,-5.99%
GOV,"Government Properties Income Trust",15.94,-6.80,-14.02%,+9.25%,+29.70%,-12.99%
GPI,"Group 1 Automotive",67.77,+2.70,-4.51%,-6.56%,+4.81%,+8.66%
GPRE,"Green Plains Inc",16.2,-17.80,-3.86%,-21.74%,-10.99%,-15.62%
GTLS,"Chart Industries In",77.66,+128.00,+65.73%,+19.17%,+26.94%,+119.19%
GTY,"Getty Realty Corp",28.54,+18.70,+5.08%,+7.05%,+13.93%,+18.77%
GWB,"Great Western Bancorp Inc",41.32,+3.10,+3.82%,-7.15%,+3.82%,+2.28%
HA,"Hawaiian Hldgs Inc",37.75,-12.90,-5.27%,-1.95%,-4.31%,-19.08%
HAFC,"Hanmi Financial Cp",27.5,-8.10,-9.39%,-9.09%,-10.42%,-1.61%
HAYN,"Haynes Intl Inc",38.51,+20.50,+20.16%,-2.68%,-9.79%,+9.93%
HCI,"Homeowners Choice",42.32,+3.00,+41.54%,-3.45%,+3.57%,-8.34%
HF,"HFF Inc",35.51,-1.40,-26.99%,+2.42%,-27.41%,+1.52%
HI,"Hillenbrand Inc",49.5,+35.40,+10.74%,+4.87%,+1.64%,+35.80%
HIBB,"Hibbett Sports Inc",24.55,+33.70,+20.34%,+9.35%,-2.96%,+20.64%
HLIT,"Harmonic Inc",4.38,+5.10,+4.17%,+0.57%,+16.67%,+2.94%
HLX,"Helix Energy Solutions Group",8.61,+49.90,+14.19%,+16.35%,+32.87%,+40.23%
HMN,"Horace Mann Educators Corp",45.3,+23.00,+2.72%,-0.77%,+0.78%,+25.83%
HMST,"Homestreet Inc",28.7,+4.30,-0.86%,+0.88%,+5.51%,+6.30%
HMSY,"Hms Hldgs Cp",24.46,+43.10,+44.31%,+4.62%,+35.66%,+26.41%
HOPE,"Hope Bancorp Inc",17.21,-5.30,-5.70%,-7.07%,-1.21%,-0.98%
HPR,"Highpoint Resources Corp.",6.66,+52.50,+29.82%,+8.29%,+7.77%,+91.93%
HQY,Healthequity,81.98,+86.10,+75.70%,+0.64%,+23.86%,+69.73%
HSC,"Harsco Corp",23.6,+46.40,+26.54%,-5.60%,+6.31%,+45.23%
HSII,"Heidrick & Struggl",35.35,+62.90,+43.99%,-2.62%,+9.10%,+57.81%
HSKA,"Heska Corp",109.32,+24.00,+36.29%,+2.65%,+33.06%,+8.16%
HSTM,"Healthstream Inc",29.1,+20.60,+25.65%,+3.12%,+18.24%,+11.88%
HT,"Hersha Hospitality Trust",22.27,+28.50,+27.99%,+6.81%,+15.63%,+18.02%
HTLD,"Heartland Express",19.93,-7.20,-14.61%,+2.36%,+6.81%,-7.47%
HUBG,"Hub Group Inc A",49.95,+26.40,+4.28%,-6.02%,+13.01%,+25.98%
HVT,"Haverty Furniture Companies",21.1,-6.60,-6.84%,-4.52%,+17.22%,-5.80%
HWKN,"Hawkins Inc",36.8,-13.30,+4.55%,-1.34%,+7.29%,-21.37%
HZO,"Marinemax Inc",21.25,+13.90,+12.43%,-2.07%,+17.40%,+7.59%
IBP,"Installed Building Products I",59.35,+6.30,-21.86%,-2.22%,+5.60%,+13.81%
IIIN,"Insteel Industries",40.05,+65.50,+41.42%,+17.45%,+36.55%,+23.57%
IIVI,"I I V I Inc",44.95,+15.40,-4.26%,-3.54%,+6.52%,+18.60%
INDB,"Independent Bk Corp",81.65,+18.20,+16.89%,-0.12%,+10.49%,+22.41%
INGN,"Inogen Inc",213.49,+143.70,+79.28%,+12.87%,+51.16%,+121.97%
INN,"Summit Hotel Properties",14.24,-16.80,-6.50%,+0.42%,-2.93%,-22.14%
INTL,"Intl Fcstone Inc",54.83,+51.60,+28.92%,+3.96%,+19.95%,+44.14%
