Symbol,Name,Last,Change,%Chg,High,Low,Volume,Time
AAOI,"Applied Optoelect",42.28,-0.22,-0.52%,43.35,41.53,850400,08/13/18
AAON,"Aaon Inc",39,0,unch,39.3,38.6,134200,08/13/18
AAT,"American Assets Trust",38.31,-0.28,-0.73%,38.6,38.17,92800,08/13/18
AAWW,"Atlas Air Ww",60.2,-0.4,-0.66%,60.95,59.5,286500,08/13/18
AAXN,"Axon Inc",60.98,-0.49,-0.80%,62.58,60.57,556300,08/13/18
ABCB,"Ameris Bancorp",48.55,-0.3,-0.61%,48.95,48.45,259800,08/13/18
ABG,"Asbury Automotive Group Inc",74.55,-0.45,-0.60%,75.3,74.4,228300,08/13/18
ABM,"ABM Industries Incorporated",30.75,-0.13,-0.42%,30.87,30.58,410600,08/13/18
ACET,"Aceto Cp",3.18,0.04,+1.27%,3.2,3.1,134500,08/13/18
ACLS,"Axcelis Tech Inc",21,-0.35,-1.64%,21.45,20.9,249600,08/13/18
ACOR,"Acorda Therapeutics",27.75,0.85,+3.16%,27.9,26.75,417400,08/13/18
ADC,"Agree Realty Corp",53.62,-0.11,-0.20%,54.38,53.43,148400,08/13/18
ADTN,"Adtran Inc",16.1,0.2,+1.26%,16.13,15.75,319200,08/13/18
AEGN,"Aegion Corp",24.42,-0.41,-1.65%,24.87,24.28,48900,08/13/18
AEIS,"Advanced Energy",59.57,0.04,+0.07%,60.15,59.4,331800,08/13/18
AEL,"American Equity Investment Life",35.94,0.07,+0.20%,36.1,35.63,247100,08/13/18
AGYS,"Agilysys Inc",15.84,-0.11,-0.69%,16.09,15.75,48100,08/13/18
AHH,"Armada Hoffler Properties Inc",15.5,0.08,+0.52%,15.61,15.39,217300,08/13/18
AIN,"Albany International Corp",75.45,-0.5,-0.66%,76.1,75.2,148500,08/13/18
AIR,"AAR Corp",45.96,-0.08,-0.17%,46.51,45.82,90000,08/13/18
AIT,"Applied Industrial Technologies",73.75,1.55,+2.15%,75.65,71.9,404500,08/13/18
AJRD,"Aerojet Rocketdyne Holdings",36.68,0.42,+1.16%,36.99,36.26,510500,08/13/18
AKR,"Acadia Realty Trust",26.62,-0.01,-0.04%,26.7,26.47,235000,08/13/18
AKS,"AK Steel Holding Corp",4.26,-0.05,-1.16%,4.32,4.21,9511500,08/13/18
ALG,"Alamo Group",95.69,0.17,+0.18%,96.52,95.22,72900,08/13/18
ALGT,"Allegiant Travel Com",132.25,1.45,+1.11%,133,130.23,100300,08/13/18
ALRM,Alarm.Com,50.7,0.42,+0.84%,51.18,49.88,425800,08/13/18
AMAG,"Amag Pharmaceuticals",25.35,-0.3,-1.17%,26.1,25.35,600500,08/13/18
AMBC,"Ambac Financial Grp",21.82,-0.05,-0.23%,22.05,21.55,376300,08/13/18
AMED,"Amedisys Inc",113.9,-0.04,-0.04%,115.72,113,242000,08/13/18
AMN,"Amn Healthcare Services Inc",55.35,-1.2,-2.12%,56.9,55.3,252900,08/13/18
AMPH,"Amphastar Pharma",17.63,0.31,+1.79%,17.83,17.31,159500,08/13/18
AMSF,"Amerisafe Inc",63.1,0.15,+0.24%,63.3,62.15,26000,08/13/18
AMWD,"Amer Woodmark Cp",81.6,-2.5,-2.97%,84.15,81.4,130000,08/13/18
ANDE,"Andersons Inc",39.75,-0.1,-0.25%,40.55,39.65,202600,08/13/18
ANF,"Abercrombie & Fitch Company",26.72,-0.42,-1.55%,26.99,26.07,1550600,08/13/18
ANGO,"Angiodynamics Inc",21.35,0,unch,21.6,21.23,158300,08/13/18
ANIK,"Anika Therapeutics",41.49,0.09,+0.22%,41.79,40.65,62600,08/13/18
